,Loudness_sma3,Loudness_sma3,alphaRatio_sma3,alphaRatio_sma3,hammarbergIndex_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope0-500_sma3,slope500-1500_sma3,slope500-1500_sma3,spectralFlux_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc1_sma3,mfcc2_sma3,mfcc2_sma3,mfcc3_sma3,mfcc3_sma3,mfcc4_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz,F3amplitudeLogRelF0_sma3nz
,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other
9,0.22650951,0.23718108,-21.404524,-12.560164,34.35802,25.379736,-0.04718579,-0.0222195,-0.027446369,-0.020204289,0.17997156,0.13668324,27.493876,26.672592,13.819821,3.5553238,5.75572,10.82755,8.78113,13.523055,12.751904,13.470605,,,0.0,3.1524427,-3.738741,-4.2592063,7.420008,7.1741624,35.19341,24.507858,455.64062,439.54233,1178.1909,1281.1432,-11.37558,-10.414487,1584.6974,1548.5747,913.4199,880.87573,-23.969223,-17.404959,2736.4656,2473.736,970.6367,1366.2251,-30.675964,-21.224733
10,0.23324656,0.23878141,-25.195084,-16.112188,39.36945,30.667648,-0.068384685,-0.044930685,-0.032860506,-0.026254693,0.23593788,0.16536488,29.073977,28.691828,16.569735,6.067962,7.5253797,11.848165,10.055367,12.7324915,13.71117,13.702667,,,0.0,3.1524427,-4.7191215,-4.207874,11.040044,6.4997325,41.10203,30.723328,483.7153,451.31046,1316.89,1299.2957,-13.9192505,-9.149707,1655.1299,1599.58,849.2507,822.3343,-26.88746,-14.86822,3031.795,2872.7488,816.7277,1094.8516,-37.72035,-24.848166
11,0.22995973,0.23403697,-25.074091,-16.628408,38.57365,30.313545,-0.07081872,-0.047548514,-0.026360119,-0.020650333,0.24831831,0.18938844,29.502527,29.272715,17.1855,7.300509,9.764579,13.580551,13.764813,16.440718,16.137754,14.017718,,,0.0,2.3728886,-4.326559,-5.392137,8.140304,6.2311044,37.026474,30.269773,629.0536,398.04752,1451.4176,1447.335,-20.924467,-7.172957,1721.8795,1553.1602,928.74396,906.5618,-31.976934,-17.19291,3055.6963,2845.7708,835.438,940.6319,-41.258125,-24.650208
12,0.2234631,0.22809374,-24.812033,-16.421644,36.134296,29.135138,-0.08144777,-0.057725538,-0.022280486,-0.0140052475,0.28697985,0.15946403,29.395468,29.152657,17.458223,6.922741,14.286138,15.7607,20.049019,23.447802,19.367085,14.109947,0.0,0.023815174,0.0,2.5308096,-3.2411091,-7.334049,8.107062,5.6442924,31.952944,26.82577,600.8062,697.1086,1654.5166,1331.1322,-23.860048,-10.108638,1714.8516,1711.1041,932.4705,1120.368,-35.851395,-18.807741,3068.7249,2900.179,905.0476,889.1802,-43.594868,-23.589853
13,0.22891559,0.22052592,-26.090002,-16.070738,38.526184,27.692907,-0.077591605,-0.05135866,-0.020125369,-0.0118688755,0.3172989,0.15877844,30.76068,29.059301,18.698591,6.4562984,16.527708,16.129148,18.990782,23.052652,21.560911,16.01077,0.0,0.03154278,3.492291,2.688731,-1.4632801,-10.4199095,6.051819,5.189855,27.505053,20.217453,557.7817,686.8332,1725.8519,1322.7269,-25.924606,-12.026973,1725.2438,1697.1493,1060.4803,1133.3488,-36.757553,-19.252348,3089.9824,2710.0566,1058.877,1163.842,-43.755203,-21.290545
14,0.2466438,0.22526424,-27.241701,-15.625432,40.504955,27.092173,-0.07550833,-0.0470852,-0.021381425,-0.01383764,0.2754756,0.13893503,31.484566,28.083412,19.1187,5.5275445,16.819492,14.235278,17.40102,18.77329,21.833448,17.669409,0.0,0.046998005,3.4922912,3.6262062,-0.504697,-8.97045,10.2102995,4.8497643,26.883347,18.10372,589.02875,733.3344,1621.1188,1236.2064,-24.29888,-16.947487,1813.7247,1702.9633,1149.0656,1085.8151,-35.740185,-18.38265,3089.4138,2862.5989,1116.2235,1229.875,-42.044685,-24.531263
15,0.31197238,0.26214543,-26.288458,-15.354623,40.81268,28.400467,-0.07288123,-0.04312658,-0.019478783,-0.01587792,0.30478737,0.1594007,31.776255,27.152117,18.885235,5.4920936,14.684848,11.098793,12.373057,9.895459,21.085428,19.51744,0.0,0.046998005,3.0439613,3.6262062,0.038062412,-6.271523,6.518911,4.3343167,22.064436,12.675595,765.2702,424.8293,1440.3385,1416.7891,-25.608698,-17.230318,1898.1294,1479.2628,1259.1989,1009.3901,-34.707554,-19.594732,3107.09,2720.3318,950.32,1264.3735,-40.849266,-25.183884
16,0.4153715,0.34330377,-22.872705,-13.334369,38.207073,26.43838,-0.08526793,-0.0542032,-0.010796248,-0.007584946,0.44557285,0.17570762,28.626135,23.197138,12.948647,2.2443984,13.075921,10.551335,11.248408,7.390328,20.01354,18.971724,0.12608196,0.046998005,2.5956311,3.6262062,0.30720067,-2.358901,5.364042,6.208451,21.765318,14.919427,963.0041,464.8887,1118.2628,1332.0542,-29.150827,-19.093958,2017.5026,1429.2822,1182.0302,1139.3029,-35.313255,-22.919714,3116.8264,2633.1218,781.10645,1031.2186,-41.92837,-29.270111
17,0.47651383,0.39099717,-21.411194,-13.085416,37.43092,26.45436,-0.116413735,-0.069398105,-0.009579272,-0.0039293775,0.49804333,0.18837412,28.497025,23.647552,7.959021,-1.3285141,11.906175,10.279562,12.410056,6.603864,19.159588,18.571623,0.12608196,0.046998005,2.1473012,3.6262062,-0.6466182,-1.6717863,1.8005174,7.2433467,21.968813,20.583525,933.05273,603.41876,1053.5607,1333.9603,-27.84368,-20.62761,1949.7025,1527.7334,1045.1862,1163.9452,-35.375202,-23.750206,3111.089,2753.2444,705.4685,769.0496,-42.904705,-33.33315
18,0.4391329,0.3699106,-24.083387,-15.951869,39.852413,28.694328,-0.1286485,-0.08315282,-0.013335708,-0.005570732,0.66717076,0.18522058,28.80826,25.597084,7.853441,-0.26502895,9.844687,9.481088,15.370834,11.745767,19.411196,18.771189,0.12041134,0.1222052,2.9113562,4.1422496,-1.1597221,-2.1713016,4.683428,6.5265718,26.975403,24.946028,889.18024,715.9202,1069.7018,1367.792,-27.187422,-22.606325,1922.1278,1606.876,942.91547,1124.6852,-34.41029,-23.587484,3068.469,2765.055,767.2905,820.0052,-43.536884,-35.378475
19,0.3356894,0.28780997,-26.483818,-17.794922,40.46842,31.043314,-0.12117333,-0.076677054,-0.02166573,-0.0152362855,0.5844474,0.23692453,29.691368,27.50141,13.746536,4.5782666,10.613972,8.396222,16.330164,12.915452,20.415548,18.72922,0.11474071,0.1598088,3.6754112,4.6582932,-0.51963586,-2.1739495,5.2842193,4.8137054,25.791285,25.07989,802.28564,674.5179,1552.7954,1347.5363,-23.140524,-20.594835,1790.6664,1623.9902,1008.05225,956.9079,-33.01945,-22.201332,3042.8694,2723.0886,897.9163,971.83594,-41.666378,-34.015316
20,0.26768157,0.24738331,-26.93342,-17.591238,40.4398,29.482857,-0.082303464,-0.065146334,-0.022078099,-0.015696837,0.58287555,0.222986,27.695745,26.323616,18.973392,8.962497,12.06078,8.339991,16.77077,17.808191,20.930914,17.046339,0.109070085,0.0,4.4394665,5.174337,1.2159754,-4.536906,6.3542504,1.6621627,25.307154,24.90415,560.74506,746.29736,1869.5736,1434.1099,-18.823072,-21.074118,1663.305,1595.3622,1029.5416,974.3902,-31.371256,-20.942137,2973.0476,2774.8088,879.08154,1011.7769,-39.03789,-32.27824
21,0.24131137,0.23044081,-25.435858,-15.64032,38.220936,26.467375,-0.07528272,-0.057563316,-0.018706018,-0.015861217,0.46935475,0.22188003,25.143494,24.498642,18.40013,8.849586,13.60197,8.807174,17.795835,18.008995,20.443762,14.750293,0.07963588,0.0,4.3356605,5.174337,1.7314162,-5.581098,4.8655763,2.6643643,26.23588,27.869349,427.1572,621.6508,1944.2594,1377.1852,-12.689942,-13.718791,1562.6891,1537.5785,1062.6636,957.69165,-29.009573,-17.677446,2906.6902,2598.45,1102.8286,1450.8252,-36.168396,-29.65008
22,0.23805012,0.23172705,-26.065125,-16.663641,38.576496,26.782938,-0.0665613,-0.053831924,-0.020499961,-0.01471315,0.32583863,0.1310488,25.492401,25.810812,18.497492,9.36473,12.602191,10.636486,13.184424,18.395584,17.917387,13.248146,0.050201673,0.0,4.231854,5.174337,-0.23035367,-7.683422,3.557618,3.5182369,27.377424,29.881363,345.39868,612.6326,1598.3018,1424.871,-7.984812,-9.937604,1575.9159,1531.8519,1214.6792,997.05817,-25.756233,-18.07618,2644.2903,2585.9841,1186.1976,1422.3525,-32.08711,-26.988718
23,0.22456884,0.21411295,-28.791008,-18.292547,40.383408,29.345636,-0.08282138,-0.05689453,-0.020309858,-0.016950727,0.28126723,0.115775295,25.925165,26.772367,19.729048,10.801745,13.256519,12.763782,11.952915,16.113897,15.741807,13.354108,0.020767467,0.0,4.1280475,5.174337,-2.369674,-6.513452,4.062716,7.380615,30.672089,32.811382,392.28,397.93823,1503.9551,1306.9443,-8.231326,-4.8787494,1571.5333,1497.1182,1306.9589,860.42926,-24.728804,-17.544657,2590.1584,2604.1445,1301.6367,1404.0195,-32.70138,-27.952738
24,0.21943836,0.20755948,-30.02255,-18.654064,43.236195,31.408072,-0.08401534,-0.05036219,-0.017268555,-0.015964316,0.1733187,0.09051698,26.935434,27.321375,21.036837,12.207454,14.352942,14.231049,10.804021,14.818748,13.675505,13.455466,0.020767467,0.0,4.1280475,5.174337,-4.1345153,-6.646223,4.652427,9.106095,31.175201,33.328827,726.67163,384.8643,1506.4702,1313.0951,-72.62721,-70.66543,1976.2308,1490.8539,1437.0752,850.80444,-83.33652,-80.28555,2966.7507,2619.414,1215.4554,1529.7308,-88.174286,-85.894196
25,0.20331676,0.1963436,-26.789751,-18.505432,40.34754,32.532894,-0.07773965,-0.062368155,-0.0176324,-0.015794449,0.29709756,0.087184735,26.074142,26.986845,19.336212,11.478354,11.735198,14.029296,14.025834,19.315338,,,,,,,,,,,,,737.8667,389.84647,1569.0146,1437.8154,-137.55913,-136.86029,1957.8741,1518.0045,1216.045,856.201,-142.79361,-139.59793,3173.1267,2770.0833,1047.279,1433.7329,-146.39276,-145.4359
26,0.1975845,0.1943773,-24.39343,-18.471865,37.76565,32.92522,-0.06546814,-0.06352282,-0.020998923,-0.019413188,0.2883187,0.111548506,26.956741,26.867456,18.676495,10.974843,9.979301,15.910697,13.960307,20.572744,,,,,,,,,,,,,849.83746,384.4774,1544.9917,1458.44,-141.73589,-139.44165,2031.9761,1518.4752,1083.786,847.5566,-144.06325,-143.31831,3300.622,2688.595,825.92426,2349.765,-147.07332,-146.0396
27,0.18833566,0.18588011,-22.126028,-18.457453,33.072598,31.504572,-0.051461503,-0.06495726,-0.024281636,-0.020629486,0.28001752,0.12546395,27.010427,26.955053,17.908442,10.221971,8.736833,15.96851,14.104615,23.396545,13.684043,13.503948,,,,,-0.78779393,-1.6285381,103.55995,105.39581,36.814598,36.95819,519.11115,467.3395,1428.3575,1687.4994,-80.198616,-80.31576,1615.486,1540.4502,902.4875,835.5215,-86.85937,-84.951836,2815.0261,2872.495,798.87946,1809.3389,-92.760994,-91.40708
28,0.19093966,0.19078636,-24.192083,-19.586288,35.41531,31.687487,-0.0746635,-0.06814467,-0.019064745,-0.01820412,0.17730528,0.14365365,28.066757,27.9596,16.773994,10.353843,10.374333,16.098066,15.83714,21.032637,13.731987,13.565515,,,,,-1.3026026,-1.0315136,71.67309,73.11568,35.372234,35.691742,660.87305,599.62256,1351.6969,1749.2617,-21.881638,-21.39131,1688.7728,1583.229,926.8046,850.01685,-29.527132,-26.571733,2854.8616,2944.1804,717.37646,1713.4365,-37.194946,-35.76782
29,0.1876901,0.18252505,-24.257568,-20.240253,36.49931,31.873663,-0.08321038,-0.0808695,-0.014797765,-0.011974342,0.18417133,0.12913905,26.530838,27.093668,14.73615,9.731467,10.336495,14.957912,16.134972,21.688986,13.877116,13.690982,,,2.9443617,2.1567185,-2.0804672,-0.07196481,9.062831,9.543785,32.979717,33.249416,556.3846,539.56866,1282.3525,1841.8463,-19.771727,-19.607054,1580.0834,1517.5446,936.01276,876.3149,-29.882586,-26.816734,2693.6208,2872.615,826.52386,865.7573,-34.859634,-33.901615
30,0.19390303,0.19129205,-27.227236,-20.415327,42.92149,34.237244,-0.10321126,-0.087224245,-0.0141692655,-0.0105573805,0.29666516,0.12886314,27.588099,27.477768,15.3100815,10.178593,9.589859,13.890479,19.856749,20.125656,14.380879,13.636669,,,2.9443617,1.9958053,-5.0050397,-0.6069009,10.745461,11.165936,31.115555,30.348577,483.97498,460.68994,1560.952,1579.3378,-19.743935,-16.201313,1545.8607,1476.4078,1069.586,871.96826,-31.350998,-26.747122,2771.0276,2835.2761,933.4908,1172.2802,-33.15656,-31.056417
31,0.19832058,0.194506,-26.696398,-19.687342,42.519497,32.960854,-0.09281394,-0.07954716,-0.013863173,-0.01288109,0.3704295,0.11448408,25.754679,25.671051,14.4012,10.871364,13.578175,16.295479,21.705065,20.33742,15.188462,13.613598,0.0,0.025996855,2.9443617,2.0786762,-6.4069753,-2.1013677,8.425687,12.313369,27.623438,28.7624,297.07596,321.72226,1665.5747,1403.1073,-18.735373,-12.045967,1438.6548,1421.0853,1010.4973,812.7131,-32.067966,-26.638395,2657.3372,2707.724,998.6362,1274.857,-33.238346,-29.50022
32,0.23448877,0.2486773,-26.461405,-18.184021,39.571754,30.257383,-0.08569438,-0.057052925,-0.015481737,-0.016093023,0.44421706,0.11908833,23.040154,21.386274,18.448664,14.534915,15.157394,15.297325,23.740387,21.162184,15.191238,13.891528,0.0,0.025996855,3.2774878,2.1615474,-7.7624335,-3.6361816,5.5405507,11.174966,26.662804,27.980444,297.73032,373.77292,1570.598,1252.2843,-18.9739,-12.853233,1456.9901,1463.7999,976.02704,758.5447,-30.990744,-25.976374,2572.0547,2654.5513,956.6094,1215.222,-32.74335,-28.966164
33,0.25138494,0.25913557,-24.556208,-18.752554,35.71248,29.345976,-0.07333097,-0.04972061,-0.017089708,-0.016160851,0.3507446,0.15726225,22.689766,20.64364,19.338297,14.823566,16.456312,15.001834,19.896502,20.447294,14.965833,14.039417,0.027942536,0.0,3.6106138,2.4053314,-8.359496,-4.423776,2.070013,9.433408,29.00013,27.943377,521.7116,380.12952,1466.1049,1239.2644,-21.43547,-75.38486,1612.8094,1478.585,943.0328,793.0184,-29.169779,-84.41247,2697.497,2482.387,916.3,1110.234,-33.672577,-86.44387
34,0.26143056,0.2640069,-23.759367,-16.890718,34.722668,27.100143,-0.06585109,-0.021356612,-0.014852957,-0.013519558,0.31452948,0.19834323,24.067942,20.103113,19.84081,14.548657,11.156308,10.968418,18.080513,17.385416,14.444832,0.0,0.027942536,0.0,3.94374,0.0,-7.7438855,0.0,5.0787024,0.0,35.26393,0.0,657.7552,380.7192,1621.9673,1307.1713,-20.252897,-76.28976,1670.5674,1488.4061,1062.7294,932.7119,-27.381117,-85.57079,2833.2207,2342.3586,1136.0016,1319.7031,-32.57333,-85.22503
35,0.23708569,0.22230887,-22.560616,-18.628998,33.736557,28.72936,-0.05436674,-0.026536519,-0.014496733,-0.015038435,0.2558085,0.1968656,27.541023,25.01481,17.218412,13.504519,10.227525,10.870297,14.179878,13.135231,14.682395,13.867,0.027942536,0.0,3.94374,2.6669643,-5.686537,-5.7656546,9.196412,16.955574,39.21594,30.771503,663.41144,396.521,1643.6002,1376.816,-17.462358,-72.58515,1662.1644,1527.3345,1099.0573,1092.1632,-26.088524,-81.6622,2860.2253,2266.3855,1284.8175,1754.7094,-30.571747,-80.57841
36,0.22358032,0.21715164,-23.60346,-19.95298,33.979748,30.521753,-0.056635946,-0.034808856,-0.01214224,-0.017886238,0.31087562,0.18748213,27.19639,25.01879,18.052362,15.334622,11.627875,12.098521,14.707648,14.542392,14.459783,13.809781,0.024228295,0.0,2.6981535,2.6669643,-2.9585543,-4.8300166,12.031824,17.081865,40.02483,33.45943,690.45807,602.5787,1545.1176,1440.2142,-76.56585,-12.442727,1689.7262,1623.3776,1121.0894,1201.6727,-83.64495,-22.830267,2809.4343,2459.222,1127.785,1481.5792,-85.65793,-23.979269
37,0.21325946,0.21264951,-25.787374,-23.67452,35.991222,35.908657,-0.07475983,-0.074850015,-0.01381899,-0.020529713,0.25999123,0.15109985,26.856085,25.717949,20.769957,17.638426,14.625931,14.008195,17.900915,19.867262,14.083032,13.775448,0.019890517,0.0,1.6780127,2.6669643,-2.3546417,-3.6042092,0.0,17.87932,0.0,35.586075,720.81415,758.7197,1358.5748,1518.1647,-71.900185,-13.4034,1711.5162,1676.2177,1026.3823,1100.2322,-79.886505,-21.79867,2763.6863,2704.301,863.7513,1189.599,-83.376305,-26.288279
38,0.2182803,0.22321016,-28.112732,-24.608309,38.24646,37.65985,-0.081703536,-0.082038656,-0.015781881,-0.022023425,0.2628324,0.16213535,27.85261,25.278557,22.686874,19.33252,15.613111,15.017178,20.424223,22.502289,13.63895,13.583917,0.015864508,0.0,0.6578717,2.5477202,-2.191724,-3.011261,109.351776,12.834628,39.7809,34.69676,890.37085,731.6547,1430.8701,1516.8716,-73.43881,-16.637735,1874.0614,1612.7797,1019.4238,1064.8458,-78.18002,-25.891562,3027.4973,2751.051,639.0225,778.37054,-83.8219,-31.53819
39,0.22177692,0.22520982,-25.936234,-23.374754,34.850117,35.250214,-0.07103961,-0.077008285,-0.019626262,-0.020187255,0.21289384,0.1885793,27.446474,23.832,22.14187,19.806185,12.796941,12.3513,21.92164,20.12717,13.53835,13.5926285,0.0,0.11354367,2.3468199,2.428476,-1.6632959,-2.4690382,139.90118,73.49996,38.17473,32.73286,858.9112,531.7713,1782.932,1515.8119,-13.264328,-15.151009,1818.7184,1549.168,940.9937,956.20416,-19.61318,-28.148954,3134.4968,2795.0344,565.65875,783.8962,-26.648306,-32.34171
40,0.22116566,0.22500634,-21.671618,-21.439169,31.169836,32.574085,-0.03738772,-0.0591343,-0.017503949,-0.01570022,0.19895005,0.20338671,25.134476,21.46456,20.212503,20.895678,8.593373,10.856406,18.673204,16.69818,13.574155,13.55877,0.08357383,0.11354367,3.8103225,2.309232,-1.5966648,-1.7576505,139.90118,74.08817,36.049633,32.001842,704.41815,373.40848,1733.5922,1401.9703,-15.402229,-13.446958,1673.9894,1464.3301,944.46436,969.7376,-24.823708,-30.150217,3021.3923,2684.7644,647.01276,740.8304,-29.376755,-31.962183
41,0.21965699,0.22298253,-19.999746,-20.508532,29.614344,30.878126,-0.0403749,-0.057599705,-0.014939013,-0.01173672,0.16891193,0.19564642,22.819796,19.159166,19.644258,21.085781,5.412398,9.121404,19.727938,15.723868,13.71478,13.356248,0.0,0.088151574,4.504107,2.507696,-3.6992311,-2.810126,139.48405,80.70109,35.42848,33.39445,538.2034,392.64096,1725.7416,1358.6923,-14.901071,-12.982236,1521.2422,1497.153,1030.8043,926.626,-28.11405,-31.487793,2755.7793,2762.3254,876.5205,760.9084,-31.801245,-31.525454
42,0.22142415,0.22368562,-19.590288,-20.253103,31.627375,31.078562,-0.041128237,-0.05431967,-0.013368231,-0.010543871,0.1409127,0.14980586,22.474897,18.398462,20.01062,23.031939,4.172486,10.028654,19.148443,17.359968,13.93647,12.905525,0.09182598,0.07545552,3.602542,2.7061598,-12.3459635,-4.108844,75.6323,81.25761,34.99417,33.582523,570.64087,563.477,1361.5281,1275.294,-16.258455,-14.479577,1578.1406,1642.4979,1051.9882,894.03986,-28.384224,-29.361982,2748.0264,2763.377,970.9278,791.3013,-33.169342,-29.464674
43,0.22837037,0.2330824,-24.004328,-22.67183,33.96217,32.42249,-0.06480505,-0.059908103,-0.015024789,-0.012655728,0.24589936,0.19018362,23.952133,19.038277,22.824875,25.853933,6.915957,11.568386,20.901382,20.162224,14.267043,12.398038,0.09182598,0.0,2.7009773,2.591129,-13.474358,-5.2243657,9.892254,78.748505,34.01448,32.699974,837.72797,551.2282,1452.4713,1403.5181,-18.13196,-11.529301,1919.0342,1736.4137,1134.852,961.4417,-25.77656,-26.188223,3174.555,2785.1091,1014.22723,976.6961,-31.92878,-27.451254
44,0.23351495,0.23837401,-22.06832,-21.714483,31.499533,31.58393,-0.05561453,-0.04679516,-0.016658358,-0.017484473,0.33799765,0.2431957,23.09446,18.384249,21.786913,27.145102,6.5601287,11.717224,19.543661,19.5495,14.453172,12.836741,0.0,0.07523836,2.5691307,1.6781669,-13.258358,-5.310769,6.6122866,106.51157,33.41684,32.184166,847.3369,550.25433,1449.3735,1328.941,-81.02053,-74.99964,1961.5087,1729.5912,1153.4246,894.93774,-83.14382,-82.765045,3096.1309,2753.5989,1309.5677,885.90875,-87.81726,-84.64536
45,0.25305548,0.26207525,-19.973677,-19.100668,27.32789,28.637743,-0.03650761,-0.014341377,-0.017756166,-0.018823577,0.33197978,0.23609446,21.372665,16.413822,20.364054,24.995209,4.7904058,7.957147,17.038895,16.244537,14.422948,12.746335,0.0,0.0789508,2.5691307,1.4063601,-6.4000688,-6.4758534,,,,,778.2546,312.89017,1879.333,1488.4967,-139.83763,-135.13145,1888.5176,1509.4701,1200.8516,1046.0457,-141.44049,-141.46541,3035.086,2467.7727,1312.5065,984.834,-143.62276,-142.50175
