start,end,Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3amplitudeLogRelF0_sma3nz
0 days 00:00:02.470000,0 days 00:00:02.490000,0.4202547,-10.347766,15.900464,-0.016165795,-0.022132628,34.202282,0.0031202498,1.8039175,5.2022295,-1.4144067,11.090661,484.618,1099.5178,7.178676,1572.082,1.9582671,2412.6653,-4.436828
0 days 00:00:02.480000,0 days 00:00:02.500000,0.44859913,-8.941365,14.860203,-0.0035424905,-0.027785612,34.136677,0.00380948,0.9315948,5.985995,-3.0335896,12.225867,475.82364,1033.5077,6.4402976,1511.4742,0.92179006,2460.5188,-6.310412
0 days 00:00:02.490000,0 days 00:00:02.510000,0.4743258,-7.402761,15.102845,0.0021111502,-0.02821541,34.114635,0.003948703,1.1045798,7.055153,-4.1085753,13.360561,423.5872,1257.543,5.3786845,1486.5953,-0.22424494,2382.777,-7.981877
0 days 00:00:02.500000,0 days 00:00:02.520000,0.48232207,-6.274305,15.128467,-0.00023642617,-0.022405645,34.15038,0.0050946358,0.9301455,7.026363,-4.622678,15.089672,480.78305,1764.3756,6.2804627,1261.3912,1.3499259,2327.7317,-10.431512
0 days 00:00:02.510000,0 days 00:00:02.530000,0.49036232,-5.666471,17.188255,0.005259682,-0.016295884,34.218357,0.0045270366,1.2803788,5.970255,-4.549552,17.608116,638.2521,1936.2202,6.7650228,1370.2921,-0.936238,2466.2683,-13.844327
0 days 00:00:02.520000,0 days 00:00:02.540000,0.46778226,-6.2691574,19.607111,0.012608749,-0.013750888,34.26533,0.0042012017,1.2242999,4.1354804,-3.5211887,20.5496,817.0613,1969.1332,9.094245,1407.6234,-0.98288345,2563.1558,-16.834997
0 days 00:00:02.530000,0 days 00:00:02.550000,0.43867728,-7.432197,23.507616,0.022103233,-0.012908851,34.287308,0.0041456074,1.3783197,3.1204193,-2.8483305,22.169146,754.542,1673.7583,-60.736725,1594.832,-69.89147,2651.5515,-79.27349
0 days 00:00:02.540000,0 days 00:00:02.560000,0.38515458,-8.838003,26.893156,0.006733652,-0.0089167105,0.0,0.0,0.0,0.0,0.0,0.0,606.15155,1523.7714,-130.12566,1480.2367,-134.53532,2619.5085,-140.38231
0 days 00:00:02.550000,0 days 00:00:02.570000,0.33117905,-10.138604,26.88339,-0.0009359531,-0.0038211423,0.0,0.0,0.0,0.0,0.0,0.0,463.76746,1291.9458,-201.0,1369.2324,-201.0,2500.101,-201.0
0 days 00:00:02.560000,0 days 00:00:02.580000,0.29080585,-8.815152,23.855492,-0.011855334,0.004771342,0.0,0.0,0.0,0.0,0.0,0.0,475.35703,1149.7812,-201.0,1380.7231,-201.0,2490.8645,-201.0
0 days 00:00:02.570000,0 days 00:00:02.590000,0.26304382,-6.29756,21.144766,-0.01564042,0.011845383,0.0,0.0,0.0,0.0,0.0,0.0,462.77798,1121.6096,-201.0,1343.0448,-201.0,2408.029,-201.0
0 days 00:00:02.580000,0 days 00:00:02.600000,0.24404876,-2.7087815,20.913221,-0.013535622,0.01938158,0.0,0.0,0.0,0.0,0.0,0.0,461.41138,1163.2716,-201.0,1360.8605,-201.0,2460.488,-201.0
0 days 00:00:02.590000,0 days 00:00:02.610000,0.21561062,-4.695175,22.325449,-0.019669622,0.017800616,0.0,0.0,0.0,0.0,0.0,0.0,432.30054,1159.4432,-201.0,1319.4474,-201.0,2434.0586,-201.0
0 days 00:00:02.600000,0 days 00:00:02.620000,0.19027631,-6.993471,23.684595,-0.014550504,0.018379947,0.0,0.0,0.0,0.0,0.0,0.0,430.89758,1219.3794,-201.0,1310.3286,-201.0,2444.5808,-201.0
0 days 00:00:02.610000,0 days 00:00:02.630000,0.1992632,-10.330298,23.805733,-0.030825147,0.013072174,0.0,0.0,0.0,0.0,0.0,0.0,619.03156,1210.8578,-201.0,1542.251,-201.0,2575.6658,-201.0
0 days 00:00:02.620000,0 days 00:00:02.640000,0.20511587,-10.731046,24.249084,-0.024477838,0.010720909,0.0,0.0,0.0,0.0,0.0,0.0,606.43207,1323.6581,-201.0,1524.278,-201.0,2564.1006,-201.0
0 days 00:00:02.630000,0 days 00:00:02.650000,0.21056072,-11.207137,23.023458,-0.027729293,0.0056335963,0.0,0.0,0.0,0.0,0.0,0.0,606.43207,1360.2128,-201.0,1538.4183,-201.0,2580.3074,-201.0
0 days 00:00:02.640000,0 days 00:00:02.660000,0.19284321,-11.744922,23.70286,-0.02938745,0.014154184,0.0,0.0,0.0,0.0,0.0,0.0,630.6316,1311.0653,-201.0,1567.5303,-201.0,2491.2761,-201.0
0 days 00:00:02.650000,0 days 00:00:02.670000,0.18563144,-12.990535,23.950125,-0.029092977,0.015850397,0.0,0.0,0.0,0.0,0.0,0.0,641.5127,1208.0674,-201.0,1617.7018,-201.0,2459.1736,-201.0
0 days 00:00:02.660000,0 days 00:00:02.680000,0.18871574,-12.676982,22.63443,-0.024563424,0.015283495,0.0,0.0,0.0,0.0,0.0,0.0,644.85815,1196.017,-201.0,1618.0758,-201.0,2397.3757,-201.0
0 days 00:00:02.670000,0 days 00:00:02.690000,0.2012199,-13.259156,21.320555,-0.018983563,0.0023896315,0.0,0.0,0.0,0.0,0.0,0.0,421.90015,1373.7863,-201.0,1359.584,-201.0,2272.9275,-201.0
0 days 00:00:02.680000,0 days 00:00:02.700000,0.2230786,-13.319499,20.467321,-0.02122643,-0.0040833685,0.0,0.0,0.0,0.0,0.0,0.0,436.43796,1344.2653,-201.0,1402.8004,-201.0,2392.658,-201.0
0 days 00:00:02.690000,0 days 00:00:02.710000,0.23552828,-13.430374,19.613417,-0.022511592,-0.0031672104,0.0,0.0,0.0,0.0,0.0,0.0,423.10303,1355.7985,-201.0,1430.8788,-201.0,2432.2644,-201.0
0 days 00:00:02.700000,0 days 00:00:02.720000,0.24138491,-11.223507,16.888216,-0.013796565,-0.0015323256,0.0,0.0,0.0,0.0,0.0,0.0,410.62314,1269.938,-201.0,1439.2758,-201.0,2445.866,-201.0
0 days 00:00:02.710000,0 days 00:00:02.730000,0.23197906,-10.272746,15.46486,-0.017681604,0.008023093,0.0,0.0,0.0,0.0,0.0,0.0,732.2369,1247.3545,-201.0,1841.9838,-201.0,2750.1414,-201.0
0 days 00:00:02.720000,0 days 00:00:02.740000,0.22778289,-11.201924,16.75688,-0.020520478,0.009190015,0.0,0.0,0.0,0.0,0.0,0.0,867.6292,1479.7714,-201.0,1962.6816,-201.0,2906.0098,-201.0
0 days 00:00:02.730000,0 days 00:00:02.750000,0.22437383,-12.737325,17.991468,-0.033879057,0.009722676,0.0,0.0,0.0,0.0,0.0,0.0,865.1401,1440.6493,-201.0,1991.1578,-201.0,2975.8474,-201.0
0 days 00:00:02.740000,0 days 00:00:02.760000,0.21909873,-10.7398405,15.969746,-0.025910668,0.0042280965,0.0,0.0,0.0,0.0,0.0,0.0,569.5302,1792.9027,-201.0,1598.4843,-201.0,2725.4182,-201.0
0 days 00:00:02.750000,0 days 00:00:02.770000,0.20049562,-10.788569,16.955807,-0.02803214,0.0008550466,0.0,0.0,0.0,0.0,0.0,0.0,445.70972,1509.7936,-201.0,1499.5616,-201.0,2661.5671,-201.0
0 days 00:00:02.760000,0 days 00:00:02.780000,0.19285248,-13.533516,21.484491,-0.023898458,-0.0048966184,0.0,0.0,0.0,0.0,0.0,0.0,485.62845,1642.1177,-132.87535,1639.9395,-139.25615,2800.2305,-141.61705
0 days 00:00:02.770000,0 days 00:00:02.790000,0.19217072,-17.016602,26.410032,-0.025686169,-0.01104658,22.799974,0.0,0.0,3.1678817,14.131802,31.497257,422.14853,1421.7642,-67.70352,1636.8661,-77.47668,2818.1758,-81.643074
0 days 00:00:02.780000,0 days 00:00:02.800000,0.20682342,-19.73436,29.239206,-0.012209619,-0.014603916,26.671082,0.0,0.0,4.0503106,17.389894,29.593292,393.4713,1442.9349,-2.2522457,1640.806,-19.964846,2763.4075,-24.78692
0 days 00:00:02.790000,0 days 00:00:02.810000,0.20927255,-19.324606,28.307693,-0.0075079403,-0.0067876163,30.471954,0.0,2.0403605,5.120899,18.459574,27.50888,358.1951,1292.2089,-4.298461,1484.394,-23.6446,2602.3972,-26.539373
0 days 00:00:02.800000,0 days 00:00:02.820000,0.2144798,-20.311338,28.51285,0.004347079,0.0003643174,34.224678,0.049489435,2.0719004,5.5332417,18.233498,26.305197,364.17465,1185.1211,-2.9694793,1435.2379,-27.555908,2476.3567,-29.274675
0 days 00:00:02.810000,0 days 00:00:02.830000,0.2157169,-19.898455,25.940102,0.0003032228,-0.0011377878,34.042027,0.047420654,2.2764041,5.116829,15.377933,26.730833,360.84143,1205.2737,-2.0227115,1411.7402,-28.725508,2436.2686,-28.753542
0 days 00:00:02.820000,0 days 00:00:02.840000,0.22104247,-20.80762,25.875618,-0.0053068814,-0.009845755,33.868374,0.034453887,1.5902566,4.374947,15.341609,27.65448,359.5419,1169.6776,-1.9968067,1413.82,-31.926336,2441.6829,-29.651285
0 days 00:00:02.830000,0 days 00:00:02.850000,0.21239091,-21.540842,25.764359,-0.018687002,-0.011588872,33.778687,0.033507753,1.3178948,4.078382,15.4495735,27.588493,353.52768,1219.2888,-68.49762,1417.5192,-89.794495,2441.8152,-86.88995
0 days 00:00:02.840000,0 days 00:00:02.860000,0.19816285,-23.500229,28.523394,-0.015556793,-0.008813526,0.0,0.0,0.0,0.0,0.0,0.0,376.45145,1213.0927,-134.89566,1477.5809,-146.13672,2519.6716,-144.26723
0 days 00:00:02.850000,0 days 00:00:02.870000,0.17727388,-24.632246,29.986822,-0.0152932415,-0.0032667425,0.0,0.0,0.0,0.0,0.0,0.0,384.43945,1343.212,-201.0,1494.8721,-201.0,2540.917,-201.0
0 days 00:00:02.860000,0 days 00:00:02.880000,0.16416037,-23.706549,30.89565,-0.0146788275,-0.0012678616,0.0,0.0,0.0,0.0,0.0,0.0,389.71118,1346.2987,-201.0,1489.6578,-201.0,2525.9504,-201.0
0 days 00:00:02.870000,0 days 00:00:02.890000,0.16549383,-19.659935,28.038118,-0.0048258877,0.0045364336,0.0,0.0,0.0,0.0,0.0,0.0,365.84152,1407.6049,-131.54437,1391.8273,-141.82726,2436.763,-138.42645
0 days 00:00:02.880000,0 days 00:00:02.900000,0.20411481,-16.193808,22.73295,0.003955465,0.0020708777,33.587578,0.0,0.0,7.1633883,8.354501,23.835665,379.84482,1352.3065,-61.791245,1467.441,-82.812645,2525.0557,-77.681694
0 days 00:00:02.890000,0 days 00:00:02.910000,0.27581027,-14.404053,18.096243,0.011819154,-0.008891349,33.65571,0.0,0.0,7.4153275,8.649871,23.407782,488.3409,1328.2743,5.274693,1601.8441,-23.435293,2682.4023,-15.052884
0 days 00:00:02.900000,0 days 00:00:02.920000,0.34591028,-16.03316,18.490904,0.006127834,-0.022342369,33.74968,0.0,0.0,7.9953275,8.9450655,27.098051,637.2776,1352.7089,-2.7735891,1827.2123,-19.377829,2918.7537,-17.884382
0 days 00:00:02.910000,0 days 00:00:02.930000,0.37898245,-18.01536,20.997528,0.016604317,-0.028481668,33.819355,0.0055761063,1.3886951,7.871647,8.536901,28.634253,752.1091,1311.687,-11.553922,1918.0099,-15.147205,2983.4387,-18.741653
0 days 00:00:02.920000,0 days 00:00:02.940000,0.39398026,-19.142374,22.219797,0.02362682,-0.027513536,33.851093,0.008157069,1.2497591,7.6262136,7.9358487,31.765173,813.5291,1299.4344,-17.94732,1970.5104,-11.602515,3065.8777,-21.791613
0 days 00:00:02.930000,0 days 00:00:02.950000,0.3967198,-19.524494,21.273527,0.02499739,-0.028181098,33.88946,0.010343959,0.9312487,7.0690002,7.4388833,32.101624,803.1556,1189.8771,-19.118643,1981.8663,-12.471301,3076.9539,-22.745138
0 days 00:00:02.940000,0 days 00:00:02.960000,0.40045226,-19.071291,20.235811,0.011287996,-0.02598313,33.920746,0.01100405,0.51554364,5.512787,6.707573,32.42677,764.67694,1198.5966,-13.535457,1982.502,-14.236285,3081.1042,-25.111212
0 days 00:00:02.950000,0 days 00:00:02.970000,0.37578973,-19.510414,20.575712,0.01421688,-0.026001574,33.937523,0.009846579,0.287372,4.6777263,6.342632,32.66777,737.96185,1264.9515,-74.20799,1999.0459,-77.15833,3065.0706,-84.690056
0 days 00:00:02.960000,0 days 00:00:02.980000,0.33702955,-19.885345,20.999487,0.002234374,-0.022014352,0.0,0.0,0.0,0.0,0.0,0.0,702.6115,1317.1537,-134.44402,1984.972,-139.51976,3041.8948,-143.47858
0 days 00:00:02.970000,0 days 00:00:02.990000,0.28069517,-19.072674,20.677261,-0.004237136,-0.020797307,0.0,0.0,0.0,0.0,0.0,0.0,695.9438,1414.5996,-201.0,1978.4268,-201.0,3086.1165,-201.0
0 days 00:00:02.980000,0 days 00:00:03,0.2509293,-18.87793,22.037598,-0.02313493,-0.01740242,0.0,0.0,0.0,0.0,0.0,0.0,578.1983,1351.8239,-201.0,1748.9337,-201.0,2782.1208,-201.0
0 days 00:00:02.990000,0 days 00:00:03.010000,0.24879296,-18.37989,23.047235,-0.026685826,-0.01570453,0.0,0.0,0.0,0.0,0.0,0.0,500.5338,1299.5907,-201.0,1631.482,-201.0,2632.9768,-201.0
0 days 00:00:03,0 days 00:00:03.020000,0.26067927,-19.176725,26.3828,-0.027899893,-0.005708248,0.0,0.0,0.0,0.0,0.0,0.0,416.45523,1200.4873,-201.0,1455.6432,-201.0,2459.5168,-201.0
0 days 00:00:03.010000,0 days 00:00:03.030000,0.2654724,-17.871214,24.970102,-0.021221898,-0.0019335378,0.0,0.0,0.0,0.0,0.0,0.0,385.3461,1327.7657,-201.0,1474.7386,-201.0,2604.5696,-201.0
0 days 00:00:03.020000,0 days 00:00:03.040000,0.26339304,-13.958154,21.07731,-0.00378885,0.0023891954,0.0,0.0,0.0,0.0,0.0,0.0,577.40753,1427.3602,-201.0,1590.0983,-201.0,2760.7695,-201.0
0 days 00:00:03.030000,0 days 00:00:03.050000,0.27300397,-11.773198,17.2774,-0.014282868,-0.0025344256,0.0,0.0,0.0,0.0,0.0,0.0,752.3889,1460.5181,-201.0,1808.3663,-201.0,2814.7444,-201.0
0 days 00:00:03.040000,0 days 00:00:03.060000,0.28592965,-11.137471,16.782438,-0.021647641,-0.0053293216,0.0,0.0,0.0,0.0,0.0,0.0,904.3691,1361.1066,-201.0,1941.7574,-201.0,2911.884,-201.0
0 days 00:00:03.050000,0 days 00:00:03.070000,0.29277298,-12.419838,17.541323,-0.029948382,-0.0070939423,0.0,0.0,0.0,0.0,0.0,0.0,721.28937,1419.3431,-131.15862,1851.1279,-139.30293,2857.2302,-137.4515
0 days 00:00:03.060000,0 days 00:00:03.080000,0.32825246,-12.324618,16.255,-0.011959675,-0.012263822,34.00499,0.0,0.0,6.212675,5.227235,19.356312,566.6982,1412.8246,-61.09506,1741.2817,-78.29646,2871.4219,-73.99926
0 days 00:00:03.070000,0 days 00:00:03.090000,0.3786215,-11.556519,14.996085,0.006178411,-0.019989008,33.94502,0.0,0.0,6.3416667,5.1975436,20.119963,413.09705,1455.816,8.440055,1719.2305,-18.981,2803.9832,-11.679909
0 days 00:00:03.080000,0 days 00:00:03.100000,0.44074598,-11.464062,14.6670065,0.009159376,-0.025912514,33.824097,0.0,0.815724,6.108545,5.0841413,21.60138,395.62744,1329.2455,7.664561,1749.5455,-22.475618,2679.287,-13.936817
0 days 00:00:03.090000,0 days 00:00:03.110000,0.43835175,-12.9314,17.43331,0.016282303,-0.028927654,33.761845,0.010191534,0.815724,5.618781,4.9346633,22.485106,497.29306,1321.2352,-62.39899,1845.8617,-83.48209,2674.3542,-77.38906
0 days 00:00:03.100000,0 days 00:00:03.120000,0.38259837,-14.44044,18.41458,0.009096501,-0.020626903,0.0,0.0,0.0,0.0,0.0,0.0,513.11993,1276.2877,-131.9341,1765.8217,-142.79755,2568.236,-139.70842
0 days 00:00:03.110000,0 days 00:00:03.130000,0.30656293,-15.943561,20.359375,0.009852817,-0.017619437,0.0,0.0,0.0,0.0,0.0,0.0,524.07477,1309.8556,-201.0,1732.086,-201.0,2626.8933,-201.0
0 days 00:00:03.120000,0 days 00:00:03.140000,0.25091255,-17.14872,22.342424,-0.004399006,-0.009051378,0.0,0.0,0.0,0.0,0.0,0.0,402.96542,1302.3486,-201.0,1490.4194,-201.0,2517.4766,-201.0
0 days 00:00:03.130000,0 days 00:00:03.150000,0.22191794,-17.70395,26.176142,-0.006866897,-0.0056808866,0.0,0.0,0.0,0.0,0.0,0.0,411.32877,1289.6576,-201.0,1447.4401,-201.0,2488.7678,-201.0
0 days 00:00:03.140000,0 days 00:00:03.160000,0.19974774,-18.66037,27.752184,-0.020528523,-0.0018836927,0.0,0.0,0.0,0.0,0.0,0.0,402.96982,1267.4266,-201.0,1367.4648,-201.0,2401.8357,-201.0
0 days 00:00:03.150000,0 days 00:00:03.170000,0.18372844,-18.047482,28.429987,-0.025698543,0.00066246843,0.0,0.0,0.0,0.0,0.0,0.0,397.26773,1477.985,-201.0,1359.2065,-201.0,2374.0696,-201.0
0 days 00:00:03.160000,0 days 00:00:03.180000,0.16928495,-17.164618,27.442146,-0.03517381,0.00177659,0.0,0.0,0.0,0.0,0.0,0.0,413.90762,1489.0485,-201.0,1381.7646,-201.0,2432.7683,-201.0
0 days 00:00:03.170000,0 days 00:00:03.190000,0.1688317,-15.982575,29.288923,-0.030895425,0.0042002774,0.0,0.0,0.0,0.0,0.0,0.0,413.186,1578.8154,-201.0,1352.0947,-201.0,2537.8098,-201.0
0 days 00:00:03.180000,0 days 00:00:03.200000,0.16573678,-13.931499,29.085205,-0.024356239,0.0054815337,0.0,0.0,0.0,0.0,0.0,0.0,602.9916,1401.1874,-201.0,1531.956,-201.0,2733.1902,-201.0
0 days 00:00:03.190000,0 days 00:00:03.210000,0.20019753,-12.181241,25.36725,-0.025176039,0.0065569323,0.0,0.0,0.0,0.0,0.0,0.0,768.6218,1317.7618,-201.0,1671.965,-201.0,2818.7761,-201.0
0 days 00:00:03.200000,0 days 00:00:03.220000,0.24542277,-8.9144125,17.959192,-0.0137720825,0.0016268619,0.0,0.0,0.0,0.0,0.0,0.0,947.1734,1277.8466,-201.0,1890.5477,-201.0,2919.9775,-201.0
0 days 00:00:03.210000,0 days 00:00:03.230000,0.3387072,-7.7965293,11.591056,-0.0033346824,-0.008594356,0.0,0.0,0.0,0.0,0.0,0.0,768.07086,1281.3627,-132.79372,1820.6324,-135.65227,2646.917,-134.9429
0 days 00:00:03.220000,0 days 00:00:03.240000,0.42450675,-8.140224,9.9698715,0.005830277,-0.021687707,32.767387,0.0,0.0,2.386985,-2.1174457,7.070453,607.16925,1360.2035,-64.03688,1777.9092,-70.376,2428.701,-69.66663
0 days 00:00:03.230000,0 days 00:00:03.250000,0.48963252,-8.578014,8.844063,0.00038768732,-0.022761786,32.7851,0.0,1.9568193,2.7650297,-2.8950977,7.476846,432.506,1320.5443,2.9419613,1606.9766,-5.688173,2127.7693,-5.451
0 days 00:00:03.240000,0 days 00:00:03.260000,0.50915474,-8.718581,10.590009,-0.0110703185,-0.02177687,32.814957,0.024246536,2.1228383,2.9303055,-4.551264,8.910446,438.5585,1264.0312,-0.1073939,1564.9432,-7.15361,2223.9636,-9.933955
0 days 00:00:03.250000,0 days 00:00:03.270000,0.4856185,-8.989849,13.222867,-0.008699632,-0.019681854,32.839127,0.024246536,2.0162146,2.9565902,-5.4527225,9.518984,433.52884,1226.6904,-68.864235,1489.8843,-72.42988,2326.5842,-75.21023
0 days 00:00:03.260000,0 days 00:00:03.280000,0.4394537,-11.304665,18.564188,-0.015451591,-0.019261973,0.0,0.0,0.0,0.0,0.0,0.0,448.89413,1149.0692,-135.84308,1470.0629,-137.11772,2385.3904,-139.42586
0 days 00:00:03.270000,0 days 00:00:03.290000,0.3711656,-12.040646,21.165977,-0.016525349,-0.014976394,0.0,0.0,0.0,0.0,0.0,0.0,457.23618,1203.3527,-201.0,1444.6244,-201.0,2352.477,-201.0
0 days 00:00:03.280000,0 days 00:00:03.300000,0.31204662,-11.759834,22.061935,-0.027667454,-0.0008787364,0.0,0.0,0.0,0.0,0.0,0.0,696.8813,1174.5538,-201.0,1688.8834,-201.0,2650.7705,-201.0
0 days 00:00:03.290000,0 days 00:00:03.310000,0.29111204,-11.736983,22.311462,-0.027380908,0.0029952966,0.0,0.0,0.0,0.0,0.0,0.0,655.01154,1278.8462,-201.0,1637.1036,-201.0,2629.4387,-201.0
0 days 00:00:03.300000,0 days 00:00:03.320000,0.29394838,-10.939571,21.701813,-0.019947374,0.010879457,0.0,0.0,0.0,0.0,0.0,0.0,897.572,1175.3203,-201.0,1991.445,-201.0,3026.7957,-201.0
0 days 00:00:03.310000,0 days 00:00:03.330000,0.30161628,-10.994828,22.365685,-0.006254131,0.005641155,0.0,0.0,0.0,0.0,0.0,0.0,910.8203,1154.4408,-201.0,2012.4706,-201.0,3046.4607,-201.0
0 days 00:00:03.320000,0 days 00:00:03.340000,0.3397449,-9.310463,22.01579,0.004126959,0.0030933411,0.0,0.0,0.0,0.0,0.0,0.0,927.43,1093.1943,-201.0,2025.6061,-201.0,3063.5244,-201.0
0 days 00:00:03.330000,0 days 00:00:03.350000,0.3884057,-7.599419,20.229446,0.0034054779,-0.0072227805,0.0,0.0,0.0,0.0,0.0,0.0,679.08514,1151.6615,-201.0,1665.6776,-201.0,2657.8616,-201.0
0 days 00:00:03.340000,0 days 00:00:03.360000,0.430537,-4.62559,15.472455,0.004206301,-0.00999157,0.0,0.0,0.0,0.0,0.0,0.0,421.35458,1198.5841,-201.0,1376.2946,-201.0,2313.4268,-201.0
0 days 00:00:03.350000,0 days 00:00:03.370000,0.402135,-3.461911,13.348958,0.006690347,-0.012169828,0.0,0.0,0.0,0.0,0.0,0.0,425.4764,1163.2946,-201.0,1394.4806,-201.0,2279.6301,-201.0
0 days 00:00:03.360000,0 days 00:00:03.380000,0.33117163,-6.685257,16.035975,-0.0026981644,-0.012578763,0.0,0.0,0.0,0.0,0.0,0.0,422.72916,1194.3483,-201.0,1403.981,-201.0,2307.7507,-201.0
0 days 00:00:03.370000,0 days 00:00:03.390000,0.25653574,-10.051829,20.268074,-0.007004369,-0.014976692,0.0,0.0,0.0,0.0,0.0,0.0,418.50552,1139.5865,-201.0,1412.7279,-201.0,2330.3499,-201.0
0 days 00:00:03.380000,0 days 00:00:03.400000,0.20616059,-14.09309,24.380102,-0.025076183,-0.010354805,0.0,0.0,0.0,0.0,0.0,0.0,421.82254,1237.0154,-201.0,1397.9482,-201.0,2320.3127,-201.0
0 days 00:00:03.390000,0 days 00:00:03.410000,0.20958112,-9.608816,21.897148,-0.022376565,0.0011039041,0.0,0.0,0.0,0.0,0.0,0.0,569.3433,1166.4675,-201.0,1496.8317,-201.0,2474.0457,-201.0
0 days 00:00:03.400000,0 days 00:00:03.420000,0.21317513,-7.306111,22.715714,-0.0278767,0.0081641115,0.0,0.0,0.0,0.0,0.0,0.0,543.1923,1479.2445,-201.0,1482.8159,-201.0,2549.4324,-201.0
0 days 00:00:03.410000,0 days 00:00:03.430000,0.21782231,-4.9524693,23.121979,-0.027238319,0.0045771925,0.0,0.0,0.0,0.0,0.0,0.0,560.21027,1480.2223,-201.0,1534.6788,-201.0,2767.8997,-201.0
0 days 00:00:03.420000,0 days 00:00:03.440000,0.28588888,-4.152225,21.17087,-0.009911167,-0.006144598,0.0,0.0,0.0,0.0,0.0,0.0,659.0765,1499.5155,-201.0,1644.2533,-201.0,2923.219,-201.0
0 days 00:00:03.430000,0 days 00:00:03.450000,0.40417847,-1.6811371,16.7757,0.008999807,-0.013166367,0.0,0.0,0.0,0.0,0.0,0.0,659.88324,1280.088,-201.0,1615.8685,-201.0,2760.7395,-201.0
0 days 00:00:03.440000,0 days 00:00:03.460000,0.5750777,2.7510135,10.365701,0.020774098,-0.014859892,0.0,0.0,0.0,0.0,0.0,0.0,641.7049,1182.2521,-201.0,1565.7611,-201.0,2532.43,-201.0
0 days 00:00:03.450000,0 days 00:00:03.470000,0.6918559,2.5975037,7.2658486,0.009847089,-0.014554475,0.0,0.0,0.0,0.0,0.0,0.0,297.81027,1327.5746,-201.0,1340.4015,-201.0,2154.464,-201.0
0 days 00:00:03.460000,0 days 00:00:03.480000,0.7799649,1.4809586,6.180296,-0.0041097994,-0.012295697,0.0,0.0,0.0,0.0,0.0,0.0,322.8403,1237.9629,-201.0,1364.6737,-201.0,2171.9001,-201.0
0 days 00:00:03.470000,0 days 00:00:03.490000,0.8272777,0.52254313,4.9350777,0.000122059755,-0.006018422,0.0,0.0,0.0,0.0,0.0,0.0,314.49228,1234.4521,-201.0,1371.5101,-201.0,2195.134,-201.0
0 days 00:00:03.480000,0 days 00:00:03.500000,0.79863006,0.61711955,5.6232285,0.0026661402,-0.0012267041,0.0,0.0,0.0,0.0,0.0,0.0,425.23807,990.27094,-201.0,1381.0775,-201.0,2206.0525,-201.0
0 days 00:00:03.490000,0 days 00:00:03.510000,0.73297054,1.5630131,3.8994007,0.005560043,0.0011758792,0.0,0.0,0.0,0.0,0.0,0.0,401.13144,1032.2042,-201.0,1371.7367,-201.0,2233.4546,-201.0
0 days 00:00:03.500000,0 days 00:00:03.520000,0.6867456,1.4534216,4.777266,-0.0009969567,0.0021286258,0.0,0.0,0.0,0.0,0.0,0.0,420.78818,970.0201,-201.0,1382.4146,-201.0,2258.5154,-201.0
0 days 00:00:03.510000,0 days 00:00:03.530000,0.6112182,0.39114606,6.568502,0.0034538403,0.0015359177,0.0,0.0,0.0,0.0,0.0,0.0,422.03687,1018.07355,-201.0,1391.8029,-201.0,2294.2578,-201.0
0 days 00:00:03.520000,0 days 00:00:03.540000,0.5504415,-1.7238574,10.604122,-0.008853135,0.002957953,0.0,0.0,0.0,0.0,0.0,0.0,472.0533,952.0804,-201.0,1426.4316,-201.0,2322.4492,-201.0
0 days 00:00:03.530000,0 days 00:00:03.550000,0.42780852,-3.9743462,15.037117,-0.009254109,-0.0029326633,0.0,0.0,0.0,0.0,0.0,0.0,496.63864,1036.6707,-201.0,1463.4342,-201.0,2404.119,-201.0
0 days 00:00:03.540000,0 days 00:00:03.560000,0.35471305,-6.610519,20.14326,-0.020177305,-0.0003255213,0.0,0.0,0.0,0.0,0.0,0.0,501.94608,1095.9576,-201.0,1476.6777,-201.0,2356.7542,-201.0
0 days 00:00:03.550000,0 days 00:00:03.570000,0.27991283,-9.4644985,23.976128,-0.015988857,-0.0018274789,0.0,0.0,0.0,0.0,0.0,0.0,524.9489,1168.6973,-201.0,1558.2515,-201.0,2526.6086,-201.0
0 days 00:00:03.560000,0 days 00:00:03.580000,0.23225653,-10.906368,25.417429,-0.01540516,0.0015954208,0.0,0.0,0.0,0.0,0.0,0.0,633.0642,1199.5487,-201.0,1662.2441,-201.0,2667.1775,-201.0
0 days 00:00:03.570000,0 days 00:00:03.590000,0.20195211,-12.228522,25.43663,-0.019697187,0.0012123279,0.0,0.0,0.0,0.0,0.0,0.0,752.8138,1200.8561,-201.0,1813.4479,-201.0,2965.2822,-201.0
0 days 00:00:03.580000,0 days 00:00:03.600000,0.1781878,-14.356555,26.644041,-0.026047537,-0.004228173,0.0,0.0,0.0,0.0,0.0,0.0,820.28876,1196.4142,-201.0,1869.1543,-201.0,3020.3545,-201.0
