start,end,Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3amplitudeLogRelF0_sma3nz
0 days 00:00:00,0 days 00:00:00.020000,0.26312795,-18.748053,30.038443,-0.05882169,-0.01365235,0.0,0.0,0.0,0.0,0.0,0.0,468.97012,1462.7775,-201.0,1540.5006,-201.0,2618.2966,-201.0
0 days 00:00:00.010000,0 days 00:00:00.030000,0.25361475,-20.754812,32.350693,-0.068508215,-0.017372495,0.0,0.0,0.0,0.0,0.0,0.0,502.48898,1435.8438,-201.0,1622.4408,-201.0,2854.3,-201.0
0 days 00:00:00.020000,0 days 00:00:00.040000,0.2550486,-22.466034,34.71192,-0.07319849,-0.023520306,0.0,0.0,0.0,0.0,0.0,0.0,529.8991,1445.2285,-201.0,1693.5912,-201.0,3167.2644,-201.0
0 days 00:00:00.030000,0 days 00:00:00.050000,0.24824579,-20.270517,33.87717,-0.05377697,-0.018085545,0.0,0.0,0.0,0.0,0.0,0.0,622.7045,1385.1353,-201.0,1693.2754,-201.0,3185.0085,-201.0
0 days 00:00:00.040000,0 days 00:00:00.060000,0.24390192,-18.609446,32.19029,-0.03846988,-0.018008908,0.0,0.0,0.0,0.0,0.0,0.0,590.82153,1421.7676,-201.0,1638.9009,-201.0,2902.8972,-201.0
0 days 00:00:00.050000,0 days 00:00:00.070000,0.22661829,-17.331694,30.017105,-0.036911063,-0.016059289,0.0,0.0,0.0,0.0,0.0,0.0,575.9997,1461.2906,-201.0,1630.0294,-201.0,2916.871,-201.0
0 days 00:00:00.060000,0 days 00:00:00.080000,0.21606202,-17.675814,30.175283,-0.037008386,-0.01831496,0.0,0.0,0.0,0.0,0.0,0.0,412.60873,1411.4755,-135.57469,1547.0444,-138.84398,2672.4634,-143.17317
0 days 00:00:00.070000,0 days 00:00:00.090000,0.21662675,-16.695288,27.16124,-0.036254447,-0.018287139,12.440814,0.0,0.0,-5.4893036,-0.3171184,23.92265,424.6075,1357.2812,-71.24445,1540.6752,-79.60096,2672.1487,-82.622665
0 days 00:00:00.080000,0 days 00:00:00.100000,0.22324665,-18.327772,29.963745,-0.03780375,-0.022598287,12.53789,0.0,0.0,-4.827541,2.4317503,29.392218,447.35782,1230.6725,-7.8021736,1550.4213,-19.93614,2577.4133,-27.226044
0 days 00:00:00.090000,0 days 00:00:00.110000,0.22650951,-21.404524,34.35802,-0.04718579,-0.027446369,12.751904,0.0,0.0,-3.738741,7.420008,35.19341,455.64062,1178.1909,-11.37558,1584.6974,-23.969223,2736.4656,-30.675964
0 days 00:00:00.100000,0 days 00:00:00.120000,0.23324656,-25.195084,39.36945,-0.068384685,-0.032860506,13.71117,0.0,0.0,-4.7191215,11.040044,41.10203,483.7153,1316.89,-13.9192505,1655.1299,-26.88746,3031.795,-37.72035
0 days 00:00:00.110000,0 days 00:00:00.130000,0.22995973,-25.074091,38.57365,-0.07081872,-0.026360119,16.137754,0.0,0.0,-4.326559,8.140304,37.026474,629.0536,1451.4176,-20.924467,1721.8795,-31.976934,3055.6963,-41.258125
0 days 00:00:00.120000,0 days 00:00:00.140000,0.2234631,-24.812033,36.134296,-0.08144777,-0.022280486,19.367085,0.0,0.0,-3.2411091,8.107062,31.952944,600.8062,1654.5166,-23.860048,1714.8516,-35.851395,3068.7249,-43.594868
0 days 00:00:00.130000,0 days 00:00:00.150000,0.22891559,-26.090002,38.526184,-0.077591605,-0.020125369,21.560911,0.0,3.492291,-1.4632801,6.051819,27.505053,557.7817,1725.8519,-25.924606,1725.2438,-36.757553,3089.9824,-43.755203
0 days 00:00:00.140000,0 days 00:00:00.160000,0.2466438,-27.241701,40.504955,-0.07550833,-0.021381425,21.833448,0.0,3.4922912,-0.504697,10.2102995,26.883347,589.02875,1621.1188,-24.29888,1813.7247,-35.740185,3089.4138,-42.044685
0 days 00:00:00.150000,0 days 00:00:00.170000,0.31197238,-26.288458,40.81268,-0.07288123,-0.019478783,21.085428,0.0,3.0439613,0.038062412,6.518911,22.064436,765.2702,1440.3385,-25.608698,1898.1294,-34.707554,3107.09,-40.849266
0 days 00:00:00.160000,0 days 00:00:00.180000,0.4153715,-22.872705,38.207073,-0.08526793,-0.010796248,20.01354,0.12608196,2.5956311,0.30720067,5.364042,21.765318,963.0041,1118.2628,-29.150827,2017.5026,-35.313255,3116.8264,-41.92837
0 days 00:00:00.170000,0 days 00:00:00.190000,0.47651383,-21.411194,37.43092,-0.116413735,-0.009579272,19.159588,0.12608196,2.1473012,-0.6466182,1.8005174,21.968813,933.05273,1053.5607,-27.84368,1949.7025,-35.375202,3111.089,-42.904705
0 days 00:00:00.180000,0 days 00:00:00.200000,0.4391329,-24.083387,39.852413,-0.1286485,-0.013335708,19.411196,0.12041134,2.9113562,-1.1597221,4.683428,26.975403,889.18024,1069.7018,-27.187422,1922.1278,-34.41029,3068.469,-43.536884
0 days 00:00:00.190000,0 days 00:00:00.210000,0.3356894,-26.483818,40.46842,-0.12117333,-0.02166573,20.415548,0.11474071,3.6754112,-0.51963586,5.2842193,25.791285,802.28564,1552.7954,-23.140524,1790.6664,-33.01945,3042.8694,-41.666378
0 days 00:00:00.200000,0 days 00:00:00.220000,0.26768157,-26.93342,40.4398,-0.082303464,-0.022078099,20.930914,0.109070085,4.4394665,1.2159754,6.3542504,25.307154,560.74506,1869.5736,-18.823072,1663.305,-31.371256,2973.0476,-39.03789
0 days 00:00:00.210000,0 days 00:00:00.230000,0.24131137,-25.435858,38.220936,-0.07528272,-0.018706018,20.443762,0.07963588,4.3356605,1.7314162,4.8655763,26.23588,427.1572,1944.2594,-12.689942,1562.6891,-29.009573,2906.6902,-36.168396
0 days 00:00:00.220000,0 days 00:00:00.240000,0.23805012,-26.065125,38.576496,-0.0665613,-0.020499961,17.917387,0.050201673,4.231854,-0.23035367,3.557618,27.377424,345.39868,1598.3018,-7.984812,1575.9159,-25.756233,2644.2903,-32.08711
0 days 00:00:00.230000,0 days 00:00:00.250000,0.22456884,-28.791008,40.383408,-0.08282138,-0.020309858,15.741807,0.020767467,4.1280475,-2.369674,4.062716,30.672089,392.28,1503.9551,-8.231326,1571.5333,-24.728804,2590.1584,-32.70138
0 days 00:00:00.240000,0 days 00:00:00.260000,0.21943836,-30.02255,43.236195,-0.08401534,-0.017268555,13.675505,0.020767467,4.1280475,-4.1345153,4.652427,31.175201,726.67163,1506.4702,-72.62721,1976.2308,-83.33652,2966.7507,-88.174286
0 days 00:00:00.250000,0 days 00:00:00.270000,0.20331676,-26.789751,40.34754,-0.07773965,-0.0176324,0.0,0.0,0.0,0.0,0.0,0.0,737.8667,1569.0146,-137.55913,1957.8741,-142.79361,3173.1267,-146.39276
0 days 00:00:00.260000,0 days 00:00:00.280000,0.1975845,-24.39343,37.76565,-0.06546814,-0.020998923,0.0,0.0,0.0,0.0,0.0,0.0,849.83746,1544.9917,-141.73589,2031.9761,-144.06325,3300.622,-147.07332
0 days 00:00:00.270000,0 days 00:00:00.290000,0.18833566,-22.126028,33.072598,-0.051461503,-0.024281636,13.684043,0.0,0.0,-0.78779393,103.55995,36.814598,519.11115,1428.3575,-80.198616,1615.486,-86.85937,2815.0261,-92.760994
0 days 00:00:00.280000,0 days 00:00:00.300000,0.19093966,-24.192083,35.41531,-0.0746635,-0.019064745,13.731987,0.0,0.0,-1.3026026,71.67309,35.372234,660.87305,1351.6969,-21.881638,1688.7728,-29.527132,2854.8616,-37.194946
0 days 00:00:00.290000,0 days 00:00:00.310000,0.1876901,-24.257568,36.49931,-0.08321038,-0.014797765,13.877116,0.0,2.9443617,-2.0804672,9.062831,32.979717,556.3846,1282.3525,-19.771727,1580.0834,-29.882586,2693.6208,-34.859634
0 days 00:00:00.300000,0 days 00:00:00.320000,0.19390303,-27.227236,42.92149,-0.10321126,-0.0141692655,14.380879,0.0,2.9443617,-5.0050397,10.745461,31.115555,483.97498,1560.952,-19.743935,1545.8607,-31.350998,2771.0276,-33.15656
0 days 00:00:00.310000,0 days 00:00:00.330000,0.19832058,-26.696398,42.519497,-0.09281394,-0.013863173,15.188462,0.0,2.9443617,-6.4069753,8.425687,27.623438,297.07596,1665.5747,-18.735373,1438.6548,-32.067966,2657.3372,-33.238346
0 days 00:00:00.320000,0 days 00:00:00.340000,0.23448877,-26.461405,39.571754,-0.08569438,-0.015481737,15.191238,0.0,3.2774878,-7.7624335,5.5405507,26.662804,297.73032,1570.598,-18.9739,1456.9901,-30.990744,2572.0547,-32.74335
0 days 00:00:00.330000,0 days 00:00:00.350000,0.25138494,-24.556208,35.71248,-0.07333097,-0.017089708,14.965833,0.027942536,3.6106138,-8.359496,2.070013,29.00013,521.7116,1466.1049,-21.43547,1612.8094,-29.169779,2697.497,-33.672577
0 days 00:00:00.340000,0 days 00:00:00.360000,0.26143056,-23.759367,34.722668,-0.06585109,-0.014852957,14.444832,0.027942536,3.94374,-7.7438855,5.0787024,35.26393,657.7552,1621.9673,-20.252897,1670.5674,-27.381117,2833.2207,-32.57333
0 days 00:00:00.350000,0 days 00:00:00.370000,0.23708569,-22.560616,33.736557,-0.05436674,-0.014496733,14.682395,0.027942536,3.94374,-5.686537,9.196412,39.21594,663.41144,1643.6002,-17.462358,1662.1644,-26.088524,2860.2253,-30.571747
0 days 00:00:00.360000,0 days 00:00:00.380000,0.22358032,-23.60346,33.979748,-0.056635946,-0.01214224,14.459783,0.024228295,2.6981535,-2.9585543,12.031824,40.02483,690.45807,1545.1176,-76.56585,1689.7262,-83.64495,2809.4343,-85.65793
0 days 00:00:00.370000,0 days 00:00:00.390000,0.21325946,-25.787374,35.991222,-0.07475983,-0.01381899,14.083032,0.019890517,1.6780127,-2.3546417,0.0,0.0,720.81415,1358.5748,-71.900185,1711.5162,-79.886505,2763.6863,-83.376305
0 days 00:00:00.380000,0 days 00:00:00.400000,0.2182803,-28.112732,38.24646,-0.081703536,-0.015781881,13.63895,0.015864508,0.6578717,-2.191724,109.351776,39.7809,890.37085,1430.8701,-73.43881,1874.0614,-78.18002,3027.4973,-83.8219
0 days 00:00:00.390000,0 days 00:00:00.410000,0.22177692,-25.936234,34.850117,-0.07103961,-0.019626262,13.53835,0.0,2.3468199,-1.6632959,139.90118,38.17473,858.9112,1782.932,-13.264328,1818.7184,-19.61318,3134.4968,-26.648306
0 days 00:00:00.400000,0 days 00:00:00.420000,0.22116566,-21.671618,31.169836,-0.03738772,-0.017503949,13.574155,0.08357383,3.8103225,-1.5966648,139.90118,36.049633,704.41815,1733.5922,-15.402229,1673.9894,-24.823708,3021.3923,-29.376755
0 days 00:00:00.410000,0 days 00:00:00.430000,0.21965699,-19.999746,29.614344,-0.0403749,-0.014939013,13.71478,0.0,4.504107,-3.6992311,139.48405,35.42848,538.2034,1725.7416,-14.901071,1521.2422,-28.11405,2755.7793,-31.801245
0 days 00:00:00.420000,0 days 00:00:00.440000,0.22142415,-19.590288,31.627375,-0.041128237,-0.013368231,13.93647,0.09182598,3.602542,-12.3459635,75.6323,34.99417,570.64087,1361.5281,-16.258455,1578.1406,-28.384224,2748.0264,-33.169342
0 days 00:00:00.430000,0 days 00:00:00.450000,0.22837037,-24.004328,33.96217,-0.06480505,-0.015024789,14.267043,0.09182598,2.7009773,-13.474358,9.892254,34.01448,837.72797,1452.4713,-18.13196,1919.0342,-25.77656,3174.555,-31.92878
0 days 00:00:00.440000,0 days 00:00:00.460000,0.23351495,-22.06832,31.499533,-0.05561453,-0.016658358,14.453172,0.0,2.5691307,-13.258358,6.6122866,33.41684,847.3369,1449.3735,-81.02053,1961.5087,-83.14382,3096.1309,-87.81726
0 days 00:00:00.450000,0 days 00:00:00.470000,0.25305548,-19.973677,27.32789,-0.03650761,-0.017756166,14.422948,0.0,2.5691307,-6.4000688,0.0,0.0,778.2546,1879.333,-139.83763,1888.5176,-141.44049,3035.086,-143.62276
0 days 00:00:00.460000,0 days 00:00:00.480000,0.25911283,-18.172012,26.896774,-0.039486676,-0.02016035,14.293251,0.0,2.5691307,-5.4136043,0.0,0.0,684.56274,1775.4473,-139.045,1728.1771,-140.93707,2775.0098,-141.37428
0 days 00:00:00.470000,0 days 00:00:00.490000,0.26541314,-20.753523,29.17592,-0.05783364,-0.017256418,14.003835,0.0,2.3327758,-4.0757804,20.463898,32.30351,658.37103,1857.664,-77.01127,1717.1857,-81.65449,2884.7559,-83.57367
0 days 00:00:00.480000,0 days 00:00:00.500000,0.26446748,-22.182528,31.824118,-0.07232879,-0.011059637,13.576228,0.02484569,2.0964205,-3.6862538,19.577019,31.937277,729.56683,1382.7955,-18.503105,1799.5565,-24.392418,2880.6843,-26.647726
0 days 00:00:00.490000,0 days 00:00:00.510000,0.27371964,-20.611902,31.096283,-0.053091615,-0.0067611835,13.047441,0.0,1.7487718,-4.1544633,17.641891,30.959421,486.77844,1505.2515,-16.813353,1590.6313,-25.202866,2654.3484,-28.766031
0 days 00:00:00.500000,0 days 00:00:00.520000,0.27909213,-20.783937,33.233097,-0.059890125,-0.0061368025,12.724669,0.044915356,2.0321262,-4.938164,12.806376,30.296118,483.37027,1538.9893,-15.958183,1544.0116,-24.589502,2715.497,-28.272722
0 days 00:00:00.510000,0 days 00:00:00.530000,0.29322293,-20.463531,31.770006,-0.06624253,-0.007616449,12.55815,0.044915356,2.3154802,-8.500255,9.504283,28.581957,251.2342,1729.0267,-11.199526,1319.1315,-20.972044,2463.828,-25.476923
0 days 00:00:00.520000,0 days 00:00:00.540000,0.29932642,-19.317745,29.725134,-0.06614606,-0.007190177,13.150723,0.0,2.5653853,-12.284766,10.705951,26.759272,305.23718,1619.3029,0.0,1342.5262,-18.09205,2461.4768,-22.730185
0 days 00:00:00.530000,0 days 00:00:00.550000,0.3063458,-17.726507,26.705368,-0.060361642,-0.0067503895,13.181428,0.009640712,2.4206421,-12.766509,11.615471,25.367634,304.39908,1559.3993,-105.06608,1357.5045,-77.988,2414.094,-81.02411
0 days 00:00:00.540000,0 days 00:00:00.560000,0.30617997,-15.746124,25.061523,-0.046216298,-0.007683385,13.575307,0.009847305,2.275899,-8.495687,0.0,0.0,358.04666,1361.8136,-72.99255,1366.892,-74.31406,2457.4817,-77.50397
0 days 00:00:00.550000,0 days 00:00:00.570000,0.3196621,-15.188873,24.101004,-0.04778604,-0.008097749,13.335449,0.008287276,1.8125685,-4.505462,14.55971,26.389301,589.3569,1308.2653,-74.86034,1587.9388,-74.09209,2727.9104,-78.81007
0 days 00:00:00.560000,0 days 00:00:00.580000,0.33539128,-12.176864,20.622322,-0.041414622,-0.004822654,13.805305,0.0073006693,1.3492383,-4.2578588,14.289914,28.00139,818.03345,1105.0785,-13.056619,1756.5682,-12.828606,2873.757,-20.786428
0 days 00:00:00.570000,0 days 00:00:00.590000,0.33808932,-12.462285,21.619385,-0.0556269,0.0022063244,13.776814,0.0,0.6946805,-6.308004,13.943314,30.713984,1052.0376,1012.37994,-14.153954,2014.6195,-14.726855,3153.923,-24.642645
0 days 00:00:00.580000,0 days 00:00:00.600000,0.33553168,-12.943726,22.443823,-0.06739223,0.004048675,14.023637,0.0905427,0.5034532,-7.576313,12.721168,29.089472,1083.1895,1061.6522,-12.605057,2007.2377,-12.855189,3106.4883,-22.782692
0 days 00:00:00.590000,0 days 00:00:00.610000,0.3369657,-12.239559,22.106888,-0.059391994,0.0021039261,14.4398575,0.0,0.3122259,-7.04933,12.030427,25.392004,906.73004,1222.7799,-9.177428,1791.0404,-10.308397,2805.382,-17.585852
0 days 00:00:00.600000,0 days 00:00:00.620000,0.32994246,-11.47321,18.390762,-0.058918715,-0.0028391497,14.724838,0.0,0.3122259,-5.5058784,12.463787,26.119108,878.49854,1382.234,-10.481111,1699.7726,-10.701077,2732.3582,-17.656597
0 days 00:00:00.610000,0 days 00:00:00.630000,0.3389735,-12.044263,18.33325,-0.053500563,-0.002325776,14.481383,0.0,0.3122259,-4.9037223,12.74466,27.227518,855.5747,1325.8632,-12.647237,1660.2809,-11.9147415,2680.6907,-18.87149
0 days 00:00:00.620000,0 days 00:00:00.640000,0.33184835,-14.674523,22.283895,-0.066151984,0.00010634059,14.0969715,0.0,0.3122259,-5.1231627,13.277939,30.7747,1049.4274,1175.8774,-77.87858,1857.2391,-75.72501,3031.004,-82.091965
0 days 00:00:00.630000,0 days 00:00:00.650000,0.3451986,-15.466123,25.119003,-0.063729644,-0.003528274,0.0,0.0,0.0,0.0,0.0,0.0,1114.0502,1125.1221,-139.52907,1910.5592,-137.98755,3080.1829,-141.40689
0 days 00:00:00.640000,0 days 00:00:00.660000,0.34127334,-14.451247,22.932898,-0.054690618,-0.0041472954,0.0,0.0,0.0,0.0,0.0,0.0,817.4848,1317.1012,-201.0,1739.6742,-201.0,2832.1426,-201.0
0 days 00:00:00.650000,0 days 00:00:00.670000,0.33549085,-14.2811,23.166428,-0.057002023,-0.0020097336,0.0,0.0,0.0,0.0,0.0,0.0,826.81055,1319.4413,-201.0,1822.9662,-201.0,2815.6926,-201.0
0 days 00:00:00.660000,0 days 00:00:00.680000,0.3226383,-16.075005,26.191217,-0.061682925,0.002008755,0.0,0.0,0.0,0.0,0.0,0.0,747.6418,1554.625,-201.0,1661.1543,-201.0,2707.3157,-201.0
0 days 00:00:00.670000,0 days 00:00:00.690000,0.30247208,-17.745628,30.203672,-0.073345006,0.0045027873,0.0,0.0,0.0,0.0,0.0,0.0,757.6384,1620.0122,-201.0,1628.0592,-201.0,2848.8857,-201.0
0 days 00:00:00.680000,0 days 00:00:00.700000,0.29519165,-16.034971,26.004944,-0.05366589,-0.0011615272,0.0,0.0,0.0,0.0,0.0,0.0,519.85065,1810.316,-138.39737,1403.6481,-141.30736,2579.8674,-140.32195
0 days 00:00:00.690000,0 days 00:00:00.710000,0.29836968,-15.345764,24.7211,-0.039048355,-0.00046346764,25.546703,0.0,2.2788672,-0.056071877,17.991438,19.801294,316.5977,1611.4297,-77.28962,1338.0927,-82.64774,2394.0,-78.496185
0 days 00:00:00.700000,0 days 00:00:00.720000,0.35274252,-14.42418,21.227774,-0.029377013,-0.007537166,29.378733,0.0,2.2788672,1.6081209,15.563413,17.968718,389.80368,1494.4601,-13.025439,1358.3656,-28.081682,2276.181,-18.999865
0 days 00:00:00.710000,0 days 00:00:00.730000,0.4300389,-15.79855,22.35054,-0.031037614,-0.012211482,33.07172,0.0,2.2788672,5.196163,14.9212675,17.72185,558.1798,1494.6166,-20.432756,1538.1583,-31.763372,2469.3564,-21.07414
0 days 00:00:00.720000,0 days 00:00:00.740000,0.5121075,-15.61457,19.180174,-0.038024914,-0.01937118,36.96869,0.0,2.0592308,7.930596,11.476334,18.367226,562.8874,1454.0951,-16.329807,1660.4606,-34.53232,2566.5256,-25.141745
0 days 00:00:00.730000,0 days 00:00:00.750000,0.56026626,-17.587862,20.854393,-0.027515724,-0.027548939,36.90534,0.22179928,2.5693974,9.582961,12.298724,22.211157,640.3743,1355.1104,-19.43567,1855.6198,-31.52012,2727.4592,-27.700027
0 days 00:00:00.740000,0 days 00:00:00.760000,0.5844648,-20.397703,23.26497,-0.025752148,-0.032062456,36.85913,0.15265635,2.2771924,9.876334,12.65795,24.756872,567.6094,1241.224,-13.126809,1837.0865,-29.779816,2683.698,-29.305975
0 days 00:00:00.750000,0 days 00:00:00.770000,0.6009697,-22.956156,26.105719,-0.0069244415,-0.03625406,36.83356,0.009904656,2.1993494,9.189395,11.560584,27.645483,665.5347,1230.8846,-15.55141,1891.4712,-28.278168,2745.9675,-31.636307
0 days 00:00:00.760000,0 days 00:00:00.780000,0.6040895,-23.533068,26.340876,-0.008866608,-0.034691773,36.803658,0.011170537,1.4317712,7.3263335,8.259372,26.823885,684.4777,1202.2096,-11.942664,1878.189,-25.117554,2756.2598,-30.507177
0 days 00:00:00.770000,0 days 00:00:00.790000,0.5920779,-24.27384,27.111376,-0.003140052,-0.033061583,36.70519,0.0094435,1.5055407,5.314096,3.4069798,28.174156,655.594,1241.174,-6.999376,1825.7448,-21.265966,2748.7214,-31.76655
0 days 00:00:00.780000,0 days 00:00:00.800000,0.7143863,-21.481363,24.46124,-0.012468167,-0.037299458,36.348835,0.00833735,1.3908963,4.3935018,-2.3691127,16.952642,575.7691,1263.4447,-5.1416144,1782.17,-13.134068,2488.648,-21.67015
0 days 00:00:00.790000,0 days 00:00:00.810000,0.99251455,-16.857836,19.636,-0.010454382,-0.040005457,35.997486,0.013687109,1.5327501,5.337953,-5.9215026,7.4567294,494.5966,1226.8093,-4.4097896,1732.5787,-6.66834,2253.313,-12.532714
0 days 00:00:00.800000,0 days 00:00:00.820000,1.3226371,-10.967995,13.66491,-0.016160825,-0.044221833,35.71176,0.026134156,1.4709848,6.7429504,-7.2109904,-1.4218473,464.72632,1093.4846,-4.4844985,1676.7533,0.27442947,2312.024,-3.0626514
0 days 00:00:00.810000,0 days 00:00:00.830000,1.5663033,-7.47193,12.517503,-0.0066904873,-0.03470362,35.65887,0.029424379,1.4737024,7.5958858,-5.6067758,2.0204365,472.83948,1024.5404,-1.7058223,1643.0288,4.380548,2482.8186,-3.726259
0 days 00:00:00.820000,0 days 00:00:00.840000,1.6494789,-5.393451,13.539765,0.011121419,-0.029100643,35.61104,0.02141606,1.2423385,8.005537,-3.2343197,2.4098485,467.2395,1029.901,2.1203108,1613.2574,9.356642,2554.3867,-0.28953743
0 days 00:00:00.830000,0 days 00:00:00.850000,1.6246647,-3.720214,15.372803,0.0017163008,-0.019996211,35.57638,0.0070541264,1.0749907,8.280693,-0.21984036,4.7574515,466.8494,994.20874,3.4367323,1576.0575,10.922158,2416.8303,-1.3207189
0 days 00:00:00.840000,0 days 00:00:00.860000,1.5282288,-1.762801,15.914252,-0.00931929,-0.014019401,35.563095,0.002582384,1.0755847,8.38781,1.7813073,5.994568,470.32324,944.8571,2.5375628,1524.5679,9.109082,2432.2773,-3.4570053
0 days 00:00:00.850000,0 days 00:00:00.870000,1.376047,-0.47139,16.077787,-0.030296361,-0.0019021714,35.58375,0.002511596,0.75217366,8.007606,1.9073849,11.981505,493.39243,872.4202,-1.0158026,1479.9984,2.8227608,2544.068,-12.997307
0 days 00:00:00.860000,0 days 00:00:00.880000,1.2484871,-0.3738936,15.806876,-0.024514357,0.004801729,35.655384,0.0020299733,0.8949566,7.2643847,0.19000928,13.517791,502.5162,924.31445,-2.763078,1466.4521,-2.8132346,2606.6667,-16.280869
0 days 00:00:00.870000,0 days 00:00:00.890000,1.0814911,-3.641323,18.213343,-0.027004989,0.0022896153,35.764294,0.002208953,0.95453197,6.380169,-1.861395,15.617803,518.0485,1017.4283,-2.3551092,1500.09,-5.0256443,2720.1133,-17.97291
0 days 00:00:00.880000,0 days 00:00:00.900000,0.9386924,-7.789619,20.43324,-0.021971745,-0.0054924623,35.87006,0.0017120236,1.4010158,5.677208,-3.268512,18.479563,507.47055,1101.5552,-0.62096876,1468.6859,-5.740378,2650.09,-19.10053
0 days 00:00:00.890000,0 days 00:00:00.910000,0.8180073,-10.248254,23.170012,-0.018585324,-0.01228496,35.998783,0.0032986093,1.4135308,5.4382796,-3.2739522,19.813963,492.39682,1102.8324,1.4182183,1431.3209,-6.1405854,2583.411,-18.395744
0 days 00:00:00.900000,0 days 00:00:00.920000,0.7212457,-10.891319,22.50575,-0.018702194,-0.015711732,36.10451,0.0045585176,1.1627151,6.075573,-2.2905433,19.767439,467.5527,1066.8287,3.1321278,1368.3527,-6.736175,2458.5803,-16.635313
0 days 00:00:00.910000,0 days 00:00:00.930000,0.6439528,-12.242267,22.391077,-0.029442782,-0.019701852,36.175293,0.0064125173,1.0755879,7.036037,-1.1155539,17.38038,453.15967,1017.0796,4.8231015,1352.0153,-5.796425,2460.6387,-12.557279
0 days 00:00:00.920000,0 days 00:00:00.940000,0.5902884,-13.802297,21.341192,-0.024889672,-0.024256537,36.153362,0.008563816,1.1683131,7.690947,-0.74249965,15.58467,442.40848,1038.6499,6.312847,1344.2466,-3.2650797,2448.2588,-9.271821
0 days 00:00:00.930000,0 days 00:00:00.950000,0.58082545,-14.856033,21.874079,-0.029026767,-0.026803916,36.103825,0.009470589,2.0146196,7.082766,-0.6854461,14.14127,430.49124,1060.2666,6.8268933,1292.3608,-2.3860524,2418.0647,-7.3143764
0 days 00:00:00.940000,0 days 00:00:00.960000,0.611474,-12.466489,19.265738,-0.011748414,-0.020930586,36.051865,0.008590087,1.6887473,5.6213474,-0.30224213,13.317375,428.59387,1069.7837,6.2024326,1283.6484,-4.1681314,2428.7253,-7.1149426
0 days 00:00:00.950000,0 days 00:00:00.970000,0.6704107,-9.26422,17.085327,-0.0038992937,-0.009915951,35.988117,0.0045802915,1.3372755,4.0310225,0.90235406,12.846105,423.07288,1093.9288,4.8693457,1291.1025,-7.2309813,2448.8906,-7.9767594
0 days 00:00:00.960000,0 days 00:00:00.980000,0.72585684,-6.4049973,13.764667,-0.0012440812,-0.0032734305,35.90058,0.005338009,0.5326638,3.658357,2.8911026,12.397035,435.26035,1111.2028,3.8018334,1376.3815,-8.564636,2501.8145,-8.5952015
0 days 00:00:00.970000,0 days 00:00:00.990000,0.7456396,-5.1029162,12.962719,-0.007935021,-0.00052653655,35.80312,0.010214287,1.1057914,4.0242467,5.4131145,11.805877,430.7089,1142.1849,3.4682102,1418.5006,-11.240158,2494.4631,-8.3376665
0 days 00:00:00.980000,0 days 00:00:01,0.72666645,-6.5680127,12.66465,-0.01705677,-0.008097958,35.714317,0.0146935955,1.3467077,3.5105317,7.8628373,10.71522,433.99112,1123.287,3.7884235,1455.7399,-13.2764635,2468.6467,-6.926796
0 days 00:00:00.990000,0 days 00:00:01.010000,0.7029951,-8.363509,12.915883,-0.010522197,-0.017642051,35.65568,0.012608845,1.5037929,2.065718,9.267781,9.250527,427.63965,1083.1395,4.3761187,1511.2289,-14.910014,2455.7021,-4.8744082
0 days 00:00:01,0 days 00:00:01.020000,0.71224475,-8.958993,11.818878,-0.008085585,-0.019152906,35.630466,0.007871314,1.1748887,1.0222299,8.985794,7.8270698,418.5393,1050.562,5.502601,1545.0446,-11.417789,2418.4128,-2.3244684
0 days 00:00:01.010000,0 days 00:00:01.030000,0.74573594,-7.904852,9.30317,-0.01459537,-0.021758325,35.633274,0.0052927933,1.1576185,1.5194343,7.5595517,7.562383,416.49585,1034.7686,7.956787,1576.798,-5.0916977,2410.7039,0.39440393
0 days 00:00:01.020000,0 days 00:00:01.040000,0.7651461,-7.776003,8.209321,-0.026212484,-0.016718805,35.631504,0.0049758106,0.98847556,2.331107,6.404033,8.964567,419.58786,1023.0249,11.682399,1559.2471,2.3676364,2344.6836,2.7178314
0 days 00:00:01.030000,0 days 00:00:01.050000,0.76299053,-7.18846,7.7858505,-0.013886247,-0.022992404,35.60734,0.032712582,0.8374261,2.7073593,6.767557,12.547406,393.2373,1105.2174,13.975857,1507.1909,6.161534,2306.5059,1.8248671
0 days 00:00:01.040000,0 days 00:00:01.060000,0.7561851,-7.703481,10.211723,-0.011310242,-0.022057438,35.54776,0.030985542,0.8688862,2.587816,9.0794,16.841948,393.97446,1087.764,0.0,1452.4354,7.8564186,2256.6038,-1.3748671
0 days 00:00:01.050000,0 days 00:00:01.070000,0.75530726,-5.8337054,12.973252,-0.004652195,-0.017266415,35.473743,0.033825066,1.033497,2.2639427,11.262158,21.21078,383.75064,1112.85,15.150951,1388.6207,7.281269,2248.991,-6.0551085
