,start,start,end,end,F0final_sma_de,F0final_sma_de,voicingFinalUnclipped_sma_de,voicingFinalUnclipped_sma_de,jitterLocal_sma_de,jitterLocal_sma_de,jitterDDP_sma_de,jitterDDP_sma_de,shimmerLocal_sma_de,shimmerLocal_sma_de,logHNR_sma_de,logHNR_sma_de,audspec_lengthL1norm_sma_de,audspec_lengthL1norm_sma_de,audspecRasta_lengthL1norm_sma_de,audspecRasta_lengthL1norm_sma_de,pcm_RMSenergy_sma_de,pcm_RMSenergy_sma_de,pcm_zcr_sma_de,pcm_zcr_sma_de,audSpec_Rfilt_sma_de[0],audSpec_Rfilt_sma_de[0],audSpec_Rfilt_sma_de[1],audSpec_Rfilt_sma_de[1],audSpec_Rfilt_sma_de[2],audSpec_Rfilt_sma_de[2],audSpec_Rfilt_sma_de[3],audSpec_Rfilt_sma_de[3],audSpec_Rfilt_sma_de[4],audSpec_Rfilt_sma_de[4],audSpec_Rfilt_sma_de[5],audSpec_Rfilt_sma_de[5],audSpec_Rfilt_sma_de[6],audSpec_Rfilt_sma_de[6],audSpec_Rfilt_sma_de[7],audSpec_Rfilt_sma_de[7],audSpec_Rfilt_sma_de[8],audSpec_Rfilt_sma_de[8],audSpec_Rfilt_sma_de[9],audSpec_Rfilt_sma_de[9],audSpec_Rfilt_sma_de[10],audSpec_Rfilt_sma_de[10],audSpec_Rfilt_sma_de[11],audSpec_Rfilt_sma_de[11],audSpec_Rfilt_sma_de[12],audSpec_Rfilt_sma_de[12],audSpec_Rfilt_sma_de[13],audSpec_Rfilt_sma_de[13],audSpec_Rfilt_sma_de[14],audSpec_Rfilt_sma_de[14],audSpec_Rfilt_sma_de[15],audSpec_Rfilt_sma_de[15],audSpec_Rfilt_sma_de[16],audSpec_Rfilt_sma_de[16],audSpec_Rfilt_sma_de[17],audSpec_Rfilt_sma_de[17],audSpec_Rfilt_sma_de[18],audSpec_Rfilt_sma_de[18],audSpec_Rfilt_sma_de[19],audSpec_Rfilt_sma_de[19],audSpec_Rfilt_sma_de[20],audSpec_Rfilt_sma_de[20],audSpec_Rfilt_sma_de[21],audSpec_Rfilt_sma_de[21],audSpec_Rfilt_sma_de[22],audSpec_Rfilt_sma_de[22],audSpec_Rfilt_sma_de[23],audSpec_Rfilt_sma_de[23],audSpec_Rfilt_sma_de[24],audSpec_Rfilt_sma_de[24],audSpec_Rfilt_sma_de[25],audSpec_Rfilt_sma_de[25],pcm_fftMag_fband250-650_sma_de,pcm_fftMag_fband250-650_sma_de,pcm_fftMag_fband1000-4000_sma_de,pcm_fftMag_fband1000-4000_sma_de,pcm_fftMag_spectralRollOff25.0_sma_de,pcm_fftMag_spectralRollOff25.0_sma_de,pcm_fftMag_spectralRollOff50.0_sma_de,pcm_fftMag_spectralRollOff50.0_sma_de,pcm_fftMag_spectralRollOff75.0_sma_de,pcm_fftMag_spectralRollOff75.0_sma_de,pcm_fftMag_spectralRollOff90.0_sma_de,pcm_fftMag_spectralRollOff90.0_sma_de,pcm_fftMag_spectralFlux_sma_de,pcm_fftMag_spectralFlux_sma_de,pcm_fftMag_spectralCentroid_sma_de,pcm_fftMag_spectralCentroid_sma_de,pcm_fftMag_spectralEntropy_sma_de,pcm_fftMag_spectralEntropy_sma_de,pcm_fftMag_spectralVariance_sma_de,pcm_fftMag_spectralVariance_sma_de,pcm_fftMag_spectralSkewness_sma_de,pcm_fftMag_spectralSkewness_sma_de,pcm_fftMag_spectralKurtosis_sma_de,pcm_fftMag_spectralKurtosis_sma_de,pcm_fftMag_spectralSlope_sma_de,pcm_fftMag_spectralSlope_sma_de,pcm_fftMag_psySharpness_sma_de,pcm_fftMag_psySharpness_sma_de,pcm_fftMag_spectralHarmonicity_sma_de,pcm_fftMag_spectralHarmonicity_sma_de,mfcc_sma_de[1],mfcc_sma_de[1],mfcc_sma_de[2],mfcc_sma_de[2],mfcc_sma_de[3],mfcc_sma_de[3],mfcc_sma_de[4],mfcc_sma_de[4],mfcc_sma_de[5],mfcc_sma_de[5],mfcc_sma_de[6],mfcc_sma_de[6],mfcc_sma_de[7],mfcc_sma_de[7],mfcc_sma_de[8],mfcc_sma_de[8],mfcc_sma_de[9],mfcc_sma_de[9],mfcc_sma_de[10],mfcc_sma_de[10],mfcc_sma_de[11],mfcc_sma_de[11],mfcc_sma_de[12],mfcc_sma_de[12],mfcc_sma_de[13],mfcc_sma_de[13],mfcc_sma_de[14],mfcc_sma_de[14]
,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other
0,,,,,,,-0.00041548695,-0.005172209,,,,,,,,,-0.00256719,0.00061482785,,,-0.000685706,-0.0007303478,0.00010078102,-0.00013857447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.4042814e-05,-4.986817e-05,-1.4806076e-05,3.621209e-06,-7.1777344,-2.8710938,-18.66211,-2.8710938,-15.791016,44.501953,-12.919922,120.58594,0.012899598,0.009564407,-18.204485,33.220776,-0.14438793,0.2704203,-36001.586,98985.55,0.6283661,-1.8448489,28.145748,-93.82428,-0.00018237729,0.0004124323,-0.018288875,0.026244974,-0.00067115313,-0.00091960246,-0.0022403717,-0.44484958,0.03574724,-1.5249364,0.10394411,-1.120366,-0.6691948,-2.0504272,-1.0557235,-2.1808143,0.68698627,-0.12486591,1.5555812,-0.8370312,1.4578174,-1.414263,1.3859808,0.41312486,-0.013096714,0.9676636,2.0442438,1.1202886,2.2556586,-0.19878049,0.5865966,0.7678231,1.0236716,1.0926126
1,,,,,,,-0.0009412095,-0.0036293578,,,,,,,,,-0.0037843673,0.0017450064,,,-0.0008098658,-0.0009125665,0.00066767464,0.00018896387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00017714473,-4.8841153e-05,-7.3672186e-06,3.5416375e-05,-2.8710938,-7.1777344,-18.66211,-4.3066406,-11.484375,54.55078,1.4355469,162.2168,0.012932184,0.009324069,-13.345662,41.059948,-0.114265464,0.32940283,-23357.5,122223.69,0.2715351,-2.3102748,6.308914,-116.16392,-6.6245324e-05,0.00049375964,-0.013701359,0.031909667,-0.00073191867,-0.0012446938,0.15924644,-0.4293154,-0.02554369,-2.0200791,-0.4568099,-1.78493,-0.38936672,-2.5908842,-0.4892505,-1.7822893,0.8825612,-0.48133594,0.41889006,-1.534292,1.8621495,-1.5554812,0.7499575,-0.32289582,-0.5628751,0.7418183,2.2727058,1.6284237,3.8700352,1.194979,1.3068073,1.3855808,0.40698424,1.332392
2,,,,,,,0.00042940993,-0.0017823679,,,,,,,0.0,1.6880039,-0.0043821023,0.0025514842,-0.0026462674,-0.00055958034,-0.0007904124,-0.00074580265,0.0009574199,0.00037792846,-0.0007722348,0.00013554096,0.0018115401,0.00028811692,-0.0019399285,-0.0016272068,-0.0015440702,-0.00040285586,0.0017147303,0.0005636454,-0.0050102235,-0.0022342324,-0.005893886,-0.0022786856,-0.0071424483,0.00016180277,-0.0021913052,0.0056768893,0.0018743515,0.0030003071,-0.0030445815,-0.004848361,0.0017272949,0.00040962695,0.002947259,0.00389781,-0.0019038677,0.0017884016,-0.008402181,-0.0036747456,-0.012071419,-0.006462884,-0.0030129193,-0.005642605,-0.0066541433,-0.00018310547,-0.005626631,-0.0029670477,0.000620532,0.0024941445,0.00020329953,0.0025156736,-0.0042149066,0.0027731895,-0.0062335967,-0.0026479482,-0.0039073825,-0.0030430197,-0.001468122,-0.0025719285,0.0013314486,0.00033023357,-0.00019368301,-4.59868e-05,5.011767e-07,5.8404876e-05,4.3066406,-8.613281,-7.1777344,-4.3066406,1.4355469,28.710938,15.791016,104.79492,0.0059100664,0.0052824654,-0.33129883,24.833115,-0.01427722,0.21509068,3290.7156,76495.73,-0.24646187,-1.8103291,-21.016571,-92.17171,8.9566965e-05,0.00036238582,-0.00039231032,0.018441167,-0.00037932667,-0.0010433833,0.44332352,-0.109640315,0.07247944,-1.620261,-0.6172446,-1.7368176,0.38471794,-1.9397724,0.5700811,-0.8469901,0.6586922,-0.48568907,-1.0668968,-0.8181411,1.9861084,0.010377502,-0.7248566,-1.3322452,-1.0181973,-0.29048023,1.4421923,1.120229,3.596049,2.4003499,1.5289056,1.8873484,-0.9432715,1.0632463
3,,,,,,,0.00025624802,0.00077606575,,,,,,,0.0,3.379438,-0.0065139607,0.0012697488,-0.009016639,-0.0022034466,-0.0006446453,-0.00035968563,0.00070546754,0.0007054672,-0.0021497072,0.0010167748,0.0068780007,0.003204596,-0.00489012,-0.003787458,-0.008165574,-0.0040794252,0.00252316,-0.0010489821,-0.017331576,-0.0093252715,-0.014232332,-0.004439282,-0.02123046,0.0024073422,-0.010252416,0.0131842615,0.0010651827,0.0045903446,-0.011614,-0.017057408,0.0015766621,0.00017639398,0.011749351,0.017910887,-0.003608346,0.009273994,-0.02537402,-0.009832716,-0.038894843,-0.024097454,-0.0155660035,-0.021688128,-0.024491942,-0.0071055414,-0.019633984,-0.010187566,8.817911e-05,0.0069172145,0.00078839064,0.00578593,-0.0126441,0.011333537,-0.017864978,-0.007936036,-0.010644454,-0.0094727455,-0.0038964092,-0.005830997,0.0033831478,0.0027983547,-0.00027010922,-0.00011620035,4.467348e-06,7.1393064e-05,12.919922,-1.4355469,10.048828,0.0,14.355469,-18.66211,,,-0.0062893615,-0.0023320515,16.415554,1.2871094,0.0712923,-0.0066857813,45760.406,-1584.9563,-0.9063309,-0.6326542,-52.28756,-31.290833,0.00033638434,9.71174e-05,0.016334454,-0.00029678046,0.00025058782,-0.00034471304,0.24850921,0.13774033,0.32747927,-0.44658256,-0.77424324,-1.1700454,1.472071,0.035768032,1.8929927,1.5444162,-0.031987023,-0.21154423,-1.9247122,0.14215581,2.221311,2.4808178,-1.1634197,-1.7531563,-1.1858579,-1.3315505,-0.12309732,-0.3631343,1.9271921,2.8288395,0.3970181,0.6355089,-2.4733658,-0.115310535
4,,,,,,,0.000956511,0.0023976706,,,,,,,1.198043,4.550741,-0.009960066,-0.0026509762,-0.01790912,-0.0050546406,-0.0007437114,-0.0002799159,-0.00020156204,0.0007936506,-0.004608744,0.0013248131,0.010852659,0.0056751994,-0.009950414,-0.0068623424,-0.020462763,-0.012056994,0.0012715876,-0.0045069694,-0.033909786,-0.020048797,-0.023649137,-0.008963031,-0.040522598,0.0033346056,-0.02690739,0.017604982,-0.013118839,-0.0059841396,-0.023148501,-0.027344465,-0.0019520998,0.0020400286,0.018410336,0.035059046,-0.0031098365,0.022230053,-0.04524509,-0.018501962,-0.07580099,-0.053031396,-0.035314225,-0.043785144,-0.042363323,-0.015663648,-0.037655853,-0.016071629,-0.0031617284,0.010447514,0.005339098,0.010935569,-0.01771928,0.02732352,-0.028909523,-0.014275527,-0.015360201,-0.017423283,-0.0048988163,-0.009946686,0.006258571,0.007070887,-0.00035128958,-0.00021362658,-1.3861514e-05,3.897969e-05,8.613281,11.484375,,,22.96875,0.0,7.1777344,31.582031,-0.011680531,-0.00382597,26.73769,16.830444,0.08931267,-0.040333558,111728.58,11162.269,-1.4619831,-0.18313551,-71.29529,-2.8624558,0.00049557455,2.724845e-05,0.024564814,0.012697148,0.00040099258,0.00015911504,-0.6272186,-0.2217247,0.5044549,0.1204479,-0.22675148,-0.30679044,1.1729989,0.5933954,1.2863057,2.0658698,-1.4804686,-0.80400956,-1.7856972,-0.0063385726,2.336987,3.5239882,0.014431238,-0.7735404,-0.56198454,-1.29481,-1.1256297,-1.413028,0.39969587,2.3759625,-0.79599315,-0.4428102,-2.254383,-0.12187322
5,,,,,,,0.0008762287,0.0023517553,,,,,,,2.5275917,3.9595006,-0.009107798,-0.0051618814,-0.02359817,-0.008866626,-0.0009003162,-0.00041613495,-0.0010833964,0.00040312408,-0.00690512,0.00010510236,0.008394119,0.0037097991,-0.014577186,-0.009663561,-0.03111904,-0.02093864,-0.0038821935,-0.009878921,-0.042661477,-0.02792055,-0.025069337,-0.016051162,-0.054110955,-0.0038640737,-0.045795698,0.009316027,-0.044362895,-0.035145927,-0.03330152,-0.031645395,-0.015442324,-0.00058529375,0.015269148,0.045109916,0.0010531306,0.035422325,-0.047791254,-0.019642662,-0.09499438,-0.07779957,-0.051976454,-0.05909715,-0.04583087,-0.024065983,-0.048750926,-0.014946687,-0.0076224087,0.010612285,0.016529858,0.010505592,-0.010169232,0.042850625,-0.026863068,-0.01561209,-0.011253446,-0.020534914,0.00044899582,-0.0109539805,0.007233119,0.010184032,-0.0002523233,-0.00020489015,-2.8208404e-05,1.31471725e-05,-1.4355469,17.226562,14.355469,25.839844,27.27539,51.679688,14.355469,133.50586,-0.006977711,-0.0005966138,27.538898,48.00202,0.097713925,0.061464213,161774.67,82332.55,-1.5304296,-0.5731743,-61.864723,-16.337217,0.00038038683,0.000113072936,0.023018867,0.03751703,6.873009e-05,0.00017682255,-1.1374664,-0.7338554,0.5778934,0.07321612,0.11235018,0.059520245,0.30413896,0.58531743,-0.49879462,0.5814463,-2.5346625,-2.062043,0.049158096,-0.2753074,2.075913,2.9329011,0.553024,0.015760446,-0.54599744,-1.4126214,-0.83472854,-0.8790099,-0.42831564,1.4145992,-0.86975133,-0.7159232,-0.9533989,0.52875566
6,,,,,0.0,0.039028168,0.0011014618,0.00173828,,,,,,,3.4975502,2.1999888,-0.005130209,-0.0062428536,-0.020523,-0.012372458,-0.0006655641,-0.00043421952,-0.001675485,0.0004913079,-0.008045685,-0.0026419566,-0.0034583597,-0.0055830004,-0.016381329,-0.011746645,-0.029178152,-0.02413842,-0.0090764165,-0.012713516,-0.031826854,-0.022907984,-0.013186371,-0.023118574,-0.05023091,-0.01913749,-0.047795605,-0.0060354113,-0.08024797,-0.071916886,-0.035857756,-0.023249876,-0.030216873,-0.006319797,-0.0013035536,0.034647323,0.0043541193,0.034907054,-0.028720688,-0.01524539,-0.07834053,-0.082409285,-0.050151467,-0.057643153,-0.024993097,-0.02174679,-0.042583514,-0.0072995545,-0.014193689,-0.0019029618,0.029737616,0.003794682,0.010342324,0.043103863,-0.0078596175,-0.009707463,0.0020021796,-0.015129918,0.015868902,-0.0068201064,0.007746124,0.009278345,-0.000116230614,-0.000111966525,-2.8973358e-05,-2.2292754e-05,-8.613281,8.613281,1.4355469,21.533203,25.839844,84.697266,41.63086,192.36328,0.0013050757,0.002588839,23.30997,56.85923,0.108480886,0.15169899,171403.97,120410.1,-1.606507,-0.5040304,-60.436104,-15.55291,0.00027990993,0.0001466197,0.017423602,0.044306107,-0.0003610354,-0.00013893725,-1.1785896,-0.8045416,0.46644956,-0.06624065,-0.45769638,-0.28660956,-1.0237857,-0.2603175,-2.4508438,-0.972342,-2.3133855,-2.1905112,0.3202952,-1.0623858,0.7129879,0.97537804,0.6796941,1.3031989,-0.39704123,-0.4747758,-0.8839644,0.12180801,0.14960098,1.3012161,0.35072207,-0.06439997,0.49445733,0.9711259
7,,,,,0.0,0.10806057,0.00165212,0.0009364427,,,,,,,3.1447325,0.7930012,0.00069670676,-0.0059546875,-0.009999973,-0.015029728,3.775703e-05,-9.144815e-05,-0.0022045858,-0.00018896423,-0.0070067407,-0.0046846615,-0.018159013,-0.017434333,-0.012904319,-0.010585567,-0.008039316,-0.015590009,-0.0072114705,-0.009954637,-0.0017247915,-0.0014514446,0.012328613,-0.022946155,-0.02910074,-0.03504212,-0.032939296,-0.020365287,-0.08973761,-0.08739262,-0.031223636,-0.016853273,-0.039738476,-0.018997073,-0.029489875,-0.0034240722,-0.0024365305,0.012976515,-0.0031709194,-0.010765219,-0.033454157,-0.061175443,-0.024743438,-0.038759578,0.0058537005,-0.009884059,-0.025377536,-0.0038862228,-0.019822288,-0.022377897,0.03861078,-0.0075556873,0.027211845,0.018978428,0.014443452,-0.005006826,0.0141849695,-0.004034281,0.034490127,0.0013861418,0.009157926,0.0040527224,0.00017255511,8.880214e-05,-2.6144558e-05,-7.578075e-05,-10.048828,-5.7421875,-14.355469,1.4355469,10.048828,37.32422,51.679688,66.03516,0.0034621581,0.0033315576,4.532861,13.4703245,0.04844532,0.0796984,80363.23,56277.918,-0.8578728,0.21307917,-31.824274,4.0338182,1.864892e-05,6.160142e-05,0.0015404985,0.01049487,-0.0004835994,-0.00030451588,-0.35811406,-0.22488919,0.7775561,0.6273724,-0.7009398,-0.112556934,-2.0609717,-0.7551281,-3.6150315,-2.6888714,-1.064914,-0.853323,0.53468305,-0.55000913,-0.75719947,-0.57676697,0.23645273,1.1970623,0.8758591,0.6768137,-0.47971946,1.1046096,-0.38130873,-0.116197206,0.835869,0.2504532,1.1183594,0.09791448
8,,,,,0.012137649,0.07863696,0.0012314571,0.00042199637,,,,,0.0,0.0012791818,1.8747523,0.04335982,0.0044251843,-0.004029162,0.0018920541,-0.016276186,0.0008928705,0.00034736385,-0.0024817334,-0.0007810529,-0.001923839,-0.002205608,-0.023676125,-0.018946359,-0.0017982691,-0.0026410609,0.018615771,-0.0026400357,0.00014258623,-0.003232366,0.035351496,0.027880365,0.04990632,-0.0044916095,0.0060194195,-0.035794675,-0.014192742,-0.030373354,-0.06026727,-0.0641959,-0.026689451,-0.024441296,-0.041489564,-0.03579197,-0.054147433,-0.052196253,-0.016740274,-0.023109388,0.007849181,-0.015460086,0.016623866,-0.024042225,0.007548201,-0.016184246,0.021454822,-0.0036960603,-0.009451842,-0.011677707,-0.029519629,-0.04697925,0.031945325,-0.022872258,0.026847374,-0.021191895,0.031270348,-0.0060534836,0.018590678,0.004233426,0.04554205,0.013211429,0.011381996,-0.0002892375,0.00027270094,0.00016592527,-1.7616861e-05,-0.0001030075,-7.1777344,-15.791016,-24.404297,-20.097656,-20.097656,-63.164062,7.1777344,-175.13672,0.008747013,0.0045693177,-25.87331,-56.93812,-0.12416196,-0.13447833,-94040.01,-89028.07,1.1409341,1.5175399,52.71161,50.173027,-0.000535888,-0.00017388343,-0.023239626,-0.044515528,-0.00036029113,-0.0002896661,0.5975483,0.7300417,1.4829142,1.678088,-0.5969209,0.05797348,-1.524768,-0.47336063,-2.8067672,-2.4632094,0.8056976,1.6941001,1.8788201,1.034034,-0.29588622,-0.21227798,1.3285745,1.3593992,1.5053501,1.6457169,-0.5944342,0.7875538,-0.6756504,-1.1499217,-0.012435103,-0.57478946,0.80807936,-1.2173666
