,Loudness_sma3,Loudness_sma3,alphaRatio_sma3,alphaRatio_sma3,hammarbergIndex_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope0-500_sma3,slope500-1500_sma3,slope500-1500_sma3,spectralFlux_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc1_sma3,mfcc2_sma3,mfcc2_sma3,mfcc3_sma3,mfcc3_sma3,mfcc4_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz,F3amplitudeLogRelF0_sma3nz
,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other
184,0.12560628,0.12557301,-34.826294,-34.82988,47.061764,47.0928,-0.06931751,-0.069302,-0.006795595,-0.006728561,0.4282235,0.42825994,25.47352,25.567526,19.01828,18.891142,10.504371,10.611691,11.065745,10.934463,,,,,,,,,,,,,871.0364,871.3099,1519.8507,1518.4951,,,1986.7135,1987.868,1352.549,1350.7697,,,3162.163,3162.342,1322.5587,1324.3536,,
185,0.11781012,0.11785623,-29.436136,-29.432802,42.5284,42.629684,-0.05666715,-0.05665208,-0.008358007,-0.008252206,0.3687426,0.36882687,25.295715,25.408209,19.863241,19.699448,10.550573,10.731591,9.843512,9.546538,,,,,,,,,,,,,923.6579,923.97363,1476.6676,1474.5469,,,2081.5378,2083.3455,1252.5193,1250.3119,,,3305.6414,3305.8674,1164.5819,1167.2461,,
186,0.11677117,0.11673663,-27.956842,-27.959192,40.512836,40.601425,-0.05323897,-0.053213995,-0.008786962,-0.008671538,0.24942707,0.24956451,24.981613,25.155342,18.577278,18.326853,13.926423,14.242396,7.6019454,7.1436095,,,,,,,,,,,,,941.0742,941.7988,1491.1725,1488.9967,,,2050.5088,2053.414,1407.9308,1409.724,,,3214.319,3213.5364,1055.8613,1058.2465,,
187,0.12093637,0.12089026,-29.928167,-29.927866,41.359463,41.425602,-0.0631767,-0.06316615,-0.0077536837,-0.007648976,0.12211611,0.122241,25.522398,25.68772,19.463171,19.208748,17.553864,17.904936,9.70422,9.223144,,,,,,,,,,,,,1079.569,1080.3099,1469.6671,1469.0225,,,2150.702,2153.514,1369.7598,1373.6044,,,3198.1907,3197.5803,1001.37775,1006.14746,,
188,0.1299758,0.12989755,-33.861217,-33.865414,45.36497,45.374454,-0.07407931,-0.074068435,-0.0020234818,-0.0020052067,0.3066319,0.30674085,25.705538,25.845871,18.89302,18.665663,19.58632,19.885069,12.955083,12.602536,,,,,,,,,,,,,1036.6417,1037.3732,1546.4581,1546.8068,,,2083.82,2086.2063,1551.3861,1555.6738,,,3041.905,3041.2366,1296.0073,1300.4928,,
189,0.14343484,0.14337642,-34.48595,-34.48511,45.167847,45.171833,-0.07944354,-0.079430744,0.002530032,0.0025397104,0.2704656,0.2705121,25.634806,25.754229,16.189987,15.991684,20.527807,20.757936,21.219885,20.977617,,,,,,,,,,,,,1085.0752,1084.8564,1876.831,1878.3389,,,2008.7822,2009.1122,1630.624,1631.1161,,,3158.1807,3156.241,1527.4452,1530.5698,,
190,0.15735276,0.15725668,-32.97845,-32.982563,43.513363,43.515427,-0.08098357,-0.08098084,0.009315557,0.009314093,0.4171194,0.41716683,24.8006,24.921549,9.928539,9.746343,22.512848,22.749771,26.282988,25.99917,,,,,,,,,,,,,1252.1831,1251.789,1693.8661,1695.1698,,,2201.3782,2202.2761,1958.6881,1965.8003,,,3237.247,3232.9375,1716.1934,1718.5592,,
191,0.18719654,0.18713164,-23.077234,-23.081656,32.27292,32.27503,-0.06818109,-0.06817969,0.011903632,0.01190868,0.34998453,0.35006297,25.951187,26.072851,0.5763734,0.38310465,21.830887,22.120474,30.22738,29.90389,,,,,,,,,,,,,1244.8268,1244.3085,1412.3063,1413.124,,,2144.1565,2144.4253,1755.6235,1762.5262,,,3186.583,3181.5696,1438.1791,1438.7651,,
192,0.17973916,0.17972155,-16.78019,-16.784801,25.231339,25.227476,-0.054177355,-0.05419281,0.011494216,0.011479274,0.32215488,0.32225183,26.950552,27.073517,-0.983656,-1.1797179,17.465378,17.774122,27.165413,26.762201,,,,,,,,,,,,,1201.9332,1201.6191,1002.4201,1002.4616,,,2229.1995,2229.7244,1466.8724,1474.3385,,,3203.57,3200.3806,1168.2814,1169.5114,,
193,0.20455624,0.20456551,-10.964035,-10.970169,19.552845,19.551537,-0.044997573,-0.045032788,0.010018951,0.009997368,0.17094761,0.17105947,29.725716,29.869339,-6.9574065,-7.1672726,11.977889,12.271333,24.54553,24.192215,,,,,,,,,,,,,890.3023,889.89966,1143.3384,1143.5001,,,1800.016,1799.3348,1184.4349,1184.4115,,,2802.9558,2802.3655,987.6181,987.7964,,
194,0.22137816,0.22139032,-11.817566,-11.821683,18.077364,18.075403,-0.039283425,-0.039316673,0.0005303323,0.0005191779,0.06384087,0.063893475,31.9764,32.132465,-6.5188956,-6.740396,7.0439143,7.327822,18.439413,18.10966,,,,,,,,,,,,,684.1281,683.8105,1297.1532,1297.4263,,,1567.1348,1566.7311,1238.7665,1238.6005,,,2485.5042,2485.4043,974.1929,975.2095,,
195,0.27342117,0.27351233,-9.188172,-9.18912,15.748161,15.746895,-0.030676527,-0.030701613,0.0018391694,0.0018570403,0.08096405,0.081051,33.950428,34.082798,-11.9221,-12.120155,6.408068,6.6596947,15.106557,14.839976,,,,,,,,,,,,,423.0541,423.1399,1463.4664,1462.0941,,,1282.2239,1281.9994,1243.9998,1242.8467,,,2123.5974,2123.2302,986.1616,985.15845,,
196,0.2956672,0.29581556,-9.564658,-9.5630045,15.744378,15.748479,-0.023619717,-0.023625871,-0.00048427007,-0.0004662807,0.077890866,0.07796468,35.6645,35.76034,-10.373495,-10.531665,7.143863,7.3612313,11.512154,11.255142,,,,,,,,,,,,,570.17706,570.2771,1341.0931,1339.0962,,,1440.6569,1440.5536,1075.0187,1073.4349,,,2424.3826,2424.196,767.0527,765.7955,,
197,0.30697736,0.30709913,-13.279907,-13.279677,21.753004,21.757288,-0.027201638,-0.027204925,-0.0017600236,-0.001742064,0.22891168,0.22904003,36.233395,36.315872,-11.060489,-11.202924,8.245532,8.452432,8.501488,8.243441,,,,,,,,,,,,,593.46954,593.6132,1305.4094,1303.8209,,,1543.6309,1543.5537,998.3872,997.4438,,,2721.0928,2720.818,811.7674,810.749,,
198,0.3079026,0.30797568,-18.314165,-18.31697,26.72805,26.733301,-0.03592168,-0.035925407,-0.006624429,-0.006624038,0.22206396,0.22214578,37.305954,37.348698,-9.892711,-9.974979,6.706139,6.8493943,6.274278,6.0746517,,,,,,,,,,,,,650.37885,650.34247,1199.4464,1199.3768,,,1681.5275,1681.475,872.8801,872.8574,,,2993.7683,2993.751,706.4836,706.30865,,
199,0.3029323,0.302963,-21.663668,-21.66651,30.810059,30.813185,-0.040889222,-0.040892735,-0.012630339,-0.012620379,0.3051309,0.30523178,37.48582,37.518036,-7.671695,-7.7404656,4.9449153,5.0703654,5.3083034,5.1271706,,,,,,,,,,,,,493.26392,493.21707,1175.6984,1175.6473,,,1621.3832,1621.3219,836.2456,836.2598,,,2963.4836,2963.4602,754.2066,754.66235,,
200,0.29491448,0.29493847,-23.156431,-23.158447,33.919098,33.915764,-0.043135703,-0.04314359,-0.013372616,-0.013351999,0.27697194,0.27705234,37.792065,37.825123,-4.6383867,-4.7137756,4.24611,4.388225,5.268692,5.0511527,,,,,,,,,,,,,483.76956,483.7096,1217.5674,1217.3954,,,1616.8755,1616.8207,886.77423,886.60406,,,2893.5764,2893.4973,852.9162,852.9988,,
201,0.28702864,0.28703907,-24.041998,-24.043259,36.496716,36.505558,-0.04182917,-0.041839734,-0.015745968,-0.015716044,0.2953968,0.29547507,37.798855,37.858387,-2.0728247,-2.190336,5.1447773,5.338755,3.9434288,3.6724117,,,,,,,,,,,,,466.10095,466.06213,1145.0375,1144.976,,,1604.2714,1604.1464,907.8769,908.01263,,,2847.616,2847.26,831.5125,831.441,,
202,0.2801602,0.2802164,-22.930664,-22.93187,37.20312,37.196735,-0.032162707,-0.032175235,-0.012126026,-0.0121261,0.3122929,0.3123499,36.990852,37.05574,-2.6567166,-2.7878983,4.1300416,4.3601384,-0.64350015,-0.962338,,,,,,,,,,,,,520.96246,521.1519,1216.5708,1216.4579,,,1660.3912,1660.353,954.3215,954.13525,,,2879.841,2879.418,796.9709,795.71674,,
203,0.27857074,0.27866754,-19.58235,-19.583559,33.330914,33.331657,-0.020562297,-0.020555945,-0.009018977,-0.009020712,0.19161391,0.19164215,36.582623,36.62045,-3.2199075,-3.2894497,3.5873864,3.7183018,-0.13400078,-0.3180097,,,,,,,,,,,,,512.30963,512.43634,1239.6676,1239.4447,,,1573.6825,1573.3981,1074.7363,1074.0756,,,2621.8728,2621.5999,726.2871,724.9572,,
204,0.2740918,0.27418137,-19.503212,-19.503704,32.91623,32.909214,-0.020728713,-0.020724228,-0.0034254247,-0.0034148453,0.28165397,0.2817244,36.281605,36.314663,-2.589671,-2.6558058,3.5461414,3.6773875,3.8308153,3.6374176,,,,,,,,,,,,,524.28906,524.44775,1301.3622,1301.1882,,,1594.31,1594.2587,1206.9414,1206.2189,,,2532.333,2531.8367,1085.5153,1084.7877,,
205,0.27163622,0.27171767,-22.553976,-22.55313,33.046318,33.055904,-0.027288469,-0.027279595,-0.0050302087,-0.0049891695,0.18767874,0.18773282,35.805058,35.814285,1.34926,1.311995,6.8468704,6.925917,8.799985,8.684242,,,,,,,,,,,,,466.87134,466.82797,1239.003,1239.0319,,,1557.6744,1557.6417,1150.2787,1150.0573,,,2552.9314,2553.3457,1250.0067,1251.2607,,
206,0.2597364,0.25978276,-25.103857,-25.104225,33.655144,33.666576,-0.039031018,-0.03903843,-0.0052687754,-0.0052384636,0.21076469,0.21082969,35.174465,35.206738,4.9755845,4.8851447,8.455659,8.6209955,12.151298,11.928436,,,,,,,,,,,,,468.1699,468.1979,1212.1158,1212.2933,,,1646.528,1646.7535,969.9446,970.25323,,,2855.1565,2855.6614,1324.0188,1325.747,,
207,0.25138792,0.25138998,-26.60189,-26.60517,34.4556,34.461246,-0.043825492,-0.043820877,-0.0076739974,-0.0076369825,0.23633774,0.2363888,33.86496,33.914516,6.0253596,5.928587,10.295266,10.441351,12.602149,12.438862,,,,,,,,,,,,,453.03232,453.0731,1232.35,1232.6211,,,1612.7759,1613.0265,887.1265,887.44385,,,2935.8105,2937.2356,1198.6766,1200.4508,,
208,0.24219584,0.2421136,-27.050158,-27.05572,35.176033,35.18338,-0.04514174,-0.045133833,-0.010843694,-0.010834723,0.314484,0.31454006,34.464874,34.586277,5.4338837,5.231199,9.79963,10.080574,13.18283,12.866273,,,,,,,,,,,,,452.8986,452.94727,1247.4601,1247.814,,,1609.7881,1610.0309,936.573,937.03986,,,2888.7566,2889.1748,1347.7699,1350.3931,,
209,0.24816275,0.24807127,-25.120253,-25.124857,34.610268,34.61185,-0.04050078,-0.04049652,-0.009805485,-0.009799375,0.35753012,0.35756806,33.823395,33.953857,1.5270444,1.3192669,10.362592,10.630572,11.628364,11.346141,,,,,,,,,,,,,467.82498,467.86655,1239.9033,1240.2367,,,1606.2963,1606.4935,958.632,959.2173,,,2852.6223,2852.9187,1301.879,1305.0938,,
210,0.25788257,0.2578943,-19.452415,-19.45446,27.863115,27.86673,-0.03156847,-0.031574287,-0.009882943,-0.009894421,0.25070938,0.25073692,32.95785,33.06207,-3.4706335,-3.6457832,10.453693,10.683024,10.796323,10.554792,,,,,,,,,,,,,462.91406,462.9188,1125.9204,1126.0271,-133.5561,-133.55576,1571.1276,1571.1136,894.3123,894.7222,-135.98805,-135.98735,2680.2952,2680.0588,1223.1536,1225.6727,-134.5177,-134.5159
211,0.28615442,0.28621396,-11.699765,-11.699918,17.341492,17.339827,-0.011931383,-0.011985607,-0.0060005523,-0.0060207094,0.19641538,0.19648796,30.342474,30.429064,-10.1468725,-10.283325,14.723479,14.908198,11.253975,11.057115,36.007477,36.00746,,,0.108495064,0.12117096,2.1741562,2.1725078,2.8453114,2.8465242,4.506797,4.5019646,456.37454,456.34286,1086.3297,1086.0084,-66.30081,-66.300255,1524.4921,1524.3656,842.7392,842.5374,-71.454155,-71.452774,2504.0598,2503.9167,1101.916,1101.8947,-69.30534,-69.30156
212,0.32487035,0.3249966,-6.6954494,-6.6945405,8.295857,8.295664,-0.001554756,-0.0016058347,-0.005895412,-0.0059005204,0.13842145,0.13851708,27.47724,27.566114,-14.025388,-14.178607,16.60836,16.837015,12.385381,12.115105,36.002224,36.002167,,,0.6288143,0.6324829,2.5501873,2.5492246,3.205455,3.2058346,6.4117274,6.40671,432.12088,432.06958,1079.5851,1079.2362,0.70974904,0.7106107,1490.4893,1490.3135,807.91156,807.42065,-8.266213,-8.264197,2350.4084,2350.4446,1228.6619,1227.6932,-5.701978,-5.6960998
213,0.36456776,0.3646033,-4.2856693,-4.284143,3.8633988,3.8609583,0.009813649,0.009767511,-0.010581744,-0.010586808,0.109956354,0.11006301,25.697792,25.845415,-13.601105,-13.84006,15.049366,15.397866,13.444688,13.020286,36.00406,36.00399,0.0041982373,0.004209737,1.0605606,1.0617263,3.611479,3.6117003,3.622262,3.621177,9.51047,9.508788,455.46286,453.9418,1260.8707,1258.2125,-0.033375423,-0.03246188,1527.3682,1526.6866,860.492,859.92084,-10.801159,-10.798767,2432.748,2432.4792,1189.3013,1189.2433,-9.543845,-9.541251
214,0.37959436,0.37961873,-6.8142333,-6.8133106,7.956201,7.9503713,-0.0022218868,-0.0022235806,-0.011337082,-0.011325572,0.09868017,0.09876203,26.087097,26.226976,-8.603888,-8.829385,11.196752,11.517731,15.234042,14.834039,36.00483,36.004753,0.0041982373,0.004209737,1.5365933,1.532004,4.3095484,4.310483,3.7953014,3.7935302,11.201307,11.201433,451.58585,450.19833,1322.1527,1320.3354,-67.288666,-67.28797,1526.4385,1526.2191,919.6079,919.4094,-75.33506,-75.33335,2457.07,2457.2483,1091.6299,1091.222,-74.7562,-74.75559
215,0.37185597,0.37186226,-11.802822,-11.802155,15.512928,15.508102,-0.013430253,-0.013427953,-0.010201166,-0.010210397,0.17484693,0.17493725,28.055891,28.176058,-4.6411476,-4.826228,10.243977,10.493743,13.614829,13.290685,,,,,,,,,,,,,460.54736,459.1779,1296.6436,1294.83,-134.29922,-134.29883,1495.852,1495.6847,944.54266,944.46094,-138.523,-138.52193,2503.8542,2503.8909,763.6204,763.6037,-138.35957,-138.36105
216,0.35853004,0.3585702,-14.049272,-14.049652,19.08181,19.079712,-0.019000953,-0.019008318,-0.0070066773,-0.0070215985,0.22014098,0.22020777,28.992102,29.080666,-3.958142,-4.09548,11.601383,11.78207,13.684578,13.443607,,,,,,,,,,,,,432.21353,432.29532,1142.4373,1142.8567,,,1450.0874,1450.3527,896.8418,896.75854,,,2450.839,2451.15,688.5584,687.57635,,
217,0.35701573,0.357093,-13.339168,-13.339215,18.19763,18.198982,-0.027552282,-0.027568564,-0.004390237,-0.004414788,0.22685279,0.22695006,28.852472,28.92835,-8.034549,-8.155833,13.443947,13.605598,13.406789,13.187823,,,,,,,,,,,,,469.0359,469.11304,1267.875,1267.6265,,,1433.765,1434.1665,1110.1322,1110.2096,,,2393.238,2393.4229,752.97723,753.43256,,
218,0.35884723,0.3588481,-12.111824,-12.113233,17.440598,17.44226,-0.028969891,-0.02898691,-0.0091133155,-0.009134351,0.2139511,0.21408331,27.730783,27.833542,-11.977836,-12.136296,15.326401,15.543904,12.765174,12.504687,,,,,,,,,,,,,484.82944,484.88077,1284.129,1283.8656,,,1499.6283,1499.9869,1067.4418,1067.5248,,,2445.0095,2445.0647,898.2534,898.8615,,
219,0.33963048,0.33959925,-15.652446,-15.652495,22.58306,22.581053,-0.04735713,-0.04736918,-0.005781336,-0.0058063194,0.22033793,0.22046863,27.605486,27.736853,-11.282764,-11.494053,20.40831,20.69999,11.606662,11.26339,,,,,,,,,,,,,504.30515,504.31686,1468.0426,1467.5771,,,1571.17,1571.4702,1219.9941,1219.4229,,,2575.7356,2576.1287,1076.2557,1076.462,,
220,0.3208164,0.32072863,-17.178774,-17.178047,26.018625,26.012346,-0.05391791,-0.05392596,-0.006989313,-0.007013283,0.29509893,0.29520375,23.334955,23.495829,-7.2651534,-7.519688,25.935114,26.279388,6.6912265,6.291945,,,,,,,,,,,,,466.80014,466.7312,1284.3013,1283.731,,,1574.5905,1574.4365,895.6345,894.71,,,2620.7043,2620.948,978.5801,978.278,,
221,0.31771132,0.3175813,-16.579256,-16.577087,25.057549,25.050371,-0.05666384,-0.056662697,-0.0045695556,-0.0045805597,0.22255497,0.22259545,17.596504,17.775253,2.0161884,1.7249575,28.997965,29.376413,0.71159333,0.2615614,,,,,,,,,,,,,475.39636,475.23862,1431.3799,1430.6146,,,1485.793,1486.743,1701.9232,1698.6364,,,2418.3535,2418.658,893.8239,893.64935,,
222,0.33498657,0.33467796,-15.205471,-15.203769,22.988806,22.98295,-0.048932225,-0.048930258,-0.008918318,-0.008903979,0.2343653,0.23443149,9.683865,9.850137,11.672658,11.402211,25.847826,26.192955,-4.4906197,-4.9018464,,,,,,,,,,,,,618.71564,618.6337,1316.5114,1315.9664,,,1594.6649,1595.6958,1536.319,1533.6964,,,2497.343,2497.2502,745.84186,745.895,,
223,0.3438699,0.34330487,-15.921519,-15.921548,23.470003,23.468826,-0.052660167,-0.052644964,-0.005761692,-0.0057476107,0.16750859,0.16754979,4.79402,4.959311,22.230246,21.962824,22.312088,22.665869,-3.2439995,-3.6670506,,,,,,,,,,,,,801.19135,801.1406,1532.6426,1533.597,,,1732.8916,1733.5459,1685.8854,1683.8696,,,2672.8108,2672.6113,802.6175,803.7332,,
224,0.34507808,0.34401584,-13.756072,-13.756616,20.44013,20.438223,-0.053183973,-0.05317207,-0.003595871,-0.0036222823,0.24903958,0.24912554,0.6297887,0.7999359,28.219614,27.946882,13.705456,14.076565,0.19849838,-0.24625026,,,,,,,,,,,,,761.0905,761.6113,1555.0052,1554.8267,,,1704.2438,1704.5079,1062.5541,1063.3925,,,2790.5693,2790.2444,827.684,829.2082,,
225,0.3512927,0.34970114,-10.135277,-10.136077,16.200254,16.20018,-0.042742904,-0.042727526,0.000119356555,6.0258277e-05,0.18373652,0.18380515,-1.8643594,-1.6686789,31.87638,31.574648,7.208648,7.6298566,4.2037296,3.6869278,,,,,,,,,,,,,761.9041,761.73486,1672.2797,1669.7904,,,1604.2164,1605.0702,1318.2715,1315.4882,,,2629.9912,2630.463,909.8167,909.75714,,
226,0.35047314,0.34871945,-9.742091,-9.743168,15.390762,15.395144,-0.038418684,-0.03841844,0.00022777771,0.0001877558,0.1978144,0.19793235,-2.867061,-2.6775906,35.209274,34.89329,2.3538325,2.765014,4.461369,3.9747212,,,,,,,,,,,,,602.83405,602.63153,1638.4391,1634.1162,,,1479.0992,1480.4811,1472.46,1468.7218,,,2493.5305,2494.0813,839.5857,838.3039,,
227,0.33939555,0.33787963,-13.098819,-13.098625,19.42614,19.430809,-0.03652135,-0.036526192,-0.0008051021,-0.0008032704,0.12826239,0.12836431,-1.0346822,-0.8664438,38.991184,38.689358,1.6988736,2.0677755,7.1634884,6.7426605,,,,,,,,,,,,,713.3301,713.77313,1778.934,1775.0527,,,1643.2646,1644.2985,1519.4447,1514.9297,,,2701.1433,2701.8,851.72687,849.9827,,
228,0.31895664,0.31772745,-15.063897,-15.064052,21.470705,21.469034,-0.043395236,-0.04341173,-0.0023439578,-0.0022973288,0.18232542,0.18245427,-0.5486871,-0.3909138,40.60872,40.31834,2.6786835,3.026426,7.7792068,7.396908,,,,,,,,,,,,,724.01074,725.10565,1735.398,1735.9896,,,1694.7352,1694.6061,1370.7891,1370.1959,,,2821.6375,2821.6663,727.0593,727.0837,,
229,0.3245561,0.32329848,-12.849969,-12.851154,18.526537,18.523829,-0.03768071,-0.037685666,0.005518763,0.005559528,0.1521938,0.15229549,-0.60559875,-0.4322803,39.35904,39.067078,1.7560549,2.1084907,11.6061125,11.192409,,,,,,,,,,,,,911.16046,912.13055,1479.3417,1480.5448,,,1912.3197,1911.6508,1139.0348,1139.4642,,,3003.6946,3003.6262,662.08563,662.23944,,
230,0.34641114,0.34455895,-10.504604,-10.5077715,15.955642,15.95437,-0.044652034,-0.044660162,0.0049107666,0.00497603,0.16534673,0.1654191,-2.9353123,-2.7344897,39.861618,39.53443,5.3339257,5.7407265,11.5769615,11.099545,,,,,,,,,,,,,1075.139,1073.4528,1265.3148,1269.5645,,,2087.4363,2084.6245,1054.3744,1056.9281,,,3010.4111,3009.9338,681.6477,681.45264,,
231,0.36347055,0.36161554,-7.92779,-7.9308743,13.182582,13.185863,-0.053119343,-0.053115755,0.012774755,0.012827869,0.14665371,0.14670128,-4.299373,-4.106421,36.051926,35.737186,6.091541,6.4777026,11.308818,10.847865,,,,,,,,,,,,,1116.3282,1114.8856,1042.2445,1044.2616,,,2246.3545,2244.491,873.9693,875.72687,,,3094.879,3094.5398,696.0245,695.3208,,
232,0.3874495,0.38566008,-3.1682453,-3.1690676,7.1071706,7.1072516,-0.041519687,-0.04152439,0.0059319823,0.0059875995,0.14955662,0.14962274,-6.1490417,-5.938659,29.080996,28.736528,8.480262,8.927066,0.5586408,0.021158854,,,,,,,,,,,,,945.5203,944.24,1204.686,1206.4323,,,2007.264,2006.0386,1154.542,1156.305,,,2808.3535,2807.9075,817.2929,816.93536,,
233,0.39912722,0.39820126,0.15954228,0.15947373,3.982587,3.9805658,-0.024167068,-0.024203664,0.007950603,0.0079643335,0.13356854,0.13366845,-5.384777,-5.2084937,18.574802,18.297804,11.827746,12.206352,-3.7974615,-4.266475,,,,,,,,,,,,,833.34064,833.5674,1135.6583,1134.9922,,,1858.8109,1859.3525,1031.9352,1031.6656,,,2722.2998,2722.2593,852.1092,851.4191,,
234,0.42948315,0.4288431,-1.7718557,-1.7723402,6.1852856,6.186457,-0.011270851,-0.011311342,-0.004952214,-0.004957033,0.14482506,0.1449428,2.4464047,2.6371098,12.622407,12.322368,13.656024,14.071365,-5.4871902,-5.9977646,,,,,,,,,,,,,618.88837,618.8916,1226.7794,1226.1478,-130.48082,-130.48273,1607.2521,1607.5,1098.9603,1099.0602,-131.33334,-131.3362,2517.8333,2517.932,1130.8866,1130.5206,-135.31848,-135.3216
235,0.46454072,0.46420893,-6.362348,-6.3636746,13.815278,13.8194475,-0.0062500755,-0.0062882216,-0.012890962,-0.012888377,0.18190165,0.18203437,13.086227,13.257672,5.805141,5.5381603,9.669577,10.029275,0.5891369,0.1496741,35.43554,35.435562,,,,,3.2229497,3.2227893,-0.7062373,-0.70640516,11.657624,11.659468,588.7561,588.7492,1194.3334,1194.3345,-60.41394,-60.416336,1635.5415,1635.5924,906.70734,906.7547,-62.268063,-62.27203,2553.1843,2553.6897,1262.3107,1262.0521,-68.18569,-68.189316
236,0.50816876,0.5078334,-8.4566145,-8.458402,18.35408,18.361408,-0.006924628,-0.0069309957,-0.016316177,-0.016299589,0.20615868,0.20627612,22.991617,23.198334,-3.8955643,-4.212736,0.5854192,1.0068446,3.7580585,3.2388198,35.354656,35.35467,,,,,3.9011688,3.9011364,2.603614,2.6035805,11.699487,11.700557,441.0,441.04623,1145.7408,1146.0708,9.141906,9.139727,1534.1832,1534.2823,918.49835,918.89215,6.097183,6.093592,2448.0754,2448.4944,1458.316,1458.1967,-2.5575817,-2.5608299
237,0.5464013,0.5461555,-5.822748,-5.8248615,16.959427,16.966112,-0.0038795033,-0.003885756,-0.0092772385,-0.009259925,0.1989355,0.19905561,27.772842,27.988459,-12.799409,-13.132759,-4.319223,-3.8746264,6.968744,6.4225764,35.20736,35.20735,0.007385356,0.0073864353,1.5226555,1.5426935,4.904059,4.9040437,5.9068146,5.907007,8.242395,8.242681,442.00284,442.05368,1170.3613,1170.7614,7.629911,7.6300845,1476.0352,1476.1652,1002.27325,1002.78595,4.5691867,4.56921,2332.8015,2332.9263,1262.8392,1262.9686,-0.612485,-0.6125963
238,0.55018467,0.5499952,-4.495014,-4.496855,13.845212,13.848273,-0.008067016,-0.008074143,-0.0023782656,-0.0023729026,0.16883235,0.16892166,30.632029,30.857796,-18.373213,-18.726366,-5.725617,-5.2519526,10.267211,9.699543,35.104813,35.104805,0.0060410276,0.00604346,1.2134151,1.2241343,5.562245,5.5618534,6.0879555,6.088232,5.4984665,5.4988823,440.33975,440.3545,1142.522,1142.4922,5.9345384,5.9355493,1426.1102,1426.146,1001.27216,1001.305,2.4838574,2.4853077,2248.8977,2248.819,1178.9395,1178.6572,0.43607187,0.43666735
239,0.55702907,0.5569224,-4.4142647,-4.4158382,12.739494,12.740903,-0.007243525,-0.007245747,0.0019893295,0.0019776667,0.15407509,0.15415497,33.35637,33.56024,-19.397322,-19.724829,-5.3899293,-4.9438844,12.801713,12.269706,,,0.007837956,0.007840787,0.72218126,0.71743506,5.7509246,5.7500777,3.27783,3.2776191,10.101769,10.108538,463.87216,463.8851,1174.8464,1174.7882,4.638332,4.6391683,1464.4677,1464.5101,1037.3634,1037.2284,2.5125291,2.5139196,2377.612,2377.7698,1974.9762,1977.4342,-5.463438,-5.4693694
240,0.5809179,0.5808837,-4.746326,-4.7473702,12.301762,12.302064,-0.008277382,-0.008265942,0.002559621,0.0025422142,0.14966065,0.1497321,35.099792,35.26045,-21.240463,-21.489141,-7.8687234,-7.5489655,11.403445,11.034678,34.93256,34.932556,0.003531351,0.0035361946,1.0870118,1.0866407,5.347988,5.3472075,0.49523187,0.4943351,9.546275,9.552331,478.6008,478.60043,1126.0524,1125.9445,3.9350183,3.9357407,1524.6366,1524.5836,1021.5881,1021.5013,1.8526682,1.8539214,2403.6523,2403.7114,2214.826,2216.5696,-5.611256,-5.6165905
241,0.60964817,0.6096607,-4.655267,-4.655486,13.0094595,13.00946,-0.004240025,-0.0042326436,-0.00062602275,-0.0006399909,0.14436059,0.14442845,36.85998,36.99403,-22.933212,-23.136374,-11.582858,-11.3262205,10.7670555,10.470773,34.801075,34.801033,0.0041413927,0.004145294,1.0404601,1.0427672,4.256348,4.2561326,-0.5546996,-0.5558548,11.99083,11.996659,476.99106,476.97925,1162.5135,1162.172,4.154141,4.155065,1608.086,1607.7562,1054.9741,1055.106,0.8286236,0.8301878,2409.6018,2409.721,2503.8416,2503.2405,-7.8366895,-7.8415947
242,0.5926389,0.5926898,-4.5840416,-4.5831914,9.993703,9.992419,0.0018078842,0.0018100505,-0.0071289553,-0.0071274913,0.16249348,0.16256034,37.892277,38.011917,-22.88806,-23.070047,-11.52077,-11.295166,11.09891,10.836101,34.657707,34.65762,0.0022332917,0.0022368636,0.8895845,0.8899396,3.1612427,3.1614811,-0.48876086,-0.48973164,13.033341,13.040059,476.3784,476.3372,1228.8877,1228.6173,4.3644238,4.3662014,1644.8844,1644.5675,1022.2507,1022.5087,-2.5149858,-2.5120785,2515.8386,2516.1423,1667.9337,1664.6241,-8.338666,-8.343829
