,Loudness_sma3,Loudness_sma3,alphaRatio_sma3,alphaRatio_sma3,hammarbergIndex_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope0-500_sma3,slope500-1500_sma3,slope500-1500_sma3,F0semitoneFrom27.5Hz_sma3nz,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2frequency_sma3nz,F2amplitudeLogRelF0_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3frequency_sma3nz,F3amplitudeLogRelF0_sma3nz,F3amplitudeLogRelF0_sma3nz
,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other
9,0.22650951,0.23718108,-21.404524,-12.560164,34.35802,25.379736,-0.04718579,-0.0222195,-0.027446369,-0.020204289,12.751904,13.470605,,,0.0,3.1524427,-3.738741,-4.2592063,7.420008,7.1741624,35.19341,24.507858,455.64062,439.54233,1178.1909,1281.1432,-11.37558,-10.414487,1584.6974,1548.5747,-23.969223,-17.404959,2736.4656,2473.736,-30.675964,-21.224733
10,0.23324656,0.23878141,-25.195084,-16.112188,39.36945,30.667648,-0.068384685,-0.044930685,-0.032860506,-0.026254693,13.71117,13.702667,,,0.0,3.1524427,-4.7191215,-4.207874,11.040044,6.4997325,41.10203,30.723328,483.7153,451.31046,1316.89,1299.2957,-13.9192505,-9.149707,1655.1299,1599.58,-26.88746,-14.86822,3031.795,2872.7488,-37.72035,-24.848166
11,0.22995973,0.23403697,-25.074091,-16.628408,38.57365,30.313545,-0.07081872,-0.047548514,-0.026360119,-0.020650333,16.137754,14.017718,,,0.0,2.3728886,-4.326559,-5.392137,8.140304,6.2311044,37.026474,30.269773,629.0536,398.04752,1451.4176,1447.335,-20.924467,-7.172957,1721.8795,1553.1602,-31.976934,-17.19291,3055.6963,2845.7708,-41.258125,-24.650208
12,0.2234631,0.22809374,-24.812033,-16.421644,36.134296,29.135138,-0.08144777,-0.057725538,-0.022280486,-0.0140052475,19.367085,14.109947,0.0,0.023815174,0.0,2.5308096,-3.2411091,-7.334049,8.107062,5.6442924,31.952944,26.82577,600.8062,697.1086,1654.5166,1331.1322,-23.860048,-10.108638,1714.8516,1711.1041,-35.851395,-18.807741,3068.7249,2900.179,-43.594868,-23.589853
13,0.22891559,0.22052592,-26.090002,-16.070738,38.526184,27.692907,-0.077591605,-0.05135866,-0.020125369,-0.0118688755,21.560911,16.01077,0.0,0.03154278,3.492291,2.688731,-1.4632801,-10.4199095,6.051819,5.189855,27.505053,20.217453,557.7817,686.8332,1725.8519,1322.7269,-25.924606,-12.026973,1725.2438,1697.1493,-36.757553,-19.252348,3089.9824,2710.0566,-43.755203,-21.290545
14,0.2466438,0.22526424,-27.241701,-15.625432,40.504955,27.092173,-0.07550833,-0.0470852,-0.021381425,-0.01383764,21.833448,17.669409,0.0,0.046998005,3.4922912,3.6262062,-0.504697,-8.97045,10.2102995,4.8497643,26.883347,18.10372,589.02875,733.3344,1621.1188,1236.2064,-24.29888,-16.947487,1813.7247,1702.9633,-35.740185,-18.38265,3089.4138,2862.5989,-42.044685,-24.531263
15,0.31197238,0.26214543,-26.288458,-15.354623,40.81268,28.400467,-0.07288123,-0.04312658,-0.019478783,-0.01587792,21.085428,19.51744,0.0,0.046998005,3.0439613,3.6262062,0.038062412,-6.271523,6.518911,4.3343167,22.064436,12.675595,765.2702,424.8293,1440.3385,1416.7891,-25.608698,-17.230318,1898.1294,1479.2628,-34.707554,-19.594732,3107.09,2720.3318,-40.849266,-25.183884
16,0.4153715,0.34330377,-22.872705,-13.334369,38.207073,26.43838,-0.08526793,-0.0542032,-0.010796248,-0.007584946,20.01354,18.971724,0.12608196,0.046998005,2.5956311,3.6262062,0.30720067,-2.358901,5.364042,6.208451,21.765318,14.919427,963.0041,464.8887,1118.2628,1332.0542,-29.150827,-19.093958,2017.5026,1429.2822,-35.313255,-22.919714,3116.8264,2633.1218,-41.92837,-29.270111
17,0.47651383,0.39099717,-21.411194,-13.085416,37.43092,26.45436,-0.116413735,-0.069398105,-0.009579272,-0.0039293775,19.159588,18.571623,0.12608196,0.046998005,2.1473012,3.6262062,-0.6466182,-1.6717863,1.8005174,7.2433467,21.968813,20.583525,933.05273,603.41876,1053.5607,1333.9603,-27.84368,-20.62761,1949.7025,1527.7334,-35.375202,-23.750206,3111.089,2753.2444,-42.904705,-33.33315
18,0.4391329,0.3699106,-24.083387,-15.951869,39.852413,28.694328,-0.1286485,-0.08315282,-0.013335708,-0.005570732,19.411196,18.771189,0.12041134,0.1222052,2.9113562,4.1422496,-1.1597221,-2.1713016,4.683428,6.5265718,26.975403,24.946028,889.18024,715.9202,1069.7018,1367.792,-27.187422,-22.606325,1922.1278,1606.876,-34.41029,-23.587484,3068.469,2765.055,-43.536884,-35.378475
19,0.3356894,0.28780997,-26.483818,-17.794922,40.46842,31.043314,-0.12117333,-0.076677054,-0.02166573,-0.0152362855,20.415548,18.72922,0.11474071,0.1598088,3.6754112,4.6582932,-0.51963586,-2.1739495,5.2842193,4.8137054,25.791285,25.07989,802.28564,674.5179,1552.7954,1347.5363,-23.140524,-20.594835,1790.6664,1623.9902,-33.01945,-22.201332,3042.8694,2723.0886,-41.666378,-34.015316
20,0.26768157,0.24738331,-26.93342,-17.591238,40.4398,29.482857,-0.082303464,-0.065146334,-0.022078099,-0.015696837,20.930914,17.046339,0.109070085,0.0,4.4394665,5.174337,1.2159754,-4.536906,6.3542504,1.6621627,25.307154,24.90415,560.74506,746.29736,1869.5736,1434.1099,-18.823072,-21.074118,1663.305,1595.3622,-31.371256,-20.942137,2973.0476,2774.8088,-39.03789,-32.27824
21,0.24131137,0.23044081,-25.435858,-15.64032,38.220936,26.467375,-0.07528272,-0.057563316,-0.018706018,-0.015861217,20.443762,14.750293,0.07963588,0.0,4.3356605,5.174337,1.7314162,-5.581098,4.8655763,2.6643643,26.23588,27.869349,427.1572,621.6508,1944.2594,1377.1852,-12.689942,-13.718791,1562.6891,1537.5785,-29.009573,-17.677446,2906.6902,2598.45,-36.168396,-29.65008
22,0.23805012,0.23172705,-26.065125,-16.663641,38.576496,26.782938,-0.0665613,-0.053831924,-0.020499961,-0.01471315,17.917387,13.248146,0.050201673,0.0,4.231854,5.174337,-0.23035367,-7.683422,3.557618,3.5182369,27.377424,29.881363,345.39868,612.6326,1598.3018,1424.871,-7.984812,-9.937604,1575.9159,1531.8519,-25.756233,-18.07618,2644.2903,2585.9841,-32.08711,-26.988718
23,0.22456884,0.21411295,-28.791008,-18.292547,40.383408,29.345636,-0.08282138,-0.05689453,-0.020309858,-0.016950727,15.741807,13.354108,0.020767467,0.0,4.1280475,5.174337,-2.369674,-6.513452,4.062716,7.380615,30.672089,32.811382,392.28,397.93823,1503.9551,1306.9443,-8.231326,-4.8787494,1571.5333,1497.1182,-24.728804,-17.544657,2590.1584,2604.1445,-32.70138,-27.952738
24,0.21943836,0.20755948,-30.02255,-18.654064,43.236195,31.408072,-0.08401534,-0.05036219,-0.017268555,-0.015964316,13.675505,13.455466,0.020767467,0.0,4.1280475,5.174337,-4.1345153,-6.646223,4.652427,9.106095,31.175201,33.328827,726.67163,384.8643,1506.4702,1313.0951,-72.62721,-70.66543,1976.2308,1490.8539,-83.33652,-80.28555,2966.7507,2619.414,-88.174286,-85.894196
25,0.20331676,0.1963436,-26.789751,-18.505432,40.34754,32.532894,-0.07773965,-0.062368155,-0.0176324,-0.015794449,,,,,,,,,,,,,737.8667,389.84647,1569.0146,1437.8154,-137.55913,-136.86029,1957.8741,1518.0045,-142.79361,-139.59793,3173.1267,2770.0833,-146.39276,-145.4359
26,0.1975845,0.1943773,-24.39343,-18.471865,37.76565,32.92522,-0.06546814,-0.06352282,-0.020998923,-0.019413188,,,,,,,,,,,,,849.83746,384.4774,1544.9917,1458.44,-141.73589,-139.44165,2031.9761,1518.4752,-144.06325,-143.31831,3300.622,2688.595,-147.07332,-146.0396
27,0.18833566,0.18588011,-22.126028,-18.457453,33.072598,31.504572,-0.051461503,-0.06495726,-0.024281636,-0.020629486,13.684043,13.503948,,,,,-0.78779393,-1.6285381,103.55995,105.39581,36.814598,36.95819,519.11115,467.3395,1428.3575,1687.4994,-80.198616,-80.31576,1615.486,1540.4502,-86.85937,-84.951836,2815.0261,2872.495,-92.760994,-91.40708
28,0.19093966,0.19078636,-24.192083,-19.586288,35.41531,31.687487,-0.0746635,-0.06814467,-0.019064745,-0.01820412,13.731987,13.565515,,,,,-1.3026026,-1.0315136,71.67309,73.11568,35.372234,35.691742,660.87305,599.62256,1351.6969,1749.2617,-21.881638,-21.39131,1688.7728,1583.229,-29.527132,-26.571733,2854.8616,2944.1804,-37.194946,-35.76782
29,0.1876901,0.18252505,-24.257568,-20.240253,36.49931,31.873663,-0.08321038,-0.0808695,-0.014797765,-0.011974342,13.877116,13.690982,,,2.9443617,2.1567185,-2.0804672,-0.07196481,9.062831,9.543785,32.979717,33.249416,556.3846,539.56866,1282.3525,1841.8463,-19.771727,-19.607054,1580.0834,1517.5446,-29.882586,-26.816734,2693.6208,2872.615,-34.859634,-33.901615
30,0.19390303,0.19129205,-27.227236,-20.415327,42.92149,34.237244,-0.10321126,-0.087224245,-0.0141692655,-0.0105573805,14.380879,13.636669,,,2.9443617,1.9958053,-5.0050397,-0.6069009,10.745461,11.165936,31.115555,30.348577,483.97498,460.68994,1560.952,1579.3378,-19.743935,-16.201313,1545.8607,1476.4078,-31.350998,-26.747122,2771.0276,2835.2761,-33.15656,-31.056417
31,0.19832058,0.194506,-26.696398,-19.687342,42.519497,32.960854,-0.09281394,-0.07954716,-0.013863173,-0.01288109,15.188462,13.613598,0.0,0.025996855,2.9443617,2.0786762,-6.4069753,-2.1013677,8.425687,12.313369,27.623438,28.7624,297.07596,321.72226,1665.5747,1403.1073,-18.735373,-12.045967,1438.6548,1421.0853,-32.067966,-26.638395,2657.3372,2707.724,-33.238346,-29.50022
32,0.23448877,0.2486773,-26.461405,-18.184021,39.571754,30.257383,-0.08569438,-0.057052925,-0.015481737,-0.016093023,15.191238,13.891528,0.0,0.025996855,3.2774878,2.1615474,-7.7624335,-3.6361816,5.5405507,11.174966,26.662804,27.980444,297.73032,373.77292,1570.598,1252.2843,-18.9739,-12.853233,1456.9901,1463.7999,-30.990744,-25.976374,2572.0547,2654.5513,-32.74335,-28.966164
33,0.25138494,0.25913557,-24.556208,-18.752554,35.71248,29.345976,-0.07333097,-0.04972061,-0.017089708,-0.016160851,14.965833,14.039417,0.027942536,0.0,3.6106138,2.4053314,-8.359496,-4.423776,2.070013,9.433408,29.00013,27.943377,521.7116,380.12952,1466.1049,1239.2644,-21.43547,-75.38486,1612.8094,1478.585,-29.169779,-84.41247,2697.497,2482.387,-33.672577,-86.44387
34,0.26143056,0.2640069,-23.759367,-16.890718,34.722668,27.100143,-0.06585109,-0.021356612,-0.014852957,-0.013519558,14.444832,0.0,0.027942536,0.0,3.94374,0.0,-7.7438855,0.0,5.0787024,0.0,35.26393,0.0,657.7552,380.7192,1621.9673,1307.1713,-20.252897,-76.28976,1670.5674,1488.4061,-27.381117,-85.57079,2833.2207,2342.3586,-32.57333,-85.22503
35,0.23708569,0.22230887,-22.560616,-18.628998,33.736557,28.72936,-0.05436674,-0.026536519,-0.014496733,-0.015038435,14.682395,13.867,0.027942536,0.0,3.94374,2.6669643,-5.686537,-5.7656546,9.196412,16.955574,39.21594,30.771503,663.41144,396.521,1643.6002,1376.816,-17.462358,-72.58515,1662.1644,1527.3345,-26.088524,-81.6622,2860.2253,2266.3855,-30.571747,-80.57841
36,0.22358032,0.21715164,-23.60346,-19.95298,33.979748,30.521753,-0.056635946,-0.034808856,-0.01214224,-0.017886238,14.459783,13.809781,0.024228295,0.0,2.6981535,2.6669643,-2.9585543,-4.8300166,12.031824,17.081865,40.02483,33.45943,690.45807,602.5787,1545.1176,1440.2142,-76.56585,-12.442727,1689.7262,1623.3776,-83.64495,-22.830267,2809.4343,2459.222,-85.65793,-23.979269
37,0.21325946,0.21264951,-25.787374,-23.67452,35.991222,35.908657,-0.07475983,-0.074850015,-0.01381899,-0.020529713,14.083032,13.775448,0.019890517,0.0,1.6780127,2.6669643,-2.3546417,-3.6042092,0.0,17.87932,0.0,35.586075,720.81415,758.7197,1358.5748,1518.1647,-71.900185,-13.4034,1711.5162,1676.2177,-79.886505,-21.79867,2763.6863,2704.301,-83.376305,-26.288279
38,0.2182803,0.22321016,-28.112732,-24.608309,38.24646,37.65985,-0.081703536,-0.082038656,-0.015781881,-0.022023425,13.63895,13.583917,0.015864508,0.0,0.6578717,2.5477202,-2.191724,-3.011261,109.351776,12.834628,39.7809,34.69676,890.37085,731.6547,1430.8701,1516.8716,-73.43881,-16.637735,1874.0614,1612.7797,-78.18002,-25.891562,3027.4973,2751.051,-83.8219,-31.53819
39,0.22177692,0.22520982,-25.936234,-23.374754,34.850117,35.250214,-0.07103961,-0.077008285,-0.019626262,-0.020187255,13.53835,13.5926285,0.0,0.11354367,2.3468199,2.428476,-1.6632959,-2.4690382,139.90118,73.49996,38.17473,32.73286,858.9112,531.7713,1782.932,1515.8119,-13.264328,-15.151009,1818.7184,1549.168,-19.61318,-28.148954,3134.4968,2795.0344,-26.648306,-32.34171
40,0.22116566,0.22500634,-21.671618,-21.439169,31.169836,32.574085,-0.03738772,-0.0591343,-0.017503949,-0.01570022,13.574155,13.55877,0.08357383,0.11354367,3.8103225,2.309232,-1.5966648,-1.7576505,139.90118,74.08817,36.049633,32.001842,704.41815,373.40848,1733.5922,1401.9703,-15.402229,-13.446958,1673.9894,1464.3301,-24.823708,-30.150217,3021.3923,2684.7644,-29.376755,-31.962183
41,0.21965699,0.22298253,-19.999746,-20.508532,29.614344,30.878126,-0.0403749,-0.057599705,-0.014939013,-0.01173672,13.71478,13.356248,0.0,0.088151574,4.504107,2.507696,-3.6992311,-2.810126,139.48405,80.70109,35.42848,33.39445,538.2034,392.64096,1725.7416,1358.6923,-14.901071,-12.982236,1521.2422,1497.153,-28.11405,-31.487793,2755.7793,2762.3254,-31.801245,-31.525454
42,0.22142415,0.22368562,-19.590288,-20.253103,31.627375,31.078562,-0.041128237,-0.05431967,-0.013368231,-0.010543871,13.93647,12.905525,0.09182598,0.07545552,3.602542,2.7061598,-12.3459635,-4.108844,75.6323,81.25761,34.99417,33.582523,570.64087,563.477,1361.5281,1275.294,-16.258455,-14.479577,1578.1406,1642.4979,-28.384224,-29.361982,2748.0264,2763.377,-33.169342,-29.464674
43,0.22837037,0.2330824,-24.004328,-22.67183,33.96217,32.42249,-0.06480505,-0.059908103,-0.015024789,-0.012655728,14.267043,12.398038,0.09182598,0.0,2.7009773,2.591129,-13.474358,-5.2243657,9.892254,78.748505,34.01448,32.699974,837.72797,551.2282,1452.4713,1403.5181,-18.13196,-11.529301,1919.0342,1736.4137,-25.77656,-26.188223,3174.555,2785.1091,-31.92878,-27.451254
44,0.23351495,0.23837401,-22.06832,-21.714483,31.499533,31.58393,-0.05561453,-0.04679516,-0.016658358,-0.017484473,14.453172,12.836741,0.0,0.07523836,2.5691307,1.6781669,-13.258358,-5.310769,6.6122866,106.51157,33.41684,32.184166,847.3369,550.25433,1449.3735,1328.941,-81.02053,-74.99964,1961.5087,1729.5912,-83.14382,-82.765045,3096.1309,2753.5989,-87.81726,-84.64536
45,0.25305548,0.26207525,-19.973677,-19.100668,27.32789,28.637743,-0.03650761,-0.014341377,-0.017756166,-0.018823577,14.422948,12.746335,0.0,0.0789508,2.5691307,1.4063601,-6.4000688,-6.4758534,,,,,778.2546,312.89017,1879.333,1488.4967,-139.83763,-135.13145,1888.5176,1509.4701,-141.44049,-141.46541,3035.086,2467.7727,-143.62276,-142.50175
46,0.25911283,0.2728884,-18.172012,-16.43144,26.896774,26.439499,-0.039486676,-0.018587578,-0.02016035,-0.021233052,14.293251,13.47842,0.0,0.088493906,2.5691307,1.4480481,-5.4136043,-5.2858653,,,,,684.56274,500.45908,1775.4473,1410.7365,-139.045,-141.43135,1728.1771,1576.8119,-140.93707,-142.35579,2775.0098,2572.523,-141.37428,-142.10179
47,0.26541314,0.28264716,-20.753523,-16.79548,29.17592,25.444643,-0.05783364,-0.030735666,-0.017256418,-0.01416856,14.003835,13.58517,0.0,0.086375676,2.3327758,2.0892036,-4.0757804,-4.2631116,20.463898,18.433697,32.30351,29.001,658.37103,482.59592,1857.664,1539.0023,-77.01127,-79.173805,1717.1857,1566.7446,-81.65449,-84.45159,2884.7559,2560.3977,-83.57367,-83.19595
48,0.26446748,0.28040424,-22.182528,-18.687613,31.824118,27.426826,-0.07232879,-0.06501135,-0.011059637,-0.013908566,13.576228,13.946345,0.02484569,0.09359125,2.0964205,1.8206002,-3.6862538,-3.114479,19.577019,17.832468,31.937277,27.64913,729.56683,810.2883,1382.7955,1460.4326,-18.503105,-19.624973,1799.5565,1836.8658,-24.392418,-27.19078,2880.6843,2895.0276,-26.647726,-24.321127
49,0.27371964,0.28568885,-20.611902,-18.497843,31.096283,27.66458,-0.053091615,-0.056497037,-0.0067611835,-0.012025421,13.047441,13.351398,0.0,0.066262804,1.7487718,1.8973938,-4.1544633,-4.289551,17.641891,16.445824,30.959421,26.344648,486.77844,935.23486,1505.2515,1342.5265,-16.813353,-20.360765,1590.6313,1956.7377,-25.202866,-27.279327,2654.3484,2968.4495,-28.766031,-24.675516
50,0.27909213,0.2967261,-20.783937,-18.851751,33.233097,29.793474,-0.059890125,-0.06701406,-0.0061368025,-0.012651503,12.724669,12.7667265,0.044915356,0.04069071,2.0321262,1.9741875,-4.938164,-4.76388,12.806376,13.816253,30.296118,25.510262,483.37027,943.80927,1538.9893,1354.8379,-15.958183,-18.469072,1544.0116,1958.0884,-24.589502,-25.370071,2715.497,2970.425,-28.272722,-23.198332
51,0.29322293,0.32058176,-20.463531,-18.186785,31.770006,27.661858,-0.06624253,-0.064134344,-0.007616449,-0.010932882,12.55815,12.52338,0.044915356,0.025842704,2.3154802,1.8810997,-8.500255,-5.731714,9.504283,12.409374,28.581957,25.792698,251.2342,640.3399,1729.0267,1368.5336,-11.199526,-78.01791,1319.1315,1652.875,-20.972044,-82.63088,2463.828,2660.7725,-25.476923,-82.07316
52,0.29932642,0.33221206,-19.317745,-16.176466,29.725134,24.76535,-0.06614606,-0.054263216,-0.007190177,-0.008913094,13.150723,12.407599,0.0,0.036568884,2.5653853,1.4426149,-12.284766,-8.041972,10.705951,0.0,26.759272,0.0,305.23718,318.64578,1619.3029,1443.5973,0.0,-71.46956,1342.5262,1348.1704,-18.09205,-79.03818,2461.4768,2372.876,-22.730185,-78.98995
53,0.3063458,0.3501236,-17.726507,-14.778526,26.705368,22.609451,-0.060361642,-0.046486616,-0.0067503895,-0.006626543,13.181428,12.905904,0.009640712,0.0,2.4206421,1.0041299,-12.766509,-8.544286,11.615471,106.50569,25.367634,23.40779,304.39908,309.54556,1559.3993,1383.8956,-105.06608,-69.391,1357.5045,1331.3746,-77.988,-74.51379,2414.094,2376.148,-81.02411,-76.30148
54,0.30617997,0.35678673,-15.746124,-13.327759,25.061523,21.456541,-0.046216298,-0.035172027,-0.007683385,-0.0069421567,13.575307,13.316951,0.009847305,0.0,2.275899,1.0041299,-8.495687,-7.3441887,0.0,76.98722,0.0,23.266983,358.04666,346.45093,1361.8136,1256.9956,-72.99255,-4.470442,1366.892,1368.7545,-74.31406,-10.110448,2457.4817,2376.1287,-77.50397,-13.5719185
55,0.3196621,0.37341738,-15.188873,-13.223439,24.101004,21.730032,-0.04778604,-0.04122375,-0.008097749,-0.0008452943,13.335449,13.762784,0.008287276,0.0,1.8125685,1.0041299,-4.505462,-5.184162,14.55971,79.37401,26.389301,23.481249,589.3569,364.77014,1308.2653,1337.6014,-74.86034,-5.902063,1587.9388,1326.4858,-74.09209,-8.899726,2727.9104,2344.5947,-78.81007,-13.893422
56,0.33539128,0.37960002,-12.176864,-11.822723,20.622322,20.030357,-0.041414622,-0.03438386,-0.004822654,-0.0031042981,13.805305,13.768186,0.0073006693,0.0,1.3492383,1.0041299,-4.2578588,-5.688658,14.289914,17.85123,28.00139,23.937372,818.03345,381.18726,1105.0785,1391.8809,-13.056619,-8.943931,1756.5682,1311.2789,-12.828606,-10.528601,2873.757,2331.6995,-20.786428,-16.787348
57,0.33808932,0.38012663,-12.462285,-11.735314,21.619385,22.441076,-0.0556269,-0.049558204,0.0022063244,0.0013819863,13.776814,13.809921,,,0.6946805,1.0041299,-6.308004,-6.242592,13.943314,17.801712,30.713984,24.413374,1052.0376,621.6968,1012.37994,1223.1136,-14.153954,-73.864494,2014.6195,1623.3151,-14.726855,-74.931946,3153.923,2638.4333,-24.642645,-79.516914
58,0.33553168,0.3834943,-12.943726,-11.368027,22.443823,22.2107,-0.06739223,-0.04975875,0.004048675,0.0026678347,14.023637,0.0,0.0905427,0.0,0.5034532,0.0,-7.576313,0.0,12.721168,0.0,29.089472,0.0,1083.1895,893.0803,1061.6522,974.82196,-12.605057,-137.81407,2007.2377,2021.9713,-12.855189,-138.29103,3106.4883,2945.8123,-22.782692,-140.82243
59,0.3369657,0.38517666,-12.239559,-9.012104,22.106888,20.760918,-0.059391994,-0.041415267,0.0021039261,0.0061741793,14.4398575,0.0,,,0.3122259,0.0,-7.04933,0.0,12.030427,0.0,25.392004,0.0,906.73004,929.23364,1222.7799,1007.771,-9.177428,-201.0,1791.0404,1989.8037,-10.308397,-201.0,2805.382,2893.9219,-17.585852,-201.0
60,0.32994246,0.38404164,-11.47321,-7.768739,18.390762,17.088211,-0.058918715,-0.032440018,-0.0028391497,0.0013224063,14.724838,0.0,,,0.3122259,0.0,-5.5058784,0.0,12.463787,0.0,26.119108,0.0,878.49854,708.0998,1382.234,1222.9965,-10.481111,-201.0,1699.7726,1707.994,-10.701077,-201.0,2732.3582,2668.2644,-17.656597,-201.0
61,0.3389735,0.39182225,-12.044263,-6.880628,18.33325,15.383674,-0.053500563,-0.016244804,-0.002325776,-0.0013207718,14.481383,0.0,,,0.3122259,0.0,-4.9037223,0.0,12.74466,0.0,27.227518,0.0,855.5747,714.3986,1325.8632,1264.65,-12.647237,-201.0,1660.2809,1676.9606,-11.9147415,-201.0,2680.6907,2715.279,-18.87149,-201.0
62,0.33184835,0.38818696,-14.674523,-9.357866,22.283895,17.294676,-0.066151984,-0.034341212,0.00010634059,-0.0022025292,14.0969715,0.0,,,0.3122259,0.0,-5.1231627,0.0,13.277939,0.0,30.7747,0.0,1049.4274,638.72186,1175.8774,1272.8857,-77.87858,-201.0,1857.2391,1714.5717,-75.72501,-201.0,3031.004,2799.2795,-82.091965,-201.0
63,0.3451986,0.39104235,-15.466123,-11.252561,25.119003,18.383589,-0.063729644,-0.044073325,-0.003528274,-0.0045540445,,,,,,,,,,,,,1114.0502,599.3907,1125.1221,1283.0562,-139.52907,-201.0,1910.5592,1713.0518,-137.98755,-201.0,3080.1829,2797.5984,-141.40689,-201.0
64,0.34127334,0.39076123,-14.451247,-11.820716,22.932898,19.086294,-0.054690618,-0.051083934,-0.0041472954,-0.005845858,,,,,,,,,,,,,817.4848,300.91086,1317.1012,1429.8651,,,1739.6742,1379.4521,,,2832.1426,2475.2588,,
