,F0final_sma,F0final_sma,voicingFinalUnclipped_sma,voicingFinalUnclipped_sma,jitterLocal_sma,jitterLocal_sma,jitterDDP_sma,jitterDDP_sma,shimmerLocal_sma,shimmerLocal_sma,logHNR_sma,logHNR_sma,audspec_lengthL1norm_sma,audspec_lengthL1norm_sma,audspecRasta_lengthL1norm_sma,audspecRasta_lengthL1norm_sma,pcm_RMSenergy_sma,pcm_RMSenergy_sma,pcm_zcr_sma,pcm_zcr_sma,audSpec_Rfilt_sma[0],audSpec_Rfilt_sma[0],audSpec_Rfilt_sma[1],audSpec_Rfilt_sma[1],audSpec_Rfilt_sma[2],audSpec_Rfilt_sma[2],audSpec_Rfilt_sma[3],audSpec_Rfilt_sma[3],audSpec_Rfilt_sma[4],audSpec_Rfilt_sma[4],audSpec_Rfilt_sma[5],audSpec_Rfilt_sma[5],audSpec_Rfilt_sma[6],audSpec_Rfilt_sma[6],audSpec_Rfilt_sma[7],audSpec_Rfilt_sma[7],audSpec_Rfilt_sma[8],audSpec_Rfilt_sma[8],audSpec_Rfilt_sma[9],audSpec_Rfilt_sma[9],audSpec_Rfilt_sma[10],audSpec_Rfilt_sma[10],audSpec_Rfilt_sma[11],audSpec_Rfilt_sma[11],audSpec_Rfilt_sma[12],audSpec_Rfilt_sma[12],audSpec_Rfilt_sma[13],audSpec_Rfilt_sma[13],audSpec_Rfilt_sma[14],audSpec_Rfilt_sma[14],audSpec_Rfilt_sma[15],audSpec_Rfilt_sma[15],audSpec_Rfilt_sma[16],audSpec_Rfilt_sma[16],audSpec_Rfilt_sma[17],audSpec_Rfilt_sma[17],audSpec_Rfilt_sma[18],audSpec_Rfilt_sma[18],audSpec_Rfilt_sma[19],audSpec_Rfilt_sma[19],audSpec_Rfilt_sma[20],audSpec_Rfilt_sma[20],audSpec_Rfilt_sma[21],audSpec_Rfilt_sma[21],audSpec_Rfilt_sma[22],audSpec_Rfilt_sma[22],audSpec_Rfilt_sma[23],audSpec_Rfilt_sma[23],audSpec_Rfilt_sma[24],audSpec_Rfilt_sma[24],audSpec_Rfilt_sma[25],audSpec_Rfilt_sma[25],pcm_fftMag_fband250-650_sma,pcm_fftMag_fband250-650_sma,pcm_fftMag_fband1000-4000_sma,pcm_fftMag_fband1000-4000_sma,pcm_fftMag_spectralRollOff25.0_sma,pcm_fftMag_spectralRollOff25.0_sma,pcm_fftMag_spectralRollOff50.0_sma,pcm_fftMag_spectralRollOff50.0_sma,pcm_fftMag_spectralRollOff75.0_sma,pcm_fftMag_spectralRollOff75.0_sma,pcm_fftMag_spectralRollOff90.0_sma,pcm_fftMag_spectralRollOff90.0_sma,pcm_fftMag_spectralFlux_sma,pcm_fftMag_spectralFlux_sma,pcm_fftMag_spectralCentroid_sma,pcm_fftMag_spectralCentroid_sma,pcm_fftMag_spectralEntropy_sma,pcm_fftMag_spectralEntropy_sma,pcm_fftMag_spectralVariance_sma,pcm_fftMag_spectralVariance_sma,pcm_fftMag_spectralSkewness_sma,pcm_fftMag_spectralSkewness_sma,pcm_fftMag_spectralKurtosis_sma,pcm_fftMag_spectralKurtosis_sma,pcm_fftMag_spectralSlope_sma,pcm_fftMag_spectralSlope_sma,pcm_fftMag_psySharpness_sma,pcm_fftMag_psySharpness_sma,pcm_fftMag_spectralHarmonicity_sma,pcm_fftMag_spectralHarmonicity_sma,mfcc_sma[1],mfcc_sma[1],mfcc_sma[2],mfcc_sma[2],mfcc_sma[3],mfcc_sma[3],mfcc_sma[4],mfcc_sma[4],mfcc_sma[5],mfcc_sma[5],mfcc_sma[6],mfcc_sma[6],mfcc_sma[7],mfcc_sma[7],mfcc_sma[8],mfcc_sma[8],mfcc_sma[9],mfcc_sma[9],mfcc_sma[10],mfcc_sma[10],mfcc_sma[11],mfcc_sma[11],mfcc_sma[12],mfcc_sma[12],mfcc_sma[13],mfcc_sma[13],mfcc_sma[14],mfcc_sma[14]
,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other
0,,,0.62205607,0.6220313,,,,,,,,,0.14937584,0.14963959,,,0.011233442,0.011260357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0008870223,0.00089088414,0.00010899015,0.000109088374,,,,,,,291.66666,312.5,0.024543196,0.024571694,191.37292,191.5705,3.3448832,3.346365,97336.82,98392.31,9.021564,9.05752,136.02138,136.51176,-0.001291995,-0.0012962738,0.19036789,0.1905155,0.0010926934,0.0010957363,29.136477,29.131815,8.505317,8.457002,9.992407,10.256844,13.295899,12.838084,5.2110696,5.7019496,-5.176209,-5.7437396,4.4573884,4.995645,10.774148,10.268441,2.0370219,2.5416605,-9.112668,-9.545124,-1.3575082,-0.96104574,-5.081139,-5.4292045,-1.6255207,-1.319562,1.3685513,1.1176068
1,,,0.6201334,0.6201337,,,,,,,,,0.14392978,0.14411373,,,0.009650824,0.009670913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007583348,0.0007612731,9.3361865e-05,9.341204e-05,,,,,,,250.0,260.41666,0.040953234,0.041011635,152.0163,152.04625,2.9154155,2.9156742,82910.76,83046.914,10.0995245,10.057551,167.57787,165.66887,-0.0014515897,-0.0014560753,0.14848934,0.14850698,0.0006835363,0.00068548275,28.208303,28.267326,8.389502,8.246692,9.986644,10.311575,11.565398,11.057712,2.621253,3.131684,-3.6821969,-4.2150702,7.7991447,8.423022,12.540149,11.851353,7.5445194,8.181405,-7.2123733,-7.7753296,3.5341225,4.0600996,-0.67264813,-1.1045221,-2.1447709,-1.736598,3.8173134,3.4438818
2,,,0.6201842,0.6202304,,,,,,,,,0.14470153,0.14471768,,,0.008622429,0.008635637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00080346555,0.00080529676,9.058963e-05,9.052659e-05,,,,,,,,,0.055383895,0.05545171,124.14736,123.983116,2.7512996,2.750001,63177.99,62551.72,10.365503,10.270192,182.20406,178.91199,-0.0018046409,-0.0018094634,0.12032864,0.12018809,0.0006065521,0.0006079305,29.544638,29.694178,8.640531,8.389603,10.531311,10.920677,10.50808,9.993968,1.2892811,1.8081087,-3.0428994,-3.568498,10.536522,11.212212,16.999182,16.225893,6.3691154,7.0653615,-10.522277,-11.147075,6.2834334,6.862358,3.5709207,3.067665,1.4949023,2.019553,4.92479,4.4184475
3,,,0.6204533,0.6204195,,,,,,,,,0.14084172,0.14084971,,,0.008522546,0.008535064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006386091,0.0006398323,0.00010332358,0.000103611936,,,,,,,,,0.05068329,0.050761435,159.79744,159.58678,2.9548092,2.953209,84278.875,83096.61,9.379115,9.253987,154.27226,150.70775,-0.001329153,-0.001332879,0.15601732,0.15584843,0.0006813823,0.0006832085,29.699163,29.874529,8.219616,7.9403424,7.4840055,7.8290343,12.343202,11.941295,4.9512587,5.3847394,-2.4420478,-2.951579,3.6272976,4.259191,16.761831,16.125078,4.0708604,4.5925717,-11.700951,-12.134644,6.3432655,6.8347697,9.658152,9.166473,3.4225032,3.9186919,1.5445632,1.0565554
4,,,0.63924885,0.6392157,,,,,,,,,0.13840735,0.13837649,0.9750168,0.97484714,0.007866408,0.007878401,,,0.1261301,0.12613674,0.28032067,0.2803432,0.4091325,0.40916243,0.54684156,0.54690164,0.6784485,0.6784561,0.74023074,0.74029875,0.8177218,0.8178002,0.88221335,0.88211036,0.9714365,0.97120804,1.0525646,1.0528932,1.086373,1.086509,1.1689717,1.1693302,1.2315183,1.2318048,1.2631345,1.2633198,1.2843976,1.2844416,1.3145384,1.3152779,1.4022115,1.4012784,1.415775,1.4151589,1.4311194,1.42938,1.4365684,1.4349747,1.3594584,1.3587717,1.2114593,1.2101299,1.037837,1.0371585,0.87625575,0.8761127,0.72654223,0.72625184,0.59923273,0.60081315,0.0006303828,0.0006320253,0.00010262538,0.0001029078,,,,,,,,,0.04099099,0.041043192,186.00818,185.8026,3.184076,3.1828635,86830.52,85831.0,8.994317,8.941147,142.36082,141.60297,-0.0011459679,-0.0011495337,0.18554445,0.18539792,0.00090285204,0.00090573536,30.66912,30.859201,8.934599,8.677992,8.42067,8.706218,14.579722,14.285129,7.4759355,7.83532,-2.664099,-3.1466904,1.7549881,2.3227012,18.836044,18.245752,1.0855923,1.5575341,-12.103347,-12.426381,5.309595,5.6787333,8.02732,7.5893745,3.8115814,4.253027,-1.7322441,-2.1591969
5,,,0.6353639,0.63529545,,,,,,,,,0.12867433,0.12868258,0.9496446,0.94922704,0.0068042725,0.006816006,0.031944443,0.03263889,0.123124324,0.12314516,0.2999256,0.30001387,0.39813733,0.39824596,0.5173049,0.51750726,0.67815375,0.67822,0.69024706,0.690388,0.79100007,0.79118556,0.8294773,0.8293424,0.93707657,0.93659925,1.0442866,1.0450648,1.0502859,1.0504555,1.1638473,1.1648456,1.2674083,1.2682384,1.2591864,1.2595118,1.2206672,1.220537,1.2107434,1.2110325,1.3463153,1.3436899,1.343835,1.3429798,1.3767873,1.3735223,1.4334079,1.430242,1.360844,1.3605342,1.180566,1.1760325,0.9943542,0.99287415,0.8519247,0.8511568,0.71770066,0.7160909,0.6041524,0.60844433,0.0003817222,0.0003834522,9.304558e-05,9.338657e-05,,,,,,,,,0.031843897,0.03190009,199.82747,199.61061,3.116989,3.1162717,96601.625,95315.57,9.265795,9.213005,142.2152,141.68396,-0.0007928112,-0.0007960857,0.19973011,0.19959445,0.00077700126,0.0007803612,29.052185,29.247559,10.030906,9.7822485,7.6455245,7.924717,17.073126,16.728243,9.851437,10.250068,-3.3762558,-3.7852333,3.576068,3.9791842,23.547333,23.093893,5.5761285,5.9963493,-11.738152,-12.12843,4.8170547,5.2196946,7.690511,7.32148,-0.3192723,0.04783714,-4.2353897,-4.6158085
6,,,0.6517845,0.6517589,,,,,,,,,0.12251287,0.122579835,0.91744417,0.9170973,0.0057497085,0.0057620425,0.028819444,0.030208334,0.11429123,0.11433062,0.30822423,0.30839065,0.3770254,0.3772355,0.47013953,0.47050092,0.6718822,0.67206365,0.63101584,0.631191,0.75753427,0.75785017,0.7591412,0.7590396,0.87137127,0.8707698,0.9795613,0.9806555,1.0095505,1.009568,1.14838,1.1501458,1.2816043,1.2829131,1.2636775,1.2639525,1.1530156,1.1529468,1.0780457,1.0782098,1.2746223,1.2703749,1.290397,1.2903626,1.3141757,1.3125911,1.4202918,1.4162688,1.3806788,1.3822848,1.1716663,1.1630301,0.9583492,0.9570609,0.8388317,0.83849317,0.7163885,0.7138617,0.6136843,0.6204367,0.00031475027,0.00031615785,7.086172e-05,7.1027374e-05,,,,,,,,,0.02652427,0.026569968,207.21428,206.93805,3.1801307,3.178952,128508.875,127208.44,9.056649,9.028424,133.63782,133.67021,-0.00064775307,-0.0006505952,0.20314932,0.20292121,0.0006412424,0.00064403214,26.847261,26.991438,10.234511,10.010588,9.523131,9.864433,14.114089,13.711766,5.7300496,6.1318264,-9.4978075,-9.870289,2.1258202,2.544984,25.776255,25.213312,6.059294,6.671051,-12.712506,-13.37077,2.2081954,2.842209,7.2038174,6.666138,-0.028620958,0.42696548,-3.0139768,-3.3796136
7,,,0.6475969,0.64754564,,,,,,,,,0.12288707,0.123036146,0.8979632,0.8981144,0.005063126,0.005075989,0.026041666,0.028125001,0.10525033,0.105305575,0.29548755,0.2957102,0.35946786,0.35975337,0.43628207,0.43674275,0.653254,0.653526,0.60387677,0.60400385,0.7526596,0.75303507,0.7086045,0.7087057,0.80424005,0.803751,0.8641107,0.86485404,0.97152734,0.9710762,1.0923133,1.0941194,1.2654486,1.2669896,1.2780026,1.278232,1.1524239,1.1524215,1.018589,1.0177635,1.2201757,1.215101,1.2814167,1.2837147,1.2718903,1.2766303,1.406202,1.403978,1.4253923,1.4297142,1.2038502,1.1923137,0.967272,0.96758777,0.85358477,0.8551915,0.73914623,0.7370345,0.6165752,0.62371963,0.00034937437,0.00035102144,7.100148e-05,7.130338e-05,,,,,,,,,0.02979157,0.02986434,230.1126,229.78413,3.4518254,3.4506168,168193.44,166174.64,8.047322,7.971394,104.30185,102.79944,-0.0005217213,-0.0005242834,0.222695,0.22241227,0.0005046511,0.0005071074,25.985178,26.106375,10.279135,10.05231,7.312074,7.709162,14.043824,13.569356,3.3007224,3.7406247,-11.6134,-12.00935,3.6319835,3.9966106,23.488035,23.098602,3.893503,4.480026,-13.7785635,-14.552257,3.6077445,4.3408566,8.00946,7.4326873,0.93268925,1.3713883,-2.9065485,-3.247988
8,,,0.6692211,0.6691702,,,,,,,,,0.12655778,0.12674779,0.8969222,0.89786214,0.0053967354,0.0054098214,0.02222222,0.024305554,0.094854,0.09491456,0.26217416,0.26237926,0.34606862,0.34634414,0.44108102,0.44147685,0.6449408,0.6452125,0.6226619,0.6227595,0.77181196,0.77223325,0.6921081,0.69242126,0.79867005,0.79832095,0.7532306,0.7529001,0.9461303,0.9454,1.052043,1.0537045,1.2237825,1.2253976,1.2761565,1.2770094,1.1728662,1.1736034,1.0189005,1.0187795,1.214773,1.2101222,1.3172587,1.3218511,1.2609534,1.2731415,1.3797885,1.3806971,1.4714237,1.4777317,1.2528512,1.2414297,1.0032834,1.0047828,0.8795677,0.88313216,0.79187065,0.7914843,0.63072485,0.6371846,0.00043277754,0.0004343828,6.310347e-05,6.3481995e-05,,,,,,,,,0.042070776,0.042159393,216.09053,215.75392,3.4057925,3.4039018,168890.55,166820.19,8.175939,8.075565,113.7299,111.624146,-0.0006094151,-0.00061202934,0.20703967,0.20673071,0.00039478517,0.00039642653,26.184248,26.275251,10.789848,10.547703,5.4265924,5.8546386,10.501899,10.07131,-2.1994855,-1.8473357,-10.769582,-11.159373,2.2528083,2.6638546,21.2066,20.800253,3.7711766,4.359071,-13.465995,-14.125176,0.38090944,1.0049849,7.942575,7.343368,3.8784504,4.3374767,-0.94627196,-1.2256564
