start,end,Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz
0 days 00:00:07.530000,0 days 00:00:07.550000,0.1452543,-17.570747,23.455568,-0.031975165,0.0005753509,0.06804197,22.542372,9.780384,20.543665,9.664451,0.0,0.0,0.0,0.0,0.0,0.0,771.25116,1557.9049,-201.0,1823.1611,1166.7455,-201.0,2761.3167,1085.893,-201.0
0 days 00:00:07.540000,0 days 00:00:07.560000,0.11812522,-22.559265,30.260279,-0.04404795,-0.00096929603,0.05007206,26.729965,14.708054,15.282369,13.628169,0.0,0.0,0.0,0.0,0.0,0.0,958.6762,1478.7594,-201.0,2032.3936,1165.1588,-201.0,3045.2097,1179.3488,-201.0
0 days 00:00:07.550000,0 days 00:00:07.570000,0.112185836,-23.787039,31.640867,-0.050079882,-0.0050403965,0.03424632,26.966467,17.320637,13.173775,14.299968,0.0,0.0,0.0,0.0,0.0,0.0,857.86115,1432.1503,-201.0,1938.9254,1081.295,-201.0,2927.4993,989.09393,-201.0
0 days 00:00:07.560000,0 days 00:00:07.580000,0.11595581,-20.659266,29.0725,-0.033049263,-0.006980686,0.04838109,25.645874,16.26088,8.37555,12.003605,0.0,0.0,0.0,0.0,0.0,0.0,777.64276,1316.6729,-201.0,1903.6805,1750.9873,-201.0,2620.1462,1019.8464,-201.0
0 days 00:00:07.570000,0 days 00:00:07.590000,0.15413491,-18.01076,26.075867,-0.02279841,-0.018952716,0.07780952,27.05121,11.192121,4.2462487,7.536894,0.0,0.0,0.0,0.0,0.0,0.0,646.5871,1305.7233,-201.0,1720.4723,2282.1357,-201.0,2221.7832,937.36456,-201.0
0 days 00:00:07.580000,0 days 00:00:07.600000,0.20316362,-14.62006,24.475319,-0.012830445,-0.02049265,0.09006136,29.783928,2.6225204,0.4402492,4.667059,0.0,0.0,0.0,0.0,0.0,0.0,550.53754,1317.3522,-201.0,1638.7631,2193.5916,-201.0,2253.7595,850.89655,-201.0
0 days 00:00:07.590000,0 days 00:00:07.610000,0.26598713,-13.604842,20.628523,-0.02179266,-0.023034804,0.093687356,31.760147,-3.302739,3.4124544,3.0059607,0.0,0.0,0.0,0.0,0.0,0.0,562.5862,1309.5526,-201.0,1619.3119,1842.393,-201.0,2325.393,886.16504,-201.0
0 days 00:00:07.600000,0 days 00:00:07.620000,0.30182275,-11.818637,18.490435,-0.021807017,-0.017414303,0.08109494,30.30982,-6.349966,6.4616303,1.2818027,0.0,0.0,0.0,0.0,0.0,0.0,620.2214,1282.5184,-201.0,1725.4078,1181.9315,-201.0,2661.696,723.1944,-201.0
0 days 00:00:07.610000,0 days 00:00:07.630000,0.3209575,-10.889122,15.099147,-0.012021008,-0.015268813,0.080691725,27.746874,-7.8712525,8.686094,-1.9446522,0.0,0.0,0.0,0.0,0.0,0.0,590.4826,1406.1564,-201.0,1497.6742,1932.2178,-201.0,2264.871,897.732,-201.0
0 days 00:00:07.620000,0 days 00:00:07.640000,0.32147178,-11.223853,14.94901,-0.008605651,-0.015938587,0.07214118,27.26706,-9.322631,6.479328,-3.5971634,0.0,0.0,0.0,0.0,0.0,0.0,659.8903,1361.0077,-201.0,1542.6523,1458.3217,-201.0,2604.8054,667.8037,-201.0
0 days 00:00:07.630000,0 days 00:00:07.650000,0.2987099,-13.816547,16.70928,-0.0062791877,-0.01066403,0.061425414,27.68075,-6.098028,4.440838,-6.761625,0.0,0.0,0.0,0.0,0.0,0.0,718.55084,1378.3154,-201.0,1667.5513,1516.9823,-201.0,2636.0967,2474.4006,-201.0
0 days 00:00:07.640000,0 days 00:00:07.660000,0.27949652,-15.486309,19.740076,-0.010917495,-0.005541105,0.06661972,27.240763,-6.331527,0.6434352,-9.3843355,0.0,0.0,0.0,0.0,0.0,0.0,745.3269,1230.7799,-201.0,1952.84,846.3986,-201.0,2963.4421,2435.612,-201.0
0 days 00:00:07.650000,0 days 00:00:07.670000,0.24561691,-15.365875,21.78565,-0.018863136,0.0025607848,0.07633329,26.187151,-4.254477,-0.10349681,-7.991504,0.0,0.0,0.0,0.0,0.0,0.0,695.0911,1221.0288,-201.0,1948.7192,935.4585,-201.0,2951.712,2511.6414,-201.0
0 days 00:00:07.660000,0 days 00:00:07.680000,0.22743076,-12.505806,20.45759,-0.013361108,0.009020659,0.075834624,24.390549,-5.6612535,0.23152518,-2.4978871,0.0,0.0,0.0,0.0,0.0,0.0,635.93854,1261.5511,-201.0,1834.4266,979.21124,-201.0,2926.9932,807.56934,-201.0
0 days 00:00:07.670000,0 days 00:00:07.690000,0.21120709,-10.06183,18.84208,-0.01497649,0.0091824625,0.062494546,24.620934,-3.533245,2.1522238,2.8653927,0.0,0.0,0.0,0.0,0.0,0.0,596.37823,1445.6324,-201.0,1617.0165,1260.248,-201.0,2704.2532,906.3535,-201.0
0 days 00:00:07.680000,0 days 00:00:07.700000,0.21078767,-10.941689,20.957644,-0.016706496,0.010115626,0.06479252,24.16346,-2.7707932,1.9237137,6.996784,0.0,0.0,0.0,0.0,0.0,0.0,635.8872,1484.2607,-201.0,1591.3838,1265.2611,-201.0,2670.611,887.0704,-201.0
0 days 00:00:07.690000,0 days 00:00:07.710000,0.2075305,-12.538829,22.689627,-0.032455325,0.007908773,0.064078055,24.12838,-2.9456637,3.9273434,10.945136,0.0,0.0,0.0,0.0,0.0,0.0,754.78644,1398.4506,-201.0,1633.8514,1428.611,-201.0,2695.6921,907.092,-201.0
0 days 00:00:07.700000,0 days 00:00:07.720000,0.19609237,-13.126485,23.697485,-0.034890804,0.008787998,0.09124591,22.298645,-1.3825525,6.306608,14.180665,0.0,0.0,0.0,0.0,0.0,0.0,939.264,1193.7217,-201.0,1917.8701,1180.8011,-201.0,2968.5413,771.87695,-201.0
0 days 00:00:07.710000,0 days 00:00:07.730000,0.19035113,-11.513229,21.183304,-0.025539374,0.011051004,0.07301235,22.70266,-0.58028716,6.9661307,15.502017,0.0,0.0,0.0,0.0,0.0,0.0,844.45557,1357.4404,-201.0,1754.3434,1328.212,-201.0,2751.781,947.31964,-201.0
0 days 00:00:07.720000,0 days 00:00:07.740000,0.17507426,-9.985525,19.629398,-0.016018571,0.01242366,0.07320333,21.456152,0.74556446,6.9073677,14.751923,0.0,0.0,0.0,0.0,0.0,0.0,833.5142,1422.9277,-201.0,1767.4727,1189.548,-201.0,2800.008,831.80536,-201.0
0 days 00:00:07.730000,0 days 00:00:07.750000,0.17449296,-10.560891,18.991722,-0.015282837,0.013767549,0.050800025,23.422888,1.1012369,4.717318,14.989869,0.0,0.0,0.0,0.0,0.0,0.0,608.00806,1557.7451,-201.0,1498.0072,1249.5306,-201.0,2527.304,971.5459,-201.0
0 days 00:00:07.740000,0 days 00:00:07.760000,0.16731204,-11.150528,20.711273,-0.034064595,0.018523877,0.045513105,23.31492,2.214084,4.125191,16.730509,0.0,0.0,0.0,0.0,0.0,0.0,778.78687,1336.1412,-201.0,1708.5619,1137.9601,-201.0,2752.0105,918.35645,-201.0
0 days 00:00:07.750000,0 days 00:00:07.770000,0.17156404,-12.234893,22.698473,-0.04640585,0.017065775,0.04418773,25.33979,3.051604,3.0885417,16.972328,0.0,0.0,0.0,0.0,0.0,0.0,757.6706,1245.4962,-201.0,1690.1984,1140.1771,-201.0,2727.2332,965.539,-201.0
0 days 00:00:07.760000,0 days 00:00:07.780000,0.16704403,-12.029571,23.800188,-0.041372526,0.017391087,0.052851927,25.868177,3.6621456,3.3266706,15.006447,0.0,0.0,0.0,0.0,0.0,0.0,995.7307,1154.4655,-201.0,1984.7269,1135.2406,-201.0,3009.5916,795.5275,-201.0
0 days 00:00:07.770000,0 days 00:00:07.790000,0.16010806,-13.436516,26.625748,-0.029518753,0.0069665858,0.06197803,26.490076,5.121633,4.9848194,12.160095,0.0,0.0,0.0,0.0,0.0,0.0,837.2774,1511.6553,-201.0,1811.4033,1303.434,-201.0,2969.6746,713.291,-201.0
0 days 00:00:07.780000,0 days 00:00:07.800000,0.15133433,-14.651288,27.715279,-0.023966372,0.005178115,0.06258426,25.96614,4.8642435,6.3201294,13.917565,0.0,0.0,0.0,0.0,0.0,0.0,856.3742,1669.9492,-201.0,1748.1713,1376.4805,-201.0,2918.0557,786.20654,-201.0
0 days 00:00:07.790000,0 days 00:00:07.810000,0.1498123,-15.669732,29.270613,-0.041355018,0.0032793188,0.062466215,25.937897,5.592258,4.5464616,15.066238,0.0,0.0,0.0,0.0,0.0,0.0,599.22107,1830.7705,-201.0,1408.9515,1406.1747,-201.0,2584.6846,934.3366,-201.0
0 days 00:00:07.800000,0 days 00:00:07.820000,0.14582914,-14.38342,28.402266,-0.04179776,0.006111109,0.06162886,24.983025,5.213382,1.3196082,15.911849,0.0,0.0,0.0,0.0,0.0,0.0,620.24994,1727.9523,-201.0,1392.0365,1374.3302,-201.0,2567.331,1051.7457,-201.0
0 days 00:00:07.810000,0 days 00:00:07.830000,0.14329055,-14.238438,28.16424,-0.04696485,0.008146436,0.06593216,25.338625,7.3426285,-0.042635124,16.775434,0.0,0.0,0.0,0.0,0.0,0.0,680.2511,1662.236,-201.0,1393.2323,1786.4579,-201.0,2571.0664,1172.03,-201.0
0 days 00:00:07.820000,0 days 00:00:07.840000,0.13926946,-13.766078,27.356417,-0.037859026,0.008680596,0.056960206,24.328455,5.610293,3.3327572,15.174573,0.0,0.0,0.0,0.0,0.0,0.0,705.70166,1531.3512,-201.0,1442.7367,1711.7906,-201.0,2633.3108,1156.0757,-201.0
0 days 00:00:07.830000,0 days 00:00:07.850000,0.14010556,-14.060435,25.29054,-0.03504249,0.011296886,0.047089953,24.83021,5.289858,6.21794,14.983837,0.0,0.0,0.0,0.0,0.0,0.0,660.7568,1505.0072,-201.0,1455.0492,1653.7114,-201.0,2490.9417,1432.3756,-201.0
0 days 00:00:07.840000,0 days 00:00:07.860000,0.14233856,-14.521721,25.204605,-0.034037348,0.008925712,0.04999389,24.589762,4.404136,7.988016,15.029109,0.0,0.0,0.0,0.0,0.0,0.0,589.21277,1433.9635,-201.0,1508.8724,1152.0297,-201.0,2514.1113,1277.4353,-201.0
0 days 00:00:07.850000,0 days 00:00:07.870000,0.1455443,-15.547147,25.885681,-0.03234457,0.009013213,0.04726641,26.128937,6.2994843,6.7394977,19.027985,0.0,0.0,0.0,0.0,0.0,0.0,778.1108,1435.5477,-201.0,1691.5078,1246.054,-201.0,2693.7908,1285.5531,-201.0
0 days 00:00:07.860000,0 days 00:00:07.880000,0.15037958,-17.723585,28.698973,-0.038380012,0.004401651,0.059250325,27.498274,7.967249,7.381266,18.266752,0.0,0.0,0.0,0.0,0.0,0.0,1046.2861,1430.0524,-201.0,1749.8394,1771.5795,-201.0,2780.3743,1032.3955,-201.0
0 days 00:00:07.870000,0 days 00:00:07.890000,0.14822207,-16.958368,29.185455,-0.021299833,0.0023317162,0.06549196,27.940964,9.138794,4.225578,14.265701,0.0,0.0,0.0,0.0,0.0,0.0,855.8732,1549.561,-201.0,1561.3607,1869.9067,-201.0,2499.6104,1188.0696,-201.0
0 days 00:00:07.880000,0 days 00:00:07.900000,0.1512903,-15.464437,28.080847,-0.017779477,0.00013047254,0.06405566,27.397482,7.9891105,1.3255817,11.063909,0.0,0.0,0.0,0.0,0.0,0.0,700.15936,1743.3766,-201.0,1381.2899,2134.6907,-201.0,2239.5676,1372.9604,-201.0
0 days 00:00:07.890000,0 days 00:00:07.910000,0.15330763,-14.581792,28.305466,-0.014783665,0.004628202,0.06587466,27.309042,8.042813,-0.9766806,12.194374,0.0,0.0,0.0,0.0,0.0,0.0,669.2427,1519.4316,-201.0,1729.0023,1522.6982,-201.0,2691.7803,1578.5824,-201.0
0 days 00:00:07.900000,0 days 00:00:07.920000,0.15575223,-16.202944,28.488684,-0.03817592,0.00819734,0.05929471,26.439028,7.608458,0.7650695,16.63381,0.0,0.0,0.0,0.0,0.0,0.0,865.78534,1374.501,-201.0,1940.8169,1430.9547,-201.0,3008.6614,1497.5485,-201.0
0 days 00:00:07.910000,0 days 00:00:07.930000,0.1560964,-15.652057,28.299055,-0.038960222,0.0126924785,0.08509582,24.623812,8.741559,0.9489601,20.565712,0.0,0.0,0.0,0.0,0.0,0.0,816.45435,1245.1924,-201.0,1910.0582,1094.0076,-201.0,3051.4568,1278.189,-201.0
0 days 00:00:07.920000,0 days 00:00:07.940000,0.16094203,-15.239549,27.828203,-0.03622523,0.009711703,0.077270366,23.961182,9.360282,1.6942544,20.3268,0.0,0.0,0.0,0.0,0.0,0.0,515.46246,1569.5028,-201.0,1452.5928,1236.8507,-201.0,2427.3665,1149.3849,-201.0
0 days 00:00:07.930000,0 days 00:00:07.950000,0.16738047,-12.695647,25.29863,-0.01590482,0.012565094,0.06706462,23.970797,9.423778,0.7428921,17.714006,0.0,0.0,0.0,0.0,0.0,0.0,549.1143,1662.9209,-201.0,1490.9819,1354.0337,-201.0,2456.5764,1100.0533,-201.0
0 days 00:00:07.940000,0 days 00:00:07.960000,0.17138785,-13.799899,26.01113,-0.019320976,0.009616944,0.043904822,25.456696,9.571492,3.4316509,14.208503,0.0,0.0,0.0,0.0,0.0,0.0,745.1819,1485.5624,-201.0,1738.5831,1304.1808,-201.0,2702.1833,1120.2927,-201.0
0 days 00:00:07.950000,0 days 00:00:07.970000,0.16739078,-14.682658,26.760393,-0.019913321,0.009542503,0.044256642,25.955713,9.659728,4.7380996,14.609852,0.0,0.0,0.0,0.0,0.0,0.0,1021.46735,1153.2865,-201.0,1951.5387,1240.0726,-201.0,2995.6238,854.6528,-201.0
0 days 00:00:07.960000,0 days 00:00:07.980000,0.16333093,-16.42642,28.515669,-0.031484146,0.0020844552,0.04953252,26.418646,9.353483,6.667464,14.616391,0.0,0.0,0.0,0.0,0.0,0.0,809.52936,1251.7555,-201.0,1801.6132,1205.1217,-201.0,2873.6172,957.00684,-201.0
0 days 00:00:07.970000,0 days 00:00:07.990000,0.15930474,-17.684248,29.847763,-0.042683512,0.004528542,0.05692974,26.668016,9.132782,6.0094543,18.281279,0.0,0.0,0.0,0.0,0.0,0.0,841.21466,1259.8947,-201.0,1823.5747,1304.5261,-201.0,2939.1396,947.59503,-201.0
0 days 00:00:07.980000,0 days 00:00:08,0.1591581,-16.35116,29.556433,-0.03831888,0.0071310326,0.06422112,26.941854,7.5313334,4.0649605,18.239704,0.0,0.0,0.0,0.0,0.0,0.0,619.0492,1381.9242,-201.0,1649.6302,1195.3116,-201.0,2767.2903,1056.6376,-201.0
0 days 00:00:07.990000,0 days 00:00:08.010000,0.15899779,-15.498054,30.526365,-0.033055816,0.009057695,0.060197353,27.510931,8.235085,1.3332151,15.770297,0.0,0.0,0.0,0.0,0.0,0.0,621.1148,1455.6016,-201.0,1598.6094,1219.3712,-201.0,2716.7136,965.56866,-201.0
0 days 00:00:08,0 days 00:00:08.020000,0.15183693,-13.984681,29.843277,-0.019943545,0.0043985103,0.055121243,27.372171,7.515596,-0.4927762,11.096019,0.0,0.0,0.0,0.0,0.0,0.0,539.06177,1548.1973,-201.0,1461.3052,1155.1365,-201.0,2533.368,894.8461,-201.0
0 days 00:00:08.010000,0 days 00:00:08.030000,0.14703362,-13.815907,28.129644,-0.013395351,0.0010246523,0.045143794,26.710947,7.1114106,0.4463795,9.649434,0.0,0.0,0.0,0.0,0.0,0.0,567.36835,1549.2065,-201.0,1464.9274,1274.5486,-201.0,2476.7058,925.78595,-201.0
0 days 00:00:08.020000,0 days 00:00:08.040000,0.14328553,-14.725285,27.005096,-0.013394132,0.0006183839,0.046098966,26.897745,7.142698,4.145367,11.258662,0.0,0.0,0.0,0.0,0.0,0.0,696.3179,1394.1763,-201.0,1589.0648,1151.2169,-201.0,2552.8694,916.5401,-201.0
0 days 00:00:08.030000,0 days 00:00:08.050000,0.14203389,-17.877459,28.04283,-0.022118425,0.0014138458,0.05273896,27.410986,10.694415,6.7081466,14.955085,0.0,0.0,0.0,0.0,0.0,0.0,817.83624,1486.628,-201.0,1758.9362,1285.5394,-201.0,2915.8577,1075.3829,-201.0
0 days 00:00:08.040000,0 days 00:00:08.060000,0.1397592,-19.973146,30.399393,-0.038260978,0.003134464,0.06375139,27.099146,14.021937,7.132103,19.56415,0.0,0.0,0.0,0.0,0.0,0.0,704.80817,1645.4777,-201.0,1715.5166,1259.3828,-201.0,2872.3665,1090.6635,-201.0
0 days 00:00:08.050000,0 days 00:00:08.070000,0.14075696,-19.143778,32.186687,-0.03321698,0.0070585352,0.069507845,26.829117,13.880288,4.0322146,21.24256,0.0,0.0,0.0,0.0,0.0,0.0,800.28595,1633.4453,-201.0,1813.2377,1372.9828,-201.0,2949.243,1055.8566,-201.0
0 days 00:00:08.060000,0 days 00:00:08.080000,0.14121674,-17.727095,32.071453,-0.02962564,0.006006177,0.06696773,27.023605,12.419968,4.659634,19.123295,0.0,0.0,0.0,0.0,0.0,0.0,561.7847,1627.1859,-201.0,1589.9806,1326.7208,-201.0,2657.6365,998.7591,-201.0
0 days 00:00:08.070000,0 days 00:00:08.090000,0.13659412,-17.19611,31.315733,-0.016767945,0.0039543216,0.05765127,27.982132,10.295062,5.8247256,15.142453,0.0,0.0,0.0,0.0,0.0,0.0,656.6174,1475.1211,-201.0,1664.1675,1290.6366,-201.0,2823.1543,949.8206,-201.0
0 days 00:00:08.080000,0 days 00:00:08.100000,0.121492244,-18.656485,30.867746,-0.022081034,-0.0050540655,0.054166973,27.04862,12.355769,7.9685802,10.165459,0.0,0.0,0.0,0.0,0.0,0.0,443.2084,1709.9213,-201.0,1356.061,1720.2379,-201.0,2481.5715,1228.1151,-201.0
0 days 00:00:08.090000,0 days 00:00:08.110000,0.11481619,-20.123552,29.924028,-0.025723295,-0.0062592574,0.05362756,26.936056,13.492649,9.146132,10.005038,0.0,0.0,0.0,0.0,0.0,0.0,452.20572,1685.774,-201.0,1443.0742,1608.8014,-201.0,2542.0576,1124.9849,-201.0
0 days 00:00:08.100000,0 days 00:00:08.120000,0.12456063,-19.994135,28.448679,-0.035619613,-0.0087062,0.05341367,23.012537,16.038424,11.994409,10.105301,0.0,0.0,0.0,0.0,0.0,0.0,701.7509,1735.4393,-201.0,1647.4913,1638.8446,-201.0,2688.0803,1056.3286,-201.0
0 days 00:00:08.110000,0 days 00:00:08.130000,0.14075007,-19.619589,27.077408,-0.040919222,-0.0052393065,0.05056365,19.32631,17.673927,14.195355,12.609356,0.0,0.0,0.0,0.0,0.0,0.0,798.89307,1589.3911,-201.0,1841.0995,1025.0822,-201.0,2963.2295,722.055,-201.0
0 days 00:00:08.120000,0 days 00:00:08.140000,0.15312894,-17.360472,26.081854,-0.030288694,-0.006823947,0.051095475,14.140553,17.683048,17.325605,6.6095905,0.0,0.0,0.0,0.0,0.0,0.0,776.5318,1485.4606,-201.0,1758.3773,1024.6223,-201.0,2741.2512,787.2968,-201.0
0 days 00:00:08.130000,0 days 00:00:08.150000,0.14853801,-16.16638,23.8097,-0.029653018,-0.0043894374,0.062225033,13.33337,16.395443,20.58911,3.617365,0.0,0.0,0.0,0.0,0.0,0.0,704.8006,1292.8945,-201.0,1710.2972,859.5117,-201.0,2697.8645,667.0023,-201.0
0 days 00:00:08.140000,0 days 00:00:08.160000,0.14353052,-16.18582,22.136988,-0.027325593,-0.0048714285,0.06817511,15.494578,13.698567,23.733154,3.0754597,0.0,0.0,0.0,0.0,0.0,0.0,601.34186,1228.6233,-201.0,1680.8131,852.0317,-201.0,2715.0457,713.0643,-201.0
0 days 00:00:08.150000,0 days 00:00:08.170000,0.13416135,-16.11654,21.308947,-0.033917952,-0.0053228606,0.06433311,18.715714,11.239731,23.115387,8.629891,0.0,0.0,0.0,0.0,0.0,0.0,730.6174,1399.8398,-201.0,1785.4662,792.0617,-201.0,2938.9854,691.6319,-201.0
0 days 00:00:08.160000,0 days 00:00:08.180000,0.12714398,-16.83966,21.9233,-0.031251978,-0.00479818,0.052657574,21.515656,10.790863,21.645811,9.562803,0.0,0.0,0.0,0.0,0.0,0.0,697.32916,1594.5533,-201.0,1778.5581,814.1838,-201.0,2980.6946,744.3776,-201.0
0 days 00:00:08.170000,0 days 00:00:08.190000,0.11882838,-18.808447,25.373621,-0.029786022,-0.008553645,0.06574664,23.787262,11.680793,19.679144,8.948836,0.0,0.0,0.0,0.0,0.0,0.0,687.3784,1627.985,-201.0,1778.5228,936.7188,-201.0,2965.6982,926.9952,-201.0
0 days 00:00:08.180000,0 days 00:00:08.200000,0.11041241,-21.400599,27.855135,-0.029535195,-0.008421876,0.06287973,25.240835,14.408715,17.744225,7.6816673,0.0,0.0,0.0,0.0,0.0,0.0,569.2888,1501.3458,-201.0,1723.4156,1024.1929,-201.0,2856.11,987.9416,-201.0
0 days 00:00:08.190000,0 days 00:00:08.210000,0.10465014,-23.518316,30.272787,-0.034063637,-0.012449493,0.06824296,26.36004,15.434007,15.841054,9.84699,0.0,0.0,0.0,0.0,0.0,0.0,597.934,1408.7467,-201.0,1730.8163,1071.442,-201.0,2877.094,1050.9437,-201.0
