,Loudness_sma3,Loudness_sma3,alphaRatio_sma3,alphaRatio_sma3,hammarbergIndex_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope0-500_sma3,slope500-1500_sma3,slope500-1500_sma3,spectralFlux_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc1_sma3,mfcc2_sma3,mfcc2_sma3,mfcc3_sma3,mfcc3_sma3,mfcc4_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz,F3amplitudeLogRelF0_sma3nz
,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other
9,0.22650951,0.29274774,-21.404524,-13.003334,34.35802,25.056671,-0.04718579,-0.05795965,-0.027446369,-0.012378145,0.17997156,0.32434312,27.493876,25.601793,13.819821,4.040545,5.75572,14.989624,8.78113,20.465235,12.751904,20.093729,,,0.0,3.8534431,-3.738741,-4.939385,7.420008,4.30777,35.19341,22.087173,455.64062,667.22876,1178.1909,1994.7745,-11.37558,-22.240685,1584.6974,1594.0997,913.4199,981.4899,-23.969223,-18.320816,2736.4656,2788.3596,970.6367,1199.7065,-30.675964,-27.288214
10,0.23324656,0.28838968,-25.195084,-13.577412,39.36945,27.875212,-0.068384685,-0.04935442,-0.032860506,-0.015963279,0.23593788,0.3536729,29.073977,26.473015,16.569735,4.2946754,7.5253797,12.711342,10.055367,17.75669,13.71117,20.430199,,,0.0,4.109553,-4.7191215,-3.6926193,11.040044,5.5758147,41.10203,22.004053,483.7153,790.8963,1316.89,1723.9669,-13.9192505,-21.942865,1655.1299,1625.9366,849.2507,964.8079,-26.88746,-17.696594,3031.795,2823.6746,816.7277,1045.8799,-37.72035,-27.52656
11,0.22995973,0.2745568,-25.074091,-12.383193,38.57365,26.352915,-0.07081872,-0.041451722,-0.026360119,-0.012556802,0.24831831,0.2751124,29.502527,26.186247,17.1855,4.147728,9.764579,11.776066,13.764813,18.510279,16.137754,21.079676,0.0,0.5027763,0.0,4.365662,-4.326559,-1.3264767,8.140304,4.875368,37.026474,22.227915,629.0536,913.591,1451.4176,1929.8414,-20.924467,-25.77662,1721.8795,1636.6293,928.74396,1034.2797,-31.976934,-22.319933,3055.6963,2918.8752,835.438,966.8498,-41.258125,-31.649551
12,0.2234631,0.26615953,-24.812033,-12.199288,36.134296,25.919638,-0.08144777,-0.058569442,-0.022280486,-0.008949536,0.28697985,0.18216877,29.395468,25.295044,17.458223,2.3156366,14.286138,12.075892,20.049019,22.237022,19.367085,21.75488,0.0,0.5027763,0.0,4.621772,-3.2411091,1.2206311,8.107062,3.5779326,31.952944,19.004402,600.8062,962.56714,1654.5166,1626.7094,-23.860048,-28.344254,1714.8516,1744.6119,932.4705,1114.6183,-35.851395,-26.544603,3068.7249,2931.4648,905.0476,985.9494,-43.594868,-33.555164
13,0.22891559,0.26168862,-26.090002,-16.887358,38.526184,29.163498,-0.077591605,-0.08784477,-0.020125369,-0.008062851,0.3172989,0.22641796,30.76068,26.709345,18.698591,5.421662,16.527708,17.977243,18.990782,28.491684,21.560911,21.936674,0.0,0.34443584,3.492291,3.6215842,-1.4632801,2.586242,6.051819,2.2187474,27.505053,21.17626,557.7817,1206.3561,1725.8519,1778.9733,-25.924606,-30.791216,1725.2438,1773.794,1060.4803,1161.6367,-36.757553,-27.882109,3089.9824,3315.8486,1058.877,877.6758,-43.755203,-37.991756
14,0.2466438,0.2691435,-27.241701,-17.84252,40.504955,30.820688,-0.07550833,-0.07776449,-0.021381425,-0.007831839,0.2754756,0.20422177,31.484566,26.900457,19.1187,5.2825427,16.819492,19.769247,17.40102,27.68808,21.833448,21.921392,0.0,0.19390409,3.4922912,2.781295,-0.504697,2.5785809,10.2102995,3.8114805,26.883347,17.938917,589.02875,1166.9229,1621.1188,1416.0616,-24.29888,-27.651083,1813.7247,1768.5819,1149.0656,1187.8944,-35.740185,-26.672194,3089.4138,3138.3606,1116.2235,989.0706,-42.044685,-34.02504
15,0.31197238,0.3072981,-26.288458,-19.391571,40.81268,33.91557,-0.07288123,-0.067256875,-0.019478783,-0.009053488,0.30478737,0.25474507,31.776255,26.21551,18.885235,7.5223517,14.684848,20.729729,12.373057,22.819475,21.085428,22.336792,0.0,0.03957588,3.0439613,1.917181,0.038062412,1.112684,6.518911,3.724445,22.064436,13.698322,765.2702,1153.7723,1440.3385,1362.6287,-25.608698,-24.625206,1898.1294,1961.626,1259.1989,1180.6095,-34.707554,-27.070229,3107.09,3109.1648,950.32,1137.0929,-40.849266,-30.931694
16,0.4153715,0.41053745,-22.872705,-17.682272,38.207073,32.226933,-0.08526793,-0.07131768,-0.010796248,-0.0023925528,0.44557285,0.25124192,28.626135,23.012054,12.948647,4.8565445,13.075921,19.55937,11.248408,15.351585,20.01354,19.783995,0.12608196,0.043588165,2.5956311,2.0532544,0.30720067,-0.49121526,5.364042,6.318321,21.765318,18.941309,963.0041,1136.5302,1118.2628,1138.4565,-29.150827,-21.622484,2017.5026,2233.9968,1182.0302,1026.3812,-35.313255,-27.00142,3116.8264,3179.4675,781.10645,1068.7495,-41.92837,-28.765274
17,0.47651383,0.47079387,-21.411194,-17.002314,37.43092,29.815489,-0.116413735,-0.08888984,-0.009579272,-0.00037841967,0.49804333,0.3226087,28.497025,23.820757,7.959021,1.2347399,11.906175,18.194012,12.410056,11.224898,19.159588,17.239698,0.12608196,0.17189866,2.1473012,3.0565798,-0.6466182,-2.2351453,1.8005174,6.165302,21.968813,25.185476,933.05273,1181.3083,1053.5607,1038.7062,-27.84368,-18.042116,1949.7025,2240.7627,1045.1862,1542.6444,-35.375202,-20.797035,3111.089,3121.4297,705.4685,1080.8486,-42.904705,-26.441843
18,0.4391329,0.44475862,-24.083387,-17.24052,39.852413,29.366125,-0.1286485,-0.08926463,-0.013335708,-0.0006518483,0.66717076,0.3983016,28.80826,26.7062,7.853441,1.3671017,9.844687,15.980491,15.370834,13.927524,19.411196,14.349275,0.12041134,0.30400562,2.9113562,4.08373,-1.1597221,-5.4604974,4.683428,6.613872,26.975403,30.621878,889.18024,849.1368,1069.7018,1350.7368,-27.187422,-12.207124,1922.1278,1828.8497,942.91547,1478.5809,-34.41029,-17.756376,3068.469,2827.6375,767.2905,1338.3607,-43.536884,-24.465746
19,0.3356894,0.3439119,-26.483818,-18.100275,40.46842,31.114159,-0.12117333,-0.07019477,-0.02166573,-0.008473104,0.5844474,0.34455442,29.691368,29.172537,13.746536,6.1059527,10.613972,14.57608,16.330164,17.308569,20.415548,14.299275,0.11474071,0.43611255,3.6754112,5.1108804,-0.51963586,-7.1238594,5.2842193,1.4382938,25.791285,26.925652,802.28564,599.32855,1552.7954,1413.8424,-23.140524,-9.436707,1790.6664,1508.5634,1008.05225,1491.4288,-33.01945,-14.513302,3042.8694,2531.8025,897.9163,1577.8125,-41.666378,-23.827454
20,0.26768157,0.298517,-26.93342,-16.744421,40.4398,28.453005,-0.082303464,-0.057607237,-0.022078099,-0.010409653,0.58287555,0.27437338,27.695745,27.969706,18.973392,9.413291,12.06078,12.260075,16.77077,22.355474,20.930914,14.005704,0.109070085,0.43611255,4.4394665,5.1108804,1.2159754,-6.6838,6.3542504,-0.36436105,25.307154,25.498709,560.74506,588.16095,1869.5736,1454.6488,-18.823072,-11.985664,1663.305,1593.3691,1029.5416,1019.03394,-31.371256,-16.560337,2973.0476,2689.579,879.08154,1573.6196,-39.03789,-25.526766
21,0.24131137,0.28306797,-25.435858,-15.662441,38.220936,27.017694,-0.07528272,-0.05761674,-0.018706018,-0.013360046,0.46935475,0.17958502,25.143494,26.52952,18.40013,8.715069,13.60197,11.19173,17.795835,20.412033,20.443762,13.5785265,0.07963588,0.43611255,4.3356605,5.1108804,1.7314162,-3.4331481,4.8655763,2.0273526,26.23588,24.260986,427.1572,635.499,1944.2594,1355.5094,-12.689942,-12.357017,1562.6891,1617.1683,1062.6636,995.26636,-29.009573,-13.256092,2906.6902,2637.137,1102.8286,1643.784,-36.168396,-22.087015
22,0.23805012,0.27436766,-26.065125,-15.591395,38.576496,27.968412,-0.0665613,-0.06487716,-0.020499961,-0.00944599,0.32583863,0.18968211,25.492401,26.180834,18.497492,5.65032,12.602191,11.699173,13.184424,20.756083,17.917387,13.548164,0.050201673,0.43611255,4.231854,5.1108804,-0.23035367,-1.0458843,3.557618,7.004959,27.377424,27.954382,345.39868,620.59625,1598.3018,1453.15,-7.984812,-9.739797,1575.9159,1601.0787,1214.6792,1014.5336,-25.756233,-12.235367,2644.2903,2828.511,1186.1976,1404.5743,-32.08711,-22.402563
23,0.22456884,0.24611299,-28.791008,-18.701683,40.383408,34.50359,-0.08282138,-0.07277942,-0.020309858,-0.012224402,0.28126723,0.21252201,25.925165,26.793259,19.729048,6.6915627,13.256519,14.433873,11.952915,19.165588,15.741807,13.617513,0.020767467,0.3139018,4.1280475,3.9928186,-2.369674,-0.6027925,4.062716,9.557932,30.672089,26.514484,392.28,375.61768,1503.9551,1473.5153,-8.231326,-70.23371,1571.5333,1483.564,1306.9589,864.4798,-24.728804,-74.92951,2590.1584,2791.9365,1301.6367,1408.415,-32.70138,-80.01635
24,0.21943836,0.23717374,-30.02255,-20.648478,43.236195,39.18611,-0.08401534,-0.07156334,-0.017268555,-0.011680215,0.1733187,0.19022138,26.935434,26.984354,21.036837,7.9646955,14.352942,14.293514,10.804021,18.813555,13.675505,13.468373,0.020767467,0.25279644,4.1280475,2.8747566,-4.1345153,-1.8938576,4.652427,0.0,31.175201,0.0,726.67163,379.3273,1506.4702,1452.8802,-72.62721,-135.17235,1976.2308,1491.2836,1437.0752,800.3055,-83.33652,-138.49168,2966.7507,3075.92,1215.4554,1009.63403,-88.174286,-142.64946
25,0.20331676,0.2287256,-26.789751,-21.64277,40.34754,39.266155,-0.07773965,-0.07447756,-0.0176324,-0.013824281,0.29709756,0.15339518,26.074142,27.143745,19.336212,8.648835,11.735198,15.189651,14.025834,22.788338,0.0,13.337009,,,0.0,1.7566946,0.0,-2.9970727,,,,,737.8667,383.8387,1569.0146,1420.3981,-137.55913,-201.0,1957.8741,1490.0585,1216.045,778.334,-142.79361,-201.0,3173.1267,2949.8152,1047.279,930.20856,-146.39276,-201.0
26,0.1975845,0.22829933,-24.39343,-19.67741,37.76565,35.990574,-0.06546814,-0.07537321,-0.020998923,-0.015609984,0.2883187,0.16331351,26.956741,26.420609,18.676495,8.174341,9.979301,17.393183,13.960307,22.153376,,,,,,,,,,,,,849.83746,375.1664,1544.9917,1364.9899,-141.73589,-138.30443,2031.9761,1472.8158,1083.786,734.34814,-144.06325,-141.183,3300.622,2917.885,825.92426,1144.6562,-147.07332,-144.83455
27,0.18833566,0.22186346,-22.126028,-17.597519,33.072598,32.190735,-0.051461503,-0.07951043,-0.024281636,-0.016416242,0.28001752,0.15455027,27.010427,25.91915,17.908442,7.2719574,8.736833,17.673864,14.104615,25.084574,13.684043,13.374014,,,0.0,0.8913851,-0.78779393,-6.4226513,103.55995,10.989293,36.814598,35.826176,519.11115,562.66986,1428.3575,1338.3937,-80.198616,-80.76002,1615.486,1532.8783,902.4875,776.6844,-86.85937,-81.61837,2815.0261,2931.379,798.87946,1044.5608,-92.760994,-89.509834
28,0.19093966,0.22474611,-24.192083,-16.105696,35.41531,30.04415,-0.0746635,-0.07311435,-0.019064745,-0.015704028,0.17730528,0.16526343,28.066757,26.188087,16.773994,7.167015,10.374333,16.080036,15.83714,20.610353,13.731987,13.419769,,,0.0,1.1168242,-1.3026026,-5.2015767,71.67309,10.575064,35.372234,35.139267,660.87305,689.8405,1351.6969,1524.882,-21.881638,-21.509123,1688.7728,1586.3594,926.8046,824.36523,-29.527132,-22.400076,2854.8616,3042.8708,717.37646,872.5102,-37.194946,-34.036278
29,0.1876901,0.21347643,-24.257568,-17.787058,36.49931,30.490957,-0.08321038,-0.08115073,-0.014797765,-0.010995532,0.18417133,0.13918962,26.530838,24.828989,14.73615,7.1865735,10.336495,15.151723,16.134972,22.665266,13.877116,13.471115,0.0,0.18087927,2.9443617,1.3422632,-2.0804672,-4.0021,9.062831,10.334849,32.979717,32.671337,556.3846,1006.66504,1282.3525,1406.7365,-19.771727,-27.764448,1580.0834,1677.86,936.01276,1975.5767,-29.882586,-24.33451,2693.6208,3026.4705,826.52386,748.571,-34.859634,-34.04063
30,0.19390303,0.22382809,-27.227236,-20.371817,42.92149,34.613968,-0.10321126,-0.093073465,-0.0141692655,-0.0071248375,0.29666516,0.20354378,27.588099,24.406301,15.3100815,8.245354,9.589859,16.24858,19.856749,19.930647,14.380879,13.515186,,,2.9443617,1.5677023,-5.0050397,-3.1204443,10.745461,10.528115,31.115555,29.328333,483.97498,804.7292,1560.952,1442.9532,-19.743935,-24.637762,1545.8607,1585.4741,1069.586,1937.0902,-31.350998,-26.303574,2771.0276,2896.415,933.4908,860.073,-33.15656,-33.282455
31,0.19832058,0.23133272,-26.696398,-23.864481,42.519497,38.502674,-0.09281394,-0.113536894,-0.013863173,-0.010622823,0.3704295,0.23642437,25.754679,23.208183,14.4012,11.09219,13.578175,16.733452,21.705065,19.749746,15.188462,13.788714,0.0,0.043432977,2.9443617,0.0,-6.4069753,-2.849512,8.425687,11.083267,27.623438,27.149323,297.07596,698.29004,1665.5747,1232.6742,-18.735373,-22.70076,1438.6548,1559.6246,1010.4973,1936.9375,-32.067966,-28.144043,2657.3372,2831.7578,998.6362,922.8479,-33.238346,-33.551304
32,0.23448877,0.30860767,-26.461405,-22.311548,39.571754,37.09332,-0.08569438,-0.09734235,-0.015481737,-0.014308006,0.44421706,0.34585324,23.040154,19.189928,18.448664,14.845666,15.157394,14.574878,23.740387,21.392578,15.191238,14.219989,0.0,0.034170657,3.2774878,3.1962018,-7.7624335,-2.3193462,5.5405507,11.589351,26.662804,26.092966,297.73032,367.6412,1570.598,1380.5018,-18.9739,-17.363235,1456.9901,1457.7001,976.02704,807.7991,-30.990744,-29.106112,2572.0547,2653.0266,956.6094,880.95636,-32.74335,-33.793407
33,0.25138494,0.3167543,-24.556208,-21.983976,35.71248,34.842396,-0.07333097,-0.08234913,-0.017089708,-0.014091381,0.3507446,0.33239567,22.689766,18.385107,19.338297,15.688289,16.456312,13.26896,19.896502,22.649925,14.965833,15.305312,0.027942536,0.061678585,3.6106138,2.2856243,-8.359496,-2.8949776,2.070013,10.236314,29.00013,25.088877,521.7116,367.40152,1466.1049,1352.1227,-21.43547,-16.483679,1612.8094,1463.2246,943.0328,827.37384,-29.169779,-29.97696,2697.497,2525.288,916.3,1052.0908,-33.672577,-33.74634
34,0.26143056,0.32500622,-23.759367,-20.359934,34.722668,32.56414,-0.06585109,-0.061929572,-0.014852957,-0.008797984,0.31452948,0.31815675,24.067942,17.97332,19.84081,15.75016,11.156308,12.681645,18.080513,23.068548,14.444832,14.862731,0.027942536,0.1050661,3.94374,1.8241051,-7.7438855,-3.658017,5.0787024,73.194115,35.26393,28.226614,657.7552,358.44882,1621.9673,1343.9005,-20.252897,-16.333328,1670.5674,1451.0181,1062.7294,852.49884,-27.381117,-29.976908,2833.2207,2395.7136,1136.0016,1248.1935,-32.57333,-34.069775
35,0.23708569,0.26321205,-22.560616,-22.073126,33.736557,34.33154,-0.05436674,-0.06045793,-0.014496733,-0.008709145,0.2558085,0.22099493,27.541023,22.877762,17.218412,15.234276,10.227525,11.801442,14.179878,19.237871,14.682395,14.421901,0.027942536,0.14977613,3.94374,1.362586,-5.686537,-4.9209476,9.196412,73.51331,39.21594,31.937067,663.41144,538.799,1643.6002,1332.4581,-17.462358,-18.286041,1662.1644,1582.4269,1099.0573,905.44293,-26.088524,-27.803617,2860.2253,2605.403,1284.8175,1091.2194,-30.571747,-34.764156
36,0.22358032,0.2613107,-23.60346,-21.200972,33.979748,34.231255,-0.056635946,-0.050796684,-0.01214224,-0.012990792,0.31087562,0.18826397,27.19639,23.470907,18.052362,16.252907,11.627875,11.1887865,14.707648,19.517626,14.459783,13.554543,0.024228295,0.0,2.6981535,1.8116444,-2.9585543,-4.5728073,12.031824,74.801254,40.02483,35.277927,690.45807,871.305,1545.1176,1410.18,-76.56585,-21.534561,1689.7262,1705.3136,1121.0894,1317.81,-83.64495,-26.226221,2809.4343,2881.8015,1127.785,955.47266,-85.65793,-35.074554
37,0.21325946,0.25370046,-25.787374,-21.073957,35.991222,34.535442,-0.07475983,-0.05745593,-0.01381899,-0.018038766,0.25999123,0.1941425,26.856085,23.96636,20.769957,16.726667,14.625931,10.166617,17.900915,21.42485,14.083032,13.922099,0.019890517,0.0,1.6780127,1.8116444,-2.3546417,-4.6184764,0.0,10.847501,0.0,32.29726,720.81415,1018.3642,1358.5748,1612.4816,-71.900185,-23.381056,1711.5162,1764.2881,1026.3823,1308.7104,-79.886505,-25.758688,2763.6863,3080.2278,863.7513,763.2182,-83.376305,-33.91968
38,0.2182803,0.2667898,-28.112732,-20.164846,38.24646,32.80702,-0.081703536,-0.057155978,-0.015781881,-0.019225469,0.2628324,0.15220547,27.85261,22.568277,22.686874,17.128466,15.613111,11.620397,20.424223,22.122696,13.63895,14.094113,0.015864508,0.0,0.6578717,1.9987459,-2.191724,-3.9270217,109.351776,8.536111,39.7809,27.628138,890.37085,843.97906,1430.8701,1599.2328,-73.43881,-20.722403,1874.0614,1617.6182,1019.4238,1293.4191,-78.18002,-28.400106,3027.4973,2869.5217,639.0225,838.9703,-83.8219,-33.149166
39,0.22177692,0.27207798,-25.936234,-20.797428,34.850117,32.852737,-0.07103961,-0.0720233,-0.019626262,-0.017491525,0.21289384,0.18743889,27.446474,20.666767,22.14187,17.78778,12.796941,10.791512,21.92164,20.506468,13.53835,13.838062,0.0,0.11323426,2.3468199,2.1858473,-1.6632959,-3.7523553,139.90118,8.577113,38.17473,26.728294,858.9112,842.7551,1782.932,1544.6627,-13.264328,-21.76149,1818.7184,1851.8857,940.9937,1680.4061,-19.61318,-30.357147,3134.4968,2857.326,565.65875,914.18085,-26.648306,-32.79509
40,0.22116566,0.27474198,-21.671618,-20.634094,31.169836,31.400482,-0.03738772,-0.06433755,-0.017503949,-0.015281559,0.19895005,0.19412042,25.134476,17.899418,20.212503,20.843727,8.593373,12.191157,18.673204,17.984446,13.574155,13.755828,0.08357383,0.0,3.8103225,1.9666256,-1.5966648,-3.6808844,139.90118,11.472903,36.049633,27.595709,704.41815,692.8481,1733.5922,1317.0082,-15.402229,-18.47869,1673.9894,1809.7675,944.46436,1647.2701,-24.823708,-30.617485,3021.3923,2711.92,647.01276,859.50653,-29.376755,-31.201515
41,0.21965699,0.27085042,-19.999746,-20.835419,29.614344,32.230343,-0.0403749,-0.06572753,-0.014939013,-0.011492569,0.16891193,0.21049213,22.819796,15.52372,19.644258,22.839325,5.412398,11.325821,19.727938,17.512472,13.71478,13.472789,0.0,0.10015677,4.504107,1.4266958,-3.6992311,-4.627952,139.48405,76.44904,35.42848,30.511429,538.2034,697.5998,1725.7416,1325.8297,-14.901071,-16.832476,1521.2422,1830.8392,1030.8043,1661.2318,-28.11405,-27.795336,2755.7793,2765.662,876.5205,859.8594,-31.801245,-28.158112
42,0.22142415,0.2688427,-19.590288,-20.376215,31.627375,29.340158,-0.041128237,-0.065884806,-0.013368231,-0.010760891,0.1409127,0.15653156,22.474897,14.285605,20.01062,24.948309,4.172486,12.700807,19.148443,20.147528,13.93647,13.199631,0.09182598,0.10015677,3.602542,0.886766,-12.3459635,-5.333348,75.6323,109.05578,34.99417,30.90596,570.64087,627.2102,1361.5281,1427.4633,-16.258455,-74.09552,1578.1406,1667.7733,1051.9882,991.41583,-28.384224,-84.14043,2748.0264,2757.5671,970.9278,827.4178,-33.169342,-84.33174
43,0.22837037,0.28072062,-24.004328,-20.689783,33.96217,30.267395,-0.06480505,-0.0554672,-0.015024789,-0.010544513,0.24589936,0.1811334,23.952133,14.429375,22.824875,25.840815,6.915957,11.989257,20.901382,22.499846,14.267043,12.818606,0.09182598,0.0,2.7009773,0.7531596,-13.474358,-5.234579,9.892254,0.0,34.01448,0.0,837.72797,594.9687,1452.4713,1569.8916,-18.13196,-69.229256,1919.0342,1694.1396,1134.852,1084.7719,-25.77656,-79.10674,3174.555,2802.097,1014.22723,976.6836,-31.92878,-80.03112
